id,name,description,tags,version,template,author,subdomain,likes
Mustafiz996/gradio_spreadsheetcomponent,gradio_fasta,,,,,Ankush-LM,brokerrobin-gradio-pannellum,17
freddyaboulton/gradio_multimodalchatbot,testwilldelete5,,,,,PeepDaSlan9,clement-pages-separation-pipeline-visualization,0
elismasilva/gradio_tokenizertextbox,AudioGrid,,,,,elismasilva,elismasilva-gradio-htmlplus,7
HuggyMonkey/SimpleTextExtractFromPDFDemo,gradio_datetimerange,,,,,Wauplin,elismasilva-gradio-topbar,0
keshan/gradio_codeanalysisviewer,gradio_rerun,,,,,LennardZuendorf,elismasilva-gradio-htmlinjector,0
dawood/gradio_videogallery,gradio_molecule3d,,,0.0.3,,toblab,hmb-gradio-coolcanvas,1
freddyaboulton/gradio_richtextbox2,gradio_carousel,,,,,Nymbo,agents-mcp-hackathon-gradio-chessboard,0
elismasilva/gradio_textboxplus,gradio_chatagui,,,,,crlotwhite,elismasilva-gradio-textboxplus,6
Agents-MCP-Hackathon/SimpleTextExtractFromPDF,pdf-qa,Component to enter protein and DNA sequences + small molecules for cofolding,,,,Wauplin,jedijamez-gradio-awsbr-mmchatbot,9
drigoni/gradio_molgallery2d,gradio_logsview,,,,,prathje,princeta3011-agentic-workflow-bulider,0
Jedijamez/gradio_awsbr_mmchatbot,gradio_gptchatbot,,,,MedicalImageAnalyzer,K00B404,abidlabs-gradio-highlightedcode,14
nasirbloch323/chatpdf,chatpdf,,,,,freddyaboulton,feiznouri-gradio-checkboxgroupmarkdown,6
freddyaboulton/gradio_easytb,gradio_automationbus,,"gradio-custom-component,audio-merger,audio-processing",,,hugofloresgarcia,bbo09-ask-pdf-test,8
freddyaboulton/gradio_demotest,gradio_igv,,,,,Sor0ush,oxkitsune-gradio-rerun,0
freddyaboulton/gradio_rangeslider,gradio_test2,,,,Fallback,drigoni,camilosegura-gradio-keyboardtextboxcomponent,0
paddy82/chatpdf,AIDataMaps,,,0.0.1,AudioMerger,aemresafak,elismasilva-gradio-tokenizertextbox,9
awacke1/gradio_rerun,gradio_image_annotation,,,,,feiznouri,physcalx-gradio-image-prompter,8
amithkk/gradio_textlabeler,WebRTC-Gradio,,,,,Agents-MCP-Hackathon,b-aryan-gradio-imageslider-cssfix,13
798989d/gradio_workflowbuilder,gradio_coolcanvas,,,,,freddyaboulton,peepdaslan9-b2bmgmt-gradio-unifiedaudio,0
freddyaboulton/gradio_test3,gradio_easytb,,,,Image,Agents-MCP-Hackathon,freddyaboulton-gradio-folium,2
simonduerr/gradio_molecule2d,gradio_codeanalysisviewer,,,,,andyrids,nazikus-pdf-qa,0
andyrids/gradio_dataframe_download,gradio_audiogrid,,,,,Agents-MCP-Hackathon,pngwn-gradio-pdf,0
freddyaboulton/gradio_keyboardtextboxcomponent,gradio_model3dgscamera,,,,,RobinsAIWorld,lennardzuendorf-gradio-iframe,0
Illia56/Ask_PDF_anything,gradio_highlightedtextbox,,,,,awacke1,elismasilva-gradio-videoslider,1
mrsyclq/gradio_rich_textbox,gradio_msaplot,,,,,hugofloresgarcia,aliceblue11-gradio-imageslider111,10
elismasilva/gradio_livelog,omnisealbench,,,0.0.1,,edgargg,hbding-test,3
abidlabs/gradio_rich_textbox,gradio_coolcanvas,,,,,freddyaboulton,clement-pages-pyannote-speech-separation-pipeline,2
freddyaboulton/gradio_pdf,gradio-rerun-viewer,,"machine learning,reproducibility,visualization,gradio,gradio custom component",0.0.1,,kyamagu,cocktailpeanut-gradio-logsview,0
elismasilva/gradio_topbar,gradio_propertysheet,,,,Image,LuminaPixel,svjack-gradio-imageslider,0
andrewlastmile/hf-model-comparisons,gradio_highlightedcode,,"machine learning,reproducibility,visualization,gradio,gradio custom component",,,keshan,junhuac-gradio-renderer,1
jayavibhav/gradio_workflowbuilder,gradio_screenrecorder,,"gradio-custom-component,huggingface hub,hub,huggingface",0.0.9,,radames,smajumdar-gradio-json-markdown,0
tungnguyen103/gradio_hellogradio,gradio_calendar,Rerun viewer with Gradio,,,,freddyaboulton,amithkk-gradio-textlabeler,1
abidlabs/gradio_gptchatbot,Gradio-App-Designer,Integrate a panorama viewer with Pannellum.,,,,facebook,raylee-gradio-markdownlabel,0
K00B404/Ask_PDF_anything,gradio_pdf,,"machine learning,reproducibility,visualization,gradio,gradio custom component",,Fallback,elismasilva,agents-mcp-hackathon-gradio-medical-image-analyzer,1
b-aryan/gradio_imageslider_cssfix,gradio_motioncanvasplayer,,,,,jayavibhav,yelorix-gradio-vistimeline,0
dwancin/gradio_toggle,gradio_pdf,,"gradio-custom-component,audio",,,junhuac,tungnguyen103-gradio-hellogradio,0
rerun/gradio-rerun-viewer,gradio_tokenizertextbox,,,,,radames,agents-mcp-hackathon-gradio-agent-inspector,5
pngwn/gradio_msaplot,gradio_unifiedaudio,,,,,andrewlastmile,agents-mcp-hackathon-gradio-screenrecorder,9
toblab/gradio_highlightedtextlabeldefault,gradio_workflowbuilder,,,,,simonduerr,modelscope-modelscope-studio-beta,15
Agents-MCP-Hackathon/chartagent,agentic_chatbot,AI-agent optimized medical image analysis component for Gradio with DICOM support,,,,seq-to-pheno,abidlabs-gradio-fasta,0
MAIIARen/gradio_coolcanvas,gradio_imageslider_cssfix,,,,,IAMTFRMZA,radames-gradio-promptweighting,0
Rebanpaul/PDFsummarizer,gradio_datepicker-v0.0.1,,,,,kamcio1989,robinsaiworld-gradio-workflowbuilder,1
radames/gradio_rerun,gradio_dataframe_download,,,,,hellnear,freddyaboulton-gradio-rangeslider,3
freddyaboulton/gradio_datepicker-v0.0.1,gradio_blurhashimage,,,,,elismasilva,santhoshkammari-gradio-ap-chat-ui,0
Agents-MCP-Hackathon/gradio_motioncanvasplayer,gradio_log,,,,,K00B404,drigoni-gradio-molgallery2d,7
elismasilva/gradio_videoslider,gradio_molecule2d,,,,,AbdullahIsaMarkus,k00b404-scope-studio,0
aemresafak/gradio_audiogrid,chatpdf,,,,,czakop,radames-gradio-rerun,7
freddyaboulton/gradio_mymodel3d-v0.0.1,gradio-webrtc,A Log component for Gradio which can easily show some log file in the interface.,"gradio-custom-component,logging,subprocess,process",,,abidlabs,dwancin-gradio-toggle,0
elismasilva/gradio_taggrouphelper,gradio_imagemeta,,,,,oxkitsune,freddyaboulton-gradio-multimodalchatbot,1
czakop/gradio_chessboard,gradio_rerun,,"machine learning,reproducibility,visualization,gradio,gradio custom component",,,Agents-MCP-Hackathon,elismasilva-gradio-mediagallery,0
lastmileai/gradio-notebook-quickstart,gradio_dropdownplus,,,,,julien-c,elismasilva-gradio-propertysheet,0
renceLaw515/gradio_hls_player,ASK_pdf_test,,,,SimpleTextbox,freddyaboulton,freddyaboulton-gradio-agentchatbot,0
Sor0ush/gradio_screenrecorder,gradio_molgallery3d,,,,,jayavibhav,pngwn-gradio-imageslider,1
jayavibhav/gradio_gradiodesigner,gradio_highlightedtextlabeldefault,,"gradio-custom-component,designer,drag and drop,custom designs",,,Agents-MCP-Hackathon,kyamagu-gradio-bbox-annotator,1
elismasilva/gradio_htmlinjector,gradio_gradio_anthropic_chat_ui,,,,,princeta3011,dawood-gradio-videogallery,26
modelscope/modelscope-studio-beta,Ask_PDF_anything,,,,,abidlabs,aliabd-gradio-imagefeed,0
PeepDaSlan9/B2BMGMT_gradio_unifiedaudio,gradio_rich_textbox,,,,,gsarti,hmb-gradio-shinymodel3d,59
awacke1/WebRTC-Gradio,gradio_medical_image_analyzer,,,,SimpleTextbox,freddyaboulton,czakop-gradio-chessboard,1
Nymbo/gradio_imageslider,gradio-notebook-quickstart,,,,,RobinsAIWorld,elismasilva-gradio-dropdownplus,3
lastmileai/gradio-notebook-template,gradio_logsview,,,,,elismasilva,aliabid94-gradio-datetimerange,0
simonduerr/gradio_molecule3d,textmoodchecker,,,,,tungnguyen103,huggymonkey-simpletextextractfrompdfdemo,0
freddyaboulton/gradio_datepicker,gradio_foliumtest,,,,Audio,PaulGuerrero,beast2857-gradio-imageslider,20
Wauplin/gradio_pannellum,gradio_workflowbuilder,,,,,modelscope,freddyaboulton-gradio-mymodel3d-v0-0-1,0
Agents-MCP-Hackathon/Gradio-App-Designer,gradio_buttonplus,,,,,JoPmt,edgargg-gradio-image-annotation,1
K00B404/scope-studio,gradio_msaplot,,,,,simonduerr,simonduerr-gradio-molecule3d,1
azettl/gradio_consilium_roundtable,gradio_imageslider_cssfix,,"gradio-custom-component,huggingface hub,hub,huggingface",0.0.10,,radames,agents-mcp-hackathon-audiogrid,2
LuminaPixel/gradio_chatagui,pyannote-speech-separation-pipeline,,,,,pngwn,freddyaboulton-gradio-test3,0
Sombreros/SOMbI1,separation-pipeline-visualization,,"gradio-custom-component,custom-component-track,roundtable,consilium",,,freddyaboulton,wauplin-gradio-pannellum,3
AbdullahIsaMarkus/gradio_medical_image_analyzer_local,gradio_imageslider111,,,,,PhyscalX,jayavibhav-gradio-gradiodesigner,0
hugofloresgarcia/gradio_automationbus,gradio_imageslider,Visualize logs in your Gradio app,,,,freddyaboulton,iamtfrmza-ask-pdf-anything,1
elismasilva/gradio_dropdownplus,gradio_medical_image_analyzer_local,,,,,BladeSzaSza,agents-mcp-hackathon-gradio-workflowbuilder,2
Agents-MCP-Hackathon/AudioGrid,gradio_taggrouphelper,,"gradio-custom-component,test",,,Agents-MCP-Hackathon,798989d-gradio-workflowbuilder,2
svjack/gradio_imageslider,gradio_topbar,,,,,freddyaboulton,keshan-gradio-codeanalysisviewer,0
radames/gradio_promptweighting,gradio_motioncanvasplayer,,,,,feiznouri,abdullahisamarkus-gradio-medical-image-analyzer,0
cocktailpeanut/gradio_logsview,gradio_molgallery2d,,"gradio-custom-component,multimodal data,visualization,machine learning,robotics,Rerun,rerun-viewer",0.0.2,,hmb,freddyaboulton-gradio-foliumtest,0
freddyaboulton/gradio_leaderboard,PDFsummarizer,,,,,Tonic,k00b404-agentic-chatbot,2
facebook/omnisealbench,QA_my_PDF,Quick search HF Hub repos or users,,,,dawood,jayavibhav-gradio-workflowbuilder,0
HBDing/LayoutPainter,modelscope-studio,,,,,Nymbo,santhoshkammari-gradio-gradio-anthropic-chat-ui,1
BladeSzaSza/gradio_overlay_video,gradio_image_prompter,,,0.0.1,,Agents-MCP-Hackathon,elismasilva-gradio-bottombar,1
radames/gradio_huggingfacehub_search,gradio_chessboard,,,,,HBDing,crcdng-gradio-myfirstcomponent,0
sourceoftruthdata/gradio_unifiedaudio,gradio_workflowbuilder,,,,,dwancin,maiiaren-gradio-coolcanvas,0
IAMTFRMZA/Ask_PDF_anything,gradio_pannellum,,,,,freddyaboulton,wauplin-gradio-logsview,0
thietkeweb30s/gradio_agentchatbot,gradio_iframecomponent,gradio designer,,0.0.4,,elismasilva,simonduerr-gradio-molecule2d,0
kyamagu/gradio_bbox_annotator,gradio_htmlinjector,,gradio-custom-component,,,awacke1,pngwn-gradio-msaplot,0
hmb/gradio_coolcanvas,chartagent,Gradio component for chessboard interaction,,,,freddyaboulton,toblab-gradio-highlightedtextlabeldefault,5
simonduerr/gradio_cofoldinginput,gradio_promptweighting,,,0.0.1,,freddyaboulton,rickymagner-gradio-igv,12
BBo09/ASK_pdf_test,gradio_multimodalchatbot,,,,,truetekken,awacke1-webrtc-gradio,0
elismasilva/gradio_htmlplus,gradio_toggle,,,,SimpleTextbox,camilosegura,azettl-gradio-consilium-roundtable,1
freddyaboulton/gradio_calendar,gradio_leaderboard,Python library for easily interacting with trained machine learning models,,,,Agents-MCP-Hackathon,gsarti-gradio-highlightedtextbox,0
julien-c/gradio_hubquicksearch,gradio_medical_image_analyzer,,,,,clement-pages,truetekken-gradio-pdf,0
