tag,category,count,alias
greyscale,0,142767,"セーラー服,水手服"
blue_sky,0,185722,"後ろ手,後ろ手縛り"
1boy,0,76298,"三面図,3面図,multiple_angles"
two-tone_hair,0,1471472,"茶髪,茶髪ロング,갈색머리"
brown_eyes,0,311227,"瞑目,闭眼"
choker,0,127871,"汗マーク,汗滴"
blue_eyes,0,898595,"手袋,裸手袋,手袋コキ,てぶくろ,장갑,手套"
soles,0,81871,ベッドの上
bright_pupils,0,143030,"狐耳,きつね耳,キツネ耳,きつねみみ"
petals,0,99411,"しかめっ面,・''・,皱眉"
copyright_name,0,71883,渐变色背景
weapon,0,1199644,"昼間,daytime,昼,ひる"
strapless,0,189330,ネックレス
sex,0,155933,
full_body,0,864539,
ring,0,223413,"三つ編み,みつあみ,麻花辫,辫,辫子"
jacket,0,73428,"ジャボ,多褶领巾"
2girls,0,197356,"横顔,侧脸,侧面"
outdoors,0,217408,"背中,魅惑の背中,ぱっくり背中,せなか"
blue_dress,0,391147,"目がハート,目にハート,ハート目,心形瞳孔"
jewelry,0,227950,"砂浜,ビーチ,すなはま,浜辺"
open_clothes,0,90601,
blue_hair,0,1518705,"夜,夜景,よる"
ribbon,0,81083,"ピース,ピースサイン,Vサイン,ブイサイン,ハメピス,フェラピス"
standing,0,469229,"閉口,口を閉じる"
sidelocks,0,125852,
black_pants,0,350533,"見返り,振り返り,振り向き,振り向く,見返り美人,回眸,回头看"
red_hair,0,87320,"マニキュア,マニキュア液,指甲油,매니큐어"
hands_up,0,254481,"部屋,室内,屋内,インテリア"
fox_girl,0,360630,"無修正,uncensored"
hair_between_eyes,0,82688,"マスク,仮面,覆面,衛生マスク,サージカルマスク,防塵マスク,ガスマスク,面具,カラスマスク"
blue_skirt,0,170957,"剣,大刀,刀剣,グレートソード,大剣,女剣士,劍,miekka,espada,pedang,Schwert,miecz,меч,svärd,swaard"
scarf,0,133465,拉丝
idolmaster_cinderella_girls,0,229507,"黒ニーソックス,黒ニーソ,黒ニーハイ,黒ストッキング,黑丝"
red_eyes,0,74100,"グラデ髪,グラデヘアー,渐变色头发"
ahoge,0,3608339,本
standing_on_one_leg,0,97509,
garter_straps,0,101012,ベル
book,0,75424,"蝶ネクタイ,ボウタイ,領結,领结"
cat_ears,0,68860,"オッドアイ,ヘテロクロミア,异瞳,虹彩異色症,异色瞳,虹膜异色症"
bare_shoulders,0,149889,"セックス,SEX,性交,性行為,キスハメ,中出し,挿入,トイレセックス"
earrings,0,91671,"blue_eyes,碧眼,青い目,藍眼睛,蓝眼睛,파란눈,金髪碧眼,金髮碧眼,金发碧眼,금발벽안,銀髪碧眼,銀髮碧眼,银发碧眼,은발벽안"
clothes_pull,0,109551,"縦ロール,ドリルヘアー"
siblings,0,160161,"胸の谷間,魅惑の谷間,けしからん谷間,挟まれたい谷間,乳溝,乳沟,가슴골,谷間,cleavage"
large_breasts,0,91192,ノースリーブワンピース
medium_breasts,3,1067528,
smile,0,99232,"NL,男女カプ,イナゴ男女カプ,ヘテロ,男の娘×女の子,異性愛"
cleavage_cutout,0,166731,"半眼,半目,眯眼,眯着眼睛,半闭着眼,はんめ"
groin,0,73611,
bracelet,0,383478,"衣装チェンジ,私服艦娘"
squatting,3,3157499,"ペニス,陰茎,陰莖,阴茎,男根,男性器,肉棒,魔羅,チンコ,ちんこ,おちんちん,黒チンポ,페니스,음경,남근,남성기,자지,좆,雞巴,鸡巴,dick,(∪)"
yuri,0,985368,
underwear,0,197211,"舌,舌責め"
looking_at_another,0,112615,"チェックスカート,格子裙"
side-tie_bikini_bottom,0,74844,
4girls,0,244931,"鎖,くさり,チェーン,チェイン,链条"
testicles,0,224966,"食べ物,食品,食物"
demon_horns,0,184646,"跪く,膝立ち,跪,跪着,下跪"
censored,0,307276,
one_side_up,0,148306,"kirakiradeshita,闪闪发光,キラキラ"
fingerless_gloves,0,111107,"ファイアーエムブレム,ガチホモエムブレム,FE,FireEmblem,FE版深夜の真剣お絵描き60分一本勝負,FE腐向け,火焰纹章"
official_alternate_costume,0,76249,サングラス
black_ribbon,0,75051,"指抜きグローブ,无指手套"
shiny_skin,0,86868,
thighs,0,363320,英語
miniskirt,0,291973,
detached_sleeves,0,128101,
honkai_(series),0,212095,
plaid_skirt,0,87312,"太もも,ふともも,魅惑のふともも,魅惑の太もも,ふとももの罠,腿,極上のふともも,極上の太もも,撫で回したい太腿,大腿"
holding_food,0,232981,黒手袋
military,0,678547,白背景
one_eye_closed,0,729208,オレンジ髪
apron,0,77464,"黒ビキニ,たくし上げ黒ビキニ"
nipples,0,573399,
cleavage,0,1273613,"爪,손톱,指甲"
comic,0,286888,"百合,ユリ,レズ,社会人百合,レズレイプ,創作百合,オリジナル百合,sapphic,にょたゆり,ウマ娘百合ティーダービー,pkmn百合,백합,lesbian,wlw"
cum_in_pussy,0,88258,"足指,足の指"
legs,0,68990,"hololiveEnglish,ホロライブEN,HololiveMyth,HololiveEN,holocouncil,holoEN,ホロライブEnglish"
dress,3,138439,"ドレス,ワンピース服,ワンピ,连衣裙,드레스"
medium_hair,0,85188,"女の子,女性,少女,girl,おんなのこ,女子,소녀,女孩,姑娘,女,ガール,ガールズイラスト,animegirl"
cup,0,1188777,"首輪,项圈"
obi,0,803763,"ウィンク,ウィンクX東方"
black_gloves,0,88846,"荊棘,薔薇,蔷薇,ばら,玫瑰,バラ,장미,roses"
long_hair,0,83803,"葉,葉っぱ,木の葉"
closed_mouth,0,99773,"原神,原神project,원신,gnsnプラス,Genshin,Yuanshen,genshinimpactfanart,GenshinImpact,gnsn夢,Genshinfanart,原神同人,gnsn,GenshinImpact5ꓸ0,原尻,genshintwt"
cum_on_body,0,498160,"ぱっつん,パッツン,前髪ぱっつん,齐刘海"
no_panties,0,1147531,"寝そべり,寝そべる,横臥,横になる,寝転がる,うつぶせ,うつ伏せ"
necklace,0,89861,披肩
wrist_cuffs,0,135797,"立つ,立ち絵"
purple_hair,0,423601,"悪魔っ娘,悪魔娘,サキュバス,succubus,悪魔っ子,悪魔,ロリサキュバス"
1girl,0,267247,"下腹,お腹,おなか,いいおなかの日"
completely_nude,0,367026,付け襟
heterochromia,0,206690,"貧乳,微乳,ちっぱい,極上の貧乳,ペチャパイ,small_boobs,smallboobs,small_breasts,smallbreasts"
arm_support,0,642669,"絶対領域,絕對領域,绝对领域,절대영역"
fox_ears,0,76876,"ケープ,披风,披風"
colored_inner_hair,0,80287,
white_jacket,0,2903688,"裸,ヌード,裸ニーソ,裸手袋,裸体,裸靴下,袖だけ霊夢,袖だけ,全裸群像,裸ランドセル,生まれたままの姿(産まれたままの姿)全裸(ヌード),すっぽんぽん,裸帽子,裸立ち絵"
double_bun,0,93940,セカコス
blonde_hair,0,1052374,海
maid,0,78092,"男の子,男,少年,男の娘,長髪男子,男子,boy,animeboy"
hair_intakes,0,179335,"花びら,花吹雪,桜吹雪,花瓣"
white_thighhighs,0,157726,"下着,肌着,下着艦娘,白下着,胖次"
high_heels,0,1409152,"たくし上げ,たくし上げ黒ビキニ,シャツたくし上げ"
sleeveless_shirt,0,81977,"開口,開いた口,口を開ける"
from_below,0,74215,"肩出し,ベアトップ,露肩装,露肩"
bell,0,106465,"陰毛,阴毛,음모,生えかけ,ロリ陰毛,パイパン差分希望,ヘアヌード,アンダーヘア"
thigh_strap,0,145773,
witch_hat,0,715876,"中出し,膣出し,中出,膣内射精,膣內射精,질내사정,體內射精,体内射精,체내사정,內射,内射"
navel,3,213194,"サッシュ,현장,飾帶,饰带,条带"
pointy_ears,0,120985,黒シャツ
black_hairband,0,138274,"お団子頭,お団子"
sleeveless,0,104890,虚化背景
dark_skin,0,109146,
symbol-shaped_pupils,0,80553,灰色の瞳
sweat,0,111089,"ヘッドフォン,ヘッドホン,ヘッドホン娘,ヘッドホン男子,头戴式耳机"
puffy_short_sleeves,0,74887,
kimono,0,183362,涙
sleeves_past_wrists,0,322632,"ピアス,ボディピアス"
parted_bangs,0,177977,"碧蓝航线,碧藍航線,アズールレーン,AzurLane,舰B,艦B,アズレン,벽람항로,アズールレーン陣営,アズールレーン版深夜の真剣お絵かき60分一本勝負,パイズールレーン,KAN-SEN,アズレン漫画"
tongue,0,99213,
back,0,87624,"Yシャツ,ワイシャツ,裸Yシャツ,正装衬衫,西装衬衫,衬衫"
clothing_cutout,0,532440,"水,물"
serafuku,0,138222,タイトル回収
military_uniform,0,76430,舌出し
pink_eyes,0,134014,"乳首,nipples,nipple"
black_eyes,0,267648,"ホワイトブリム,女仆头饰"
looking_back,0,663616,"セミロング,ミディアムヘアー"
heart,0,101258,"狐娘,狐っ娘,foxgirl"
cat_tail,0,436700,"馬娘,ウマ娘"
hairclip,0,139710,Oの字口
elbow_gloves,0,142994,马赛克
black_skirt,0,316516,"白髪,銀髪,銀髪ロング"
blue_shirt,0,80031,
blood,0,91284,"青空,蒼空,青い空,蒼天,蒼穹,碧空,蓝天"
umbrella,0,80553,"ポケモン,ポケモン擬人化,ポケモン人間絵,pkmn腐,ポケ擬,Pokemon,포켓몬,포켓몬스터,ポケモントレーナー版深夜の真剣お絵描き60分一本勝負,ポケモン×人間,ポケットモンスター,ポケモントレーナー,pocketmonsters,精灵宝可梦,ポケモン機械化,ポケモンイラスト,Pokémon,宝可梦,pkg版深夜の真剣お絵描き60分一本勝負,pokemonfanart,pkmn,ポケモンFA,星座タロット風ポケモン,ポケモンと生活,宝可梦图鉴,アニポケ,pkmn夢,pkmn百合"
white_gloves,0,1265728,"足裏,裸足裏,ソックス足裏,足の裏"
shorts,0,95943,魔女帽子
expressionless,0,320198,"穿いてない,ボトムレス,下脱ぎ,フルチン"
two_side_up,0,73339,"肛門,アヌス,尻の穴,縦割れアナル,尻穴"
looking_down,0,603931,"化粧,化妆,メイク"
virtual_youtuber,0,167060,
detached_collar,0,142178,"ピンク髪,ピンク髪ロング,ピンクは淫乱"
short_hair,0,93367,
eyelashes,0,979176,"仰向け,仰臥"
simple_background,0,285685,"被写界深度,피사계심도,虚化背景,虚化前景"
leaf,0,70812,
aqua_hair,0,685847,"丸子头,お団子,发髻,お団子ヘアー,おだんご"
black_jacket,0,2294308,"エルフ耳,尖耳朵,とんがり耳"
head_tilt,0,116832,"全身,全身絵,全景镜头"
teeth,0,126016,
grin,0,4005860,
maid_headdress,0,102923,
horse_ears,0,396719,"アイドルマスター,idolm@ster,theidolm@ster,im@s,アイマス,アイドルマスタ"
braid,0,235573,"ジュエリー,宝飾品,アクセサリー,珠宝首饰,珠宝"
v,0,94294,
^_^,0,99421,"軍服,军服,军装,セクシー軍服"
black_hair,0,198998,"裸足,素足,裸足裏,制服裸足,裸足男子"
arms_up,0,156166,紐ビキニ
saliva,0,110753,"金髪,金髮,金发,금발,金髪碧眼,金髮碧眼,金发碧眼,금발벽안,金髪ロング,金髪ツインテール,ブロンド"
striped_clothes,0,143555,"傘,伞,雨傘,雨伞"
bob_cut,0,131626,
black_dress,0,109315,"スカート,裙,치마"
white_bikini,0,394308,"髪飾り,发饰"
genshin_impact,0,929898,"翼,羽,翅,ウィング,翅膀,有翼,有翼人"
bed,0,175849,
armor,0,426864,ベッド
chair,0,168972,"釦,鈕扣,纽扣,扣子,단추,鈕"
toes,0,86640,"脸红,赤面,頬染め,///,紅潮"
wings,0,99176,"星形,星型,星,星星"
kantai_collection,0,891679,異色肌
pillow,0,78340,"ローアングル,ぶちアングル,アオリ"
animal_ear_fluff,0,165642,"サンダル,凉鞋,涼鞋,신발"
2boys,0,428906,"ガーターベルト,吊带袜的吊带"
thighhighs,0,80128,ワンピース水着
touhou,0,467351,"おさげ,二つ結び,下双马尾,低双马尾,로우테일"
cameltoe,0,68963,
black_choker,0,181506,太眉
fox_tail,0,75893,"青髪,青い髪,水色髪"
vest,0,282746,"チョーカー,颈圈,ちょーかー"
parted_lips,0,213290,"窓,窓辺,窗户"
makeup,0,1448937,白いシャツ
fake_animal_ears,0,154975,"アホ毛,呆毛"
white_shirt,0,394069,"フリル,花边"
very_long_hair,0,191126,"首傾げ,歪头"
no_shoes,0,103442,"サイバンド,大腿上的带子,腿带"
groping,0,1906325,
skirt,0,720127,血
cum,0,574323,はだけ
blush,0,148991,"紫目,紫眼"
white_background,0,490146,"座る,座り,椅子尻"
sleeveless_dress,0,541349,"褐色娘,褐色ロリ,黒ギャル"
animal,0,70710,"ハメ撮り視点,POV,主観視点,一人称視点,自分視点,第一人称视角"
shirt,0,344961,和服
loli,0,71866,"ハーフトップ,露腹短上衣,短款上衣"
pubic_hair,0,95473,脇見せのポーズ
blurry_background,0,89834,前から見えるお尻
bare_arms,0,226109,"モノクロ,モノクロ画,单色调"
alternate_costume,0,143186,"谷間ホール,奶窗"
floral_print,0,117669,"シーツ,ベッドシーツ"
leg_up,0,91877,"うさぎ耳,ウサギ耳,うさみみ,うさ耳,兎耳,ウサミミ,ウサ耳"
white_dress,0,230370,"筋肉,筋肉質,玉つき筋肉ショタ"
closed_eyes,0,196245,椅子
male_focus,0,458252,"猫口,ω"
halterneck,0,75449,"ショートヘア,ショートカット,短髪,黒髪ショート,短发,단발"
white_socks,0,137229,"艦これ,艦隊これくしょん,艦コレ,艦娘,舰队Collection,艦Colle,艦隊Collection,艦隊收藏,kantaicollection,함대_컬렉션,칸코레,私服艦娘,下着艦娘,水着艦娘,艦これ集合絵,シンスイカッコカリ,艦ショタ,艦これ版深夜の真剣お絵描き60分一本勝負,艦これ版真剣お絵描き60分一本勝負,北斗の艦,ア艦これ"
signature,0,97220,"空,天空"
blue_jacket,0,130442,"前屈み,前かがみ"
sweatdrop,0,86726,"まつげ,睫毛"
spread_legs,0,175161,
mask,0,274983,唇
nude,0,145652,"付け耳,つけ耳,けもみみ(偽)"
coat,0,75355,"透け,透け透け,スケスケ,すけすけ,シースルー,濡れ透け,透けブラ,スケブラ,透けスカート"
black_bikini,0,124459,銃
clothes_lift,0,91121,
