tag,category,count,alias
demon_horns,0,120985,"馬娘,ウマ娘"
sitting,0,69193,たくし上げ
feet_out_of_frame,0,75883,"握り,ラブ握り,牵手"
embarrassed,0,1010004,"アホ毛,呆毛"
blurry,0,110753,
star_(symbol),0,243263,異色肌
animal_ears,0,160161,"サッシュ,현장,飾帶,饰带,条带"
loli,0,239444,"ピンク髪,ピンク髪ロング,ピンクは淫乱"
soles,0,170957,"鞄,かばん,カバン"
blunt_bangs,0,76119,"金玉,睾丸,キンタマ,揉みしだきたい玉,ふぐり,裏玉,玉責め"
ponytail,0,165642,渐变色背景
pleated_skirt,3,350533,白黒
thighs,0,83627,"翼,羽,翅,ウィング,翅膀,有翼,有翼人"
pillow,0,183476,白髪
2boys,0,491768,
hairclip,0,68990,"メイド,メイドさん,メイド少年,女仆,메이드,メイド服,妹抖"
one_eye_closed,0,102923,虚化背景
navel,0,90601,"セックス,SEX,性交,性行為,キスハメ,中出し,挿入,トイレセックス"
mole,0,196245,
pants,0,167209,赤いスカート
hair_ribbon,0,142178,"ソロ,solo,ひとり"
blush_stickers,0,128021,"帯,kimono_obi,kimono_belt,束带"
pink_background,0,112615,"白ワンピ,白ワンピース"
bikini,0,130056,"ピース,ピースサイン,Vサイン,ブイサイン,ハメピス,フェラピス"
purple_hair,0,423601,
open_jacket,0,118910,"輝く白い歯,露齿笑"
socks,0,206534,"乳首,nipples,nipple"
open_clothes,0,99421,黒手袋
black_bow,0,285685,
beret,0,77890,"悪魔っ娘,悪魔娘,サキュバス,succubus,悪魔っ子,悪魔,ロリサキュバス"
torn_clothes,0,79453,
maid_headdress,0,80031,サイハイブーツ
serafuku,0,198998,"サンダル,凉鞋,涼鞋,신발"
completely_nude,0,75424,"普通乳,普乳"
official_alternate_costume,0,139896,
wolf_ears,0,228700,"ウマ娘,ウマ娘プリティーダービー,赛马娘,賽馬娘,马娘,馬娘,우마무스메,말딸,Umamusume,フォロワーさんからイメージもらって自分をウマ娘化する,ウマ娘ガンダムダービー,北斗の拳ニンジン味,ウマ娘モータリゼーション,闪耀优俊少女,闪耀!优俊少女,优骏少女,グラップラー馬姫,ウマ娘百合ティーダービー"
beach,0,113257,"お尻,尻,尻神様,極上の尻,おしり,ねじ込みたい尻,巨尻,顔を埋めたい尻,魅惑の尻,撫で回したい尻,椅子尻,いいおしりの日,かわいいおしり,爆尻,生尻,プリケツ,撫で回したいお尻,けつね,揉みしだきたい尻,原尻"
frown,0,137813,"東方,東方project,東方プロジェクト,东方,东方project,東方妖時計,동방,東方MMD,東方うごイラ,東方グラマラス,東方ショタ化,東方好きな人RT,東方版もうひとつの深夜の真剣お絵描き60分一本勝負,東方黄金水,東方緊縛画,東方モータリゼーション,東方対魔忍"
pubic_hair,0,175161,ノースリーブワンピース
back,0,257401,
white_panties,0,327693,"蝶結び,蝶々結び,蝴蝶结"
hetero,0,124459,"ほくろ,ホクロ,痣"
looking_back,0,238271,"眼鏡,眼鏡っ娘,メガネ,めがね,眼镜,伊達眼鏡,안경,eyeglasses,spectacles,glasses"
closed_eyes,0,68383,"ウェーブヘア,ウェービーヘア"
facial_mark,0,324777,"萌え袖,萌袖"
cowboy_shot,0,83803,
muscular,0,97070,
^_^,0,71020,"ショートパンツ,ホットパンツ,超短パン,短パン,热裤"
hololive,0,94294,
long_sleeves,0,1047308,"背中,魅惑の背中,ぱっくり背中,せなか"
bra,0,78073,"ホロライブ,ホロライブプロダクション,ホロライブゲーマーズ,ホロライブファンタジー,ホログラ,hololive,hololewd"
yellow_eyes,0,467351,
white_jacket,0,95473,絶対空域
idolmaster,0,175196,"ガーターベルト,吊带袜的吊带"
looking_at_another,0,307283,
:3,0,126602,紫髪
grey_eyes,0,216567,"ベルト,腰带"
neckerchief,0,4974288,"モノクロ,モノクロ画,单色调"
leaf,0,272639,"🧣,マフラー,围巾,围脖"
armpits,0,76876,"爪,손톱,指甲"
sweat,0,360630,灰色の瞳
short_sleeves,0,93241,"コップ,カップ,杯子"
heterochromia,0,144124,"足,美脚"
looking_at_viewer,0,239149,
kneehighs,0,360061,"おっぱい,極上の乳,大艦巨乳主義,オッパイ,美乳,おっぱいがいっぱい,乳神様,天乳,胸,boobs,胸がぱんぱかぱーん,九九艦爆乳,ダイヤモンドバスト,このおっぱいで聖女は無理でしょ,乳,いいおっぱいの日,乳房,유방,着衣巨乳,tits,どや乳,なのぱい,boob,tit,titties,titty,breast,oppai,boobies,歐派"
thick_eyebrows,0,1409152,"金髪,金髮,金发,금발,金髪碧眼,金髮碧眼,金发碧眼,금발벽안,金髪ロング,金髪ツインテール,ブロンド"
armor,0,121616,セカコス
underwear,0,322574,黒目
on_side,0,135797,"ホルターネック,ホルタートップ,ホルタービキニ,颈挂式"
window,0,70454,
covered_navel,0,75299,
arknights,0,3608339,
colored_inner_hair,0,233937,"ショートヘア,ショートカット,短髪,黒髪ショート,短发,단발"
kantai_collection,3,803763,下を見る
red_ribbon,0,91877,"お団子頭,お団子"
choker,0,891679,"指抜きグローブ,无指手套"
pussy,0,105127,"しかめっ面,・''・,皱眉"
bell,0,82688,"下腹,お腹,おなか,いいおなかの日"
brown_eyes,0,106343,"肛門,アヌス,尻の穴,縦割れアナル,尻穴"
hair_flower,0,204024,"黒ニーソックス,黒ニーソ,黒ニーハイ,黒ストッキング,黑丝"
no_panties,0,91615,ツーサイドアップ
cat_ears,0,99176,"キャットガール,猫系女子,猫耳娘,貓人,猫人,貓娘,猫娘"
bare_shoulders,0,152490,"翠眼,緑眼,緑目"
english_text,0,126630,"青空,蒼空,青い空,蒼天,蒼穹,碧空,蓝天"
saliva,0,76368,"ブーツ,長靴,裸ブーツ"
book,0,952699,"Fate,Fateシリーズ"
dutch_angle,0,887987,"群像,多女性"
bar_censor,0,73292,
pussy_juice,0,227678,"武器,兵器"
garter_straps,0,74844,
black_bikini,0,212095,
hair_intakes,0,87312,"青ドレス,青いワンピース,青いワンピ"
black_hair,0,128101,边框
fate/grand_order,0,892521,"髪型チェンジ,非常态发型"
closed_mouth,0,86640,"ぱっつん,パッツン,前髪ぱっつん,齐刘海"
floating_hair,0,201113,椅子
azur_lane,0,99773,"褐色,褐色肌,色黒"
comic,0,95943,"狐耳,きつね耳,キツネ耳,きつねみみ"
arm_support,0,125197,オレンジ髪
original,0,89861,"インナーカラー,内层挑染,inner_color"
brown_footwear,0,88258,ベアトップ
striped_clothes,0,110634,拉丝
turtleneck,0,116832,白ビキニ
strapless,0,80433,"赤髪,紅髪,红发,빨강머리,빨간머리"
mole_under_eye,0,726995,"ワンサイドアップ,サイドアップ,ハーフアップ"
legs,0,181506,カメラ目線
signature,0,261614,马赛克
upper_body,0,603947,"blue_eyes,碧眼,青い目,藍眼睛,蓝眼睛,파란눈,金髪碧眼,金髮碧眼,金发碧眼,금발벽안,銀髪碧眼,銀髮碧眼,银发碧眼,은발벽안"
flat_chest,0,68963,
buttons,0,189330,"見返り,振り返り,振り向き,振り向く,見返り美人,回眸,回头看"
piercing,0,232981,
bodysuit,0,434082,
