id,name,description,tags,version,template,author,subdomain,likes
jayavibhav/gradio_iframecomponent,gradio_gradio_anthropic_chat_ui,,,,,andrewlastmile,clement-pages-separation-pipeline-visualization,1
awacke1/AIDataMaps,gradio_msaplot,,,,,abidlabs,aemresafak-gradio-audiogrid,0
elismasilva/gradio_creditspanel,gradio_overlay_video,,,,,abidlabs,freddyaboulton-gradio-demotest,0
freddyaboulton/gradio_rangeslider,testwilldelete5,,,,,beast2857,k00b404-scope-studio,0
Agents-MCP-Hackathon/gradio_medical_image_analyzer,gradio_hubquicksearch,,,,SimpleTextbox,AbdullahIsaMarkus,pngwn-gradio-imageslider,14
jayavibhav/gradio_gradiodesigner,Gradio-PDF-Document-QA-PDF-UI,,,,,camilosegura,czakop-gradio-chessboard,1
drigoni/gradio_molgallery2d,WebRTC-Gradio,,"gradio-custom-component,logging,subprocess,process",,,aliabd,hbding-test,0
RobinsAIWorld/gradio_workflowbuilder,gradio_rich_textbox,,,,,aemresafak,freddyaboulton-gradio-foliumtest,12
Agents-MCP-Hackathon/Gradio-App-Designer,gradio_automationbus,,,,,b-aryan,nazikus-pdf-qa,0
pngwn/gradio_msaplot,pyannote-speech-separation-pipeline,,,,,elismasilva,feiznouri-gradio-checkboxmarkdowngroup,0
lastmileai/gradio-notebook-quickstart,gradio_folium,,,,,Wauplin,sourceoftruthdata-gradio-unifiedaudio,1
Illia56/Ask_PDF_anything,AIDataMaps,,"gradio-custom-component,medical-imaging,ai-agents,image-analysis,dicom,veterinary,ct-scan,x-ray,fat-segmentation,medical-ai,hackathon-2025",,,Wauplin,ankush-lm-testwilldelete5,0
elismasilva/gradio_folderexplorer,gradio_videoslider,,,,,renceLaw515,sombreros-sombi1,0
freddyaboulton/gradio_agentchatbot,gradio_imageslider111,,,,,czakop,aliabid94-gradio-modal,1
Gabriel/gradio_polygonannotator,gradio_audiogrid,,,,,Agents-MCP-Hackathon,kyamagu-gradio-bbox-annotator,3
HBDing/LayoutPainter,gradio_pannellum,,,,,lastmileai,keshan-gradio-codeanalysisviewer,2
elismasilva/gradio_topbar,gradio_carousel,,,,,jayavibhav,agents-mcp-hackathon-gradio-medical-image-analyzer,1
Wauplin/gradio_blurhashimage,gradio_bbox_annotator,,"gradio-custom-component,audio",,,aliabid94,paulguerrero-gradio-hdrimage,0
elismasilva/gradio_mediagallery,gradio_medical_image_analyzer,,"gradio-custom-component,custom-component-track,agents,code-analysis,agents-mcp-hackathon",,,santhoshkammari,mustafiz996-gradio-spreadsheetcomponent,14
crcdng/gradio_myfirstcomponent,text-mood-checker-gradio-custom-component,,,,,jayavibhav,abidlabs-gradio-rich-textbox,7
Rebanpaul/PDFsummarizer,gradio_gradiodesigner,,,,,awacke1,andyrids-gradio-dataframe-download,0
Agents-MCP-Hackathon/gradio_agent_inspector,gradio_coolcanvas,,,,,elismasilva,camilosegura-gradio-keyboardtextboxcomponent,2
MAIIARen/gradio_coolcanvas,gradio_overlay_video,,"gradio-custom-component,log,gradio_log,gradio_log_component,gradio_print_log",,,MAIIARen,freddyaboulton-gradio-mymodel3d-v0-0-1,2
Agents-MCP-Hackathon/chartagent,gradio_imageslider,,,,,elismasilva,sor0ush-gradio-screenrecorder,3
beast2857/gradio_imageslider,gradio_awsbr_mmchatbot,,,,SimpleTextbox,freddyaboulton,prathje-gradio-motioncanvasplayer,2
freddyaboulton/gradio_leaderboard,gradio_image_prompter,,,,,BBo09,freddyaboulton-gradio-leaderboard,4
abidlabs/gradio_rich_textbox,gradio_bottombar,,,,,Agents-MCP-Hackathon,agents-mcp-hackathon-gradio-overlay-video,3
facebook/omnisealbench,gradio_pianoroll,,,0.0.1,,pngwn,santhoshkammari-gradio-gradio-anthropic-chat-ui,0
