id,name,description,tags,version,template,author,subdomain,likes
798989d/gradio_workflowbuilder,chatpdf,,,,,rerun,aliabid94-gradio-datetimerange,3
MAIIARen/gradio_coolcanvas,gradio_hls_player,,,,,elismasilva,camilosegura-gradio-keyboardtextboxcomponent,0
Agents-MCP-Hackathon/gradio_workflowbuilder,gradio-webrtc,Gradio component for chessboard interaction,,,,Agents-MCP-Hackathon,jayavibhav-gradio-gradiodesigner,0
elismasilva/gradio_creditspanel,gradio_hubquicksearch,,,0.0.8,,HBDing,pngwn-gradio-pdf,10
pngwn/gradio_imageslider,chatpdf,workflow builder,,,,anshulchordiya,thanhson28-gradio-image-annotation,0
paddy82/chatpdf,gradio_image_prompter,,"gradio-custom-component,custom-component-track,agents,code-analysis,agents-mcp-hackathon",,,abidlabs,mrsyclq-gradio-rich-textbox,0
abidlabs/gradio_rich_textbox,gradio_blurhashimage,,,,,Agents-MCP-Hackathon,freddyaboulton-gradio-coolimage,2
rickymagner/gradio_igv,gradio_iframe,,"gradio-custom-component,log,gradio_log,gradio_log_component,gradio_print_log",,,lastmileai,elismasilva-gradio-folderexplorer,17
elismasilva/gradio_bottombar,gradio_consilium_roundtable,,,,,Nymbo,ankush-lm-testwilldelete5,0
elismasilva/gradio_taggrouphelper,gradio_rich_textbox,,,,,elismasilva,freddyaboulton-gradio-agentchatbot,0
hugofloresgarcia/gradio_automationbus,gradio_vistimeline,,,,,awacke1,brokerrobin-gradio-pannellum,9
PhyscalX/gradio_image_prompter,Ask_PDF_anything,Rerun viewer with Gradio,,,,Wauplin,hmb-gradio-coolcanvas,1
AbdullahIsaMarkus/gradio_medical_image_analyzer,gradio_rerun,,,,,simonduerr,k00b404-agentic-chatbot,6
elismasilva/gradio_livelog,modelscope-studio,,,0.0.1,,clement-pages,toblab-gradio-highlightedtextlabeldefault,0
RayLee/gradio_markdownlabel,gradio_json_markdown,,,,,RebirthMagex,sor0ush-gradio-screenrecorder,1
anshulchordiya/textmoodchecker,gradio_overlay_video,,"gradio-custom-component,audio-merger,audio-processing",0.0.1,,smajumdar,hbding-test,0
Tonic/gradio_msaplot,gradio_carousel,,,,,hellnear,agents-mcp-hackathon-gradio-app-designer,1
Agents-MCP-Hackathon/SimpleTextExtractFromPDF,gradio_molgallery2d,,,,,hmb,simonduerr-gradio-molecule3d,0
feiznouri/gradio_checkboxmarkdowngroup,gradio_gradiodesigner,,,,Fallback,RobinsAIWorld,elismasilva-gradio-htmlplus,0
lastmileai/gradio-notebook-template,gradio_pdf,,,0.0.2,,santhoshkammari,junhuac-gradio-renderer,0
prathje/gradio_motioncanvasplayer,gradio_workflowbuilder,,,,Fallback,dawood,luminapixel-gradio-chatagui,1
Agents-MCP-Hackathon/AudioGrid,AudioGrid,,,,,BBo09,crcdng-gradio-myfirstcomponent,1
Nymbo/gradio_imageslider,SimpleTextExtractFromPDFDemo,,,,,andrewlastmile,simonduerr-gradio-cofoldinginput,0
Sor0ush/gradio_screenrecorder,gradio_livelog,,,,,elismasilva,feiznouri-gradio-checkboxmarkdowngroup,2
awacke1/AIDataMaps,gradio_codeanalysisviewer,,,,,freddyaboulton,radames-gradio-promptweighting,0
Agents-MCP-Hackathon/gradio_agent_inspector,gradio_gradio_anthropic_chat_ui,,,,,HBDing,freddyaboulton-gradio-textwithattachments,1
freddyaboulton/gradio_folium,gradio_htmlplus,,,,,abidlabs,feiznouri-gradio-checkboxgroupmarkdown,15
svjack/gradio_imageslider,gradio_gptchatbot,,,,,freddyaboulton,gsarti-gradio-highlightedtextbox,0
keshan/gradio_codeanalysisviewer,gradio_coolimage,,,,,freddyaboulton,princeta3011-agentic-workflow-bulider,3
freddyaboulton/gradio_easytb,LayoutPainter,,,,,Agents-MCP-Hackathon,hmb-gradio-carousel,0
modelscope/modelscope-studio-beta,textmoodchecker,,,,,Sor0ush,modelscope-modelscope-studio-beta,3
mrsyclq/gradio_rich_textbox,gradio_hellogradio,,,,,freddyaboulton,bladeszasza-gradio-overlay-video,33
drigoni/gradio_molgallery2d,gradio_imagemeta,,,,,amithkk,tonic-gradio-msaplot,0
elismasilva/gradio_imagemeta,gradio_pannellum,,,,,sourceoftruthdata,cocktailpeanut-gradio-logsview,2
rerun/gradio-rerun-viewer,gradio_creditspanel,,,,,prathje,elismasilva-gradio-taggrouphelper,0
freddyaboulton/gradio_coolimage,gradio_datepicker-v0.0.1,,,,,Agents-MCP-Hackathon,andrewlastmile-hf-model-comparisons,17
princeta3011/Agentic_Workflow_bulider,gradio_folium,Python library for easily interacting with trained machine learning models,,,,Mustafiz996,tungnguyen103-gradio-hellogradio,12
freddyaboulton/gradio_pdf,gradio_pannellum,,,,,oxkitsune,agents-mcp-hackathon-chartagent,1
kamcio1989/gradio_workflowbuilder,gradio_pdf,,,,,freddyaboulton,hellnear-gradio-model3dgscamera,0
camilosegura/gradio_keyboardtextboxcomponent,gradio_workflowbuilder,,,,,clement-pages,maiiaren-gradio-coolcanvas,0
elismasilva/gradio_topbar,gradio-notebook-quickstart,,,,,radames,abidlabs-gradio-gptchatbot,0
thanhson28/gradio_image_annotation,gradio_screenrecorder,,,,,kyamagu,freddyaboulton-gradio-test3,4
dwancin/gradio_toggle,gradio_codeanalysisviewer,,,,,Agents-MCP-Hackathon,rebanpaul-pdfsummarizer,0
simonduerr/gradio_molecule3d,gradio_motioncanvasplayer,,,,,awacke1,thietkeweb30s-gradio-agentchatbot,2
elismasilva/gradio_dropdownplus,gradio_highlightedtextbox,,,,,Sombreros,awacke1-gradio-pdf-document-qa-pdf-ui,0
Nseven/gradio_highlightcode,gradio_coolcanvas,,,0.0.3,,rickymagner,radames-gradio-rerun,9
freddyaboulton/gradio_keyboardtextboxcomponent,gradio_keyboardtextboxcomponent,,,,,svjack,wauplin-gradio-blurhashimage,10
K00B404/Ask_PDF_anything,gradio_rich_textbox,,,,,elismasilva,zukuan-gradio-mycomponent3,0
awacke1/Gradio-PDF-Document-QA-PDF-UI,gradio_rerun,,,,,drigoni,anshulchordiya-textmoodchecker,8
Agents-MCP-Hackathon/gradio_chessboard,gradio_molecule2d,,,0.0.1,,Agents-MCP-Hackathon,jayavibhav-gradio-workflowbuilder,58
