tag,category,count,alias
3girls,0,127871,"ほくろ,ホクロ,痣"
black_shorts,0,87446,"キャットガール,猫系女子,猫耳娘,貓人,猫人,貓娘,猫娘"
thick_thighs,0,3608339,"ハイヒール,高跟,高跟鞋"
pussy_juice,0,78340,
medium_hair,3,394308,"ロリ,ロリビッチ,ロリ妊婦,ペド,ロリフ,合法ロリ,おねロリ,萝莉,LOLI,lolicon,蘿莉,로리,ロリコン,ロリショタ,ケモロリ,ロリ陰毛,メスガキ,褐色ロリ,おにロリ,ロリ巨根,ロリサキュバス,幼女,mesugaki"
white_skirt,0,128341,"野外,青姦,野外緊縛,室外,户外"
idolmaster,0,81977,ネッカチーフ
brown_hair,0,126016,"無表情,平然,无表情"
hair_bow,0,80287,"おかっぱ,ボブカット,ボブ,黒髪ボブ,黒髪ボブカット,茶髪ボブ,赤髪ボブ,ショートボブ,エアリーボブ,前下がりボブ,マッシュルームカット,ワンレンボブ,前上がりボブ,おかっぱ男子"
plaid_clothes,0,143186,花柄
frilled_dress,0,68963,
testicles,0,720127,ベアトップ
1girl,0,120919,BB
red_eyes,0,891679,
standing_on_one_leg,0,112638,"横乳,よこちち,옆가슴"
thigh_strap,0,79908,
black_panties,0,170957,"葉,葉っぱ,木の葉"
blue_dress,0,146449,付け襟
arknights,0,87624,"獣娘,獣耳,けもみみ,ケモミミ,けものみみ,ケモ耳,獸耳,兽耳"
vest,0,89834,"勃起,剥けチン"
underwear,0,91192,"八重歯,虎牙,犬齿"
cleavage_cutout,0,239149,"爆乳,폭유,爆乳化,hugeboobs,hugebreasts"
cat_girl,0,213290,"いいスジしてる,メコスジ,すじ,スジ,骆驼趾,도끼자국,キャメルトゥ,まんすじ"
rabbit_ears,0,74887,"座る,座り,椅子尻"
shadow,0,83587,"精液,정액,ザーメン"
witch_hat,0,181506,"丸子头,お団子,发髻,お団子ヘアー,おだんご"
skirt,0,603931,"手袋,裸手袋,手袋コキ,てぶくろ,장갑,手套"
black_choker,0,110708,"ハグ,拥抱"
colored_skin,0,2294308,爱抚
book,0,217408,"背中,魅惑の背中,ぱっくり背中,せなか"
v,0,115104,"ピース,ピースサイン,Vサイン,ブイサイン,ハメピス,フェラピス"
looking_at_viewer,0,1147531,銃
plaid_skirt,3,97171,"ソロ,solo,ひとり"
floral_print,0,426864,"エプロン,えぷろん,围裙"
uncensored,0,145652,"セーラー服,水手服"
erection,0,406119,"ショートパンツ,ホットパンツ,超短パン,短パン,热裤"
shirt_lift,0,322560,青いスカート
:o,0,143030,"うさぎ耳,ウサギ耳,うさみみ,うさ耳,兎耳,ウサミミ,ウサ耳"
fingerless_gloves,0,256496,"角,角娘,角っ子,有角人,角っ娘"
bag,0,103442,"髪型チェンジ,非常态发型"
braid,0,77464,"割座,ぺたん座り,女の子座り,アヒル座り,鸭子坐"
honkai_(series),0,165642,"たかみよこがお,よこがおフレンズ"
short_hair,0,109551,
fate_(series),0,79035,虚化背景
pillow,0,77525,
glasses,0,137813,白いシャツ
black_ribbon,0,229507,
watermark,0,175849,
white_jacket,0,324823,"へそ,臍,おへそ,へそ出し,へそチラ,指を突っ込みたいへそ,肚脐,배꼽"
^_^,0,200528,"長手袋,ロンググローブ,长手套,白長手袋,肘手套"
mosaic_censoring,0,104086,黒手袋
torn_clothes,0,534129,
looking_down,0,102923,"blue_eyes,碧眼,青い目,藍眼睛,蓝眼睛,파란눈,金髪碧眼,金髮碧眼,金发碧眼,금발벽안,銀髪碧眼,銀髮碧眼,银发碧眼,은발벽안"
bed,0,469229,"三つ編み,みつあみ,麻花辫,辫,辫子"
alternate_costume,0,1089329,"百合,ユリ,レズ,社会人百合,レズレイプ,創作百合,オリジナル百合,sapphic,にょたゆり,ウマ娘百合ティーダービー,pkmn百合,백합,lesbian,wlw"
touhou,0,360630,カメラ目線
highleg,0,179335,"青ドレス,青いワンピース,青いワンピ"
grey_hair,0,153971,"馬娘,ウマ娘"
puffy_sleeves,0,143905,
white_bikini,0,726995,"セミロング,ミディアムヘアー"
purple_hair,0,233937,"ベレー,贝雷帽"
embarrassed,0,92155,コスプレ
pokemon_(creature),0,929898,"東方,東方project,東方プロジェクト,东方,东方project,東方妖時計,동방,東方MMD,東方うごイラ,東方グラマラス,東方ショタ化,東方好きな人RT,東方版もうひとつの深夜の真剣お絵描き60分一本勝負,東方黄金水,東方緊縛画,東方モータリゼーション,東方対魔忍"
cosplay,0,350533,"黒髪,黒髪ロング,黒髪ショート,黒髪ボブ,黑发,흑발,黒髪赤眼,黑髮赤眼,黑发赤眼,흑발적안,黑髮紅眼,黑发红眼"
bodysuit,0,952699,下を見る
blush,0,453578,"おまんこ,女性器,pussy,屄,グロマン,膣,女性生殖器,女阴,まんこ"
bed_sheet,0,71624,白髪
red_hair,0,119855,"ベスト,背心"
lips,0,1448937,"爪,손톱,指甲"
spread_legs,3,166731,"ホルターネック,ホルタートップ,ホルタービキニ,颈挂式"
holding,0,68610,"ワンサイドアップ,サイドアップ,ハーフアップ"
half-closed_eyes,0,72356,"女の子,女性,少女,girl,おんなのこ,女子,소녀,女孩,姑娘,女,ガール,ガールズイラスト,animegirl"
white_gloves,0,277743,
sex,0,93367,絶対空域
playboy_bunny,0,135870,日付
border,0,110634,透けへそ
skindentation,0,80031,"お団子頭,お団子"
brown_footwear,0,101012,赤いスカート
bob_cut,3,184210,
blue_shirt,0,116832,
choker,0,74297,"褐色,褐色肌,色黒"
white_background,0,80683,"汗,汗だく"
buttons,0,76249,白ビキニ
black_hairband,3,73428,"セーラー襟,セーラーカラー,セーラー水着,水手领"
gloves,0,108883,"枕,枕头,まくら,マクラ"
fangs,0,134014,"無修正,uncensored"
bell,0,144124,"ケープ,披风,披風"
single_braid,0,185722,
sleeveless_shirt,0,172247,ベル
neck_ribbon,0,320198,"仰向け,仰臥"
chair,0,91457,
hand_up,0,307276,"上半身,中近景镜头"
blue_sky,0,189330,"猫耳,ネコミミ,ねこみみ,ネコ耳,ねこ耳,猫耳カチューシャ"
collarbone,0,181963,"バーチャルユーチューバー,バーチャルYouTuber,Vtuber,Vチューバー,バーチャルシンガー,バーチャルSinger,バーチャルライバー,VLiver,Vライバー,バーチャルストリーマー,VStreamer,虚拟主播,虛擬主播,虚拟YouTuber,虛擬YouTuber,虚拟UP主,虛擬UP主,VUP,香港vtuber,hkvtuber,台灣vtuber,버츄얼유튜버,버츄얼YouTuber,버튜버,버츄버,버츄얼,KRVTuber,KR_VTuber,Vtuber準備中,新人Vtuber,新人Vチューバー,Vtuberはじめました,おはようVtuber,vtb,VTuver,新人Vtuver,VirtualYouTuber,ENVtuber,VtuberID,PHVtuber,VtuberES,VTuberFR,VTubers,vtuberfanart,vtuberart,vtuber_fanart,vSinger,virtualsinger,virtual_singer,pngtuber"
wide_sleeves,0,80986,"三面図,3面図,multiple_angles"
parted_bangs,0,89924,"木,樹,樹木,木本,じゅもく,き"
nipples,0,72223,"胸の谷間,魅惑の谷間,けしからん谷間,挟まれたい谷間,乳溝,乳沟,가슴골,谷間,cleavage"
window,0,106465,"服ビリ,尻破れ"
grin,0,423188,半袖
thigh_boots,0,204024,
shirt,0,447763,"鎖,くさり,チェーン,チェイン,链条"
flower,0,209069,"スカート,裙,치마"
ribbon,0,97509,"立つ,立ち絵"
kantai_collection,0,111107,レオタード
cat_ears,0,523624,"グラデ髪,グラデヘアー,渐变色头发"
aqua_eyes,0,95943,ハイレグ
cape,0,676176,"はいてない,ノーパン"
barefoot,0,464629,"前屈み,前かがみ"
makeup,0,185652,"アホ毛,呆毛"
hat,0,272639,
halo,0,152490,"閉口,口を閉じる"
stomach,0,141529,"バニーガール,バニースーツ,バニー,兔女郎,바니걸,メカバニー,bunnysuit"
black_bikini,3,663616,髪留め
upper_teeth_only,0,307283,"普通乳,普乳"
sleeveless_dress,0,100100,"裸,ヌード,裸ニーソ,裸手袋,裸体,裸靴下,袖だけ霊夢,袖だけ,全裸群像,裸ランドセル,生まれたままの姿(産まれたままの姿)全裸(ヌード),すっぽんぽん,裸帽子,裸立ち絵"
