tag,category,count,alias
floating_hair,0,423188,
wariza,0,138274,"透け,透け透け,スケスケ,すけすけ,シースルー,濡れ透け,透けブラ,スケブラ,透けスカート"
bed,0,195974,"ペニス,陰茎,陰莖,阴茎,男根,男性器,肉棒,魔羅,チンコ,ちんこ,おちんちん,黒チンポ,페니스,음경,남근,남성기,자지,좆,雞巴,鸡巴,dick,(∪)"
colored_skin,0,98983,"陰毛,阴毛,음모,生えかけ,ロリ陰毛,パイパン差分希望,ヘアヌード,アンダーヘア"
blush,0,467351,
orange_hair,0,1105296,
book,0,244931,"狐娘,狐っ娘,foxgirl"
monochrome,0,106790,カメラ目線
idolmaster_cinderella_girls,0,532440,オレンジ髪
bracelet,0,71630,"リボンタイ,りぼんたい,ネックリボン,ねっくりぼん,紐タイ"
shoes,0,256496,"茶髪,茶髪ロング,갈색머리"
facial_mark,0,891679,"ボディスーツ,ぴっちりスーツ,ボディースーツ,艦ラバー,ラバースーツ,全身タイツ,ピッチリスーツ,连体紧身衣,紧身衣"
upper_teeth_only,0,267648,"馬娘,ウマ娘"
multiple_views,0,86405,"FGO,FateGO,FateGrandOrder,Fate/GrandOrder,Fate/Grand_Order,Cosmos_in_the_Lostbelt,Fate/GrandOrder(腐),FGO夢,Fate/GO"
blurry_background,0,231413,"青髪,青い髪,水色髪"
thick_eyebrows,0,73339,"ジュエリー,宝飾品,アクセサリー,珠宝首饰,珠宝"
siblings,0,277743,"下乳,南半球,下パイ,おっぱいスカート,underboobs"
bodysuit,0,100326,Oの字口
short_shorts,0,154861,"髪型チェンジ,非常态发型"
hat,0,134061,"ポニーテール,ポニテ,黒髪ポニーテール,马尾,포니테일"
nail_polish,0,720127,ハイレグ
wet,3,100550,銃
large_breasts,0,1471472,"半ズボン,短パン,ショートパンツ"
looking_down,0,341732,
thigh_boots,0,86964,
solo,0,226109,"開口,開いた口,口を開ける"
saliva,0,186918,"星形,星型,星,星星"
vaginal,0,202615,
teeth,0,177937,
white_panties,0,94294,日付
fox_tail,0,1265728,"爪,손톱,指甲"
from_behind,0,84834,オフショルダー
2girls,0,216333,"ピンク髪,ピンク髪ロング,ピンクは淫乱"
cleavage_cutout,0,110477,边框
aqua_eyes,0,101012,
hands_up,0,91671,"三面図,3面図,multiple_angles"
beach,3,91378,"悪魔っ娘,悪魔娘,サキュバス,succubus,悪魔っ子,悪魔,ロリサキュバス"
bob_cut,0,69156,
purple_eyes,0,90601,"頭に花,花飾り"
fox_girl,0,663616,"コート,外套"
red_ribbon,0,490146,"傷跡,疤痕,疤"
spread_legs,0,84626,"バーチャルユーチューバー,バーチャルYouTuber,Vtuber,Vチューバー,バーチャルシンガー,バーチャルSinger,バーチャルライバー,VLiver,Vライバー,バーチャルストリーマー,VStreamer,虚拟主播,虛擬主播,虚拟YouTuber,虛擬YouTuber,虚拟UP主,虛擬UP主,VUP,香港vtuber,hkvtuber,台灣vtuber,버츄얼유튜버,버츄얼YouTuber,버튜버,버츄버,버츄얼,KRVTuber,KR_VTuber,Vtuber準備中,新人Vtuber,新人Vチューバー,Vtuberはじめました,おはようVtuber,vtb,VTuver,新人Vtuver,VirtualYouTuber,ENVtuber,VtuberID,PHVtuber,VtuberES,VTuberFR,VTubers,vtuberfanart,vtuberart,vtuber_fanart,vSinger,virtualsinger,virtual_singer,pngtuber"
underwear,0,85188,"無修正,uncensored"
blurry,0,135870,"生まれたままの姿(産まれたままの姿)全裸(ヌード),すっぽんぽん,裸帽子,全裸,完全裸,髪飾り以外完全裸"
loli,0,192932,"メッシュ,挑染"
feet_out_of_frame,0,350533,"首輪,项圈"
pants,0,187714,"翼,羽,翅,ウィング,翅膀,有翼,有翼人"
hood,0,726995,"スカート,裙,치마"
grey_hair,0,105127,"割座,ぺたん座り,女の子座り,アヒル座り,鸭子坐"
long_hair,0,74742,"首傾げ,歪头"
comic,0,112615,
from_below,0,590960,"お団子頭,お団子"
necktie,0,144124,"黒スト,黒ストッキング,黑丝,黒タイツ"
leaning_forward,0,102923,"ロリ,ロリビッチ,ロリ妊婦,ペド,ロリフ,合法ロリ,おねロリ,萝莉,LOLI,lolicon,蘿莉,로리,ロリコン,ロリショタ,ケモロリ,ロリ陰毛,メスガキ,褐色ロリ,おにロリ,ロリ巨根,ロリサキュバス,幼女,mesugaki"
hand_on_own_hip,0,130442,黒目
arms_up,0,111107,"サイバンド,大腿上的带子,腿带"
phone,0,96564,"足裏,裸足裏,ソックス足裏,足の裏"
halterneck,0,91192,"砂浜,ビーチ,すなはま,浜辺"
hatsune_miku,0,130621,
multicolored_hair,0,222127,"軍服,军服,军装,セクシー軍服"
kneeling,0,97220,"ショートパンツ,ホットパンツ,超短パン,短パン,热裤"
black_hairband,0,68860,"腕带袖口,护腕"
pillow,0,520847,"蝶ネクタイ,ボウタイ,領結,领结"
holding_weapon,0,75893,黒手袋
ascot,0,143186,"裸,ヌード,裸ニーソ,裸手袋,裸体,裸靴下,袖だけ霊夢,袖だけ,全裸群像,裸ランドセル,生まれたままの姿(産まれたままの姿)全裸(ヌード),すっぽんぽん,裸帽子,裸立ち絵"
artist_name,0,721356,"ポケモン×ポケモン,ポケモン×人間,pokemon"
armor,0,715876,"精液,정액,ザーメン"
fur_trim,0,71866,マン毛
feet,0,272639,"荊棘,薔薇,蔷薇,ばら,玫瑰,バラ,장미,roses"
fake_animal_ears,0,234453,
holding,0,145773,
vest,0,71883,コスプレ
honkai_(series),0,80683,"爆乳,폭유,爆乳化,hugeboobs,hugebreasts"
yellow_eyes,0,109146,"白ソックス,白ハイソックス,白ハイソ,白靴下"
kantai_collection,0,311713,"ハイヒール,高跟,高跟鞋"
cup,0,170957,"白手袋,白手套,白長手袋"
long_sleeves,0,76298,ベル
looking_at_viewer,0,239444,"ファイアーエムブレム,ガチホモエムブレム,FE,FireEmblem,FE版深夜の真剣お絵描き60分一本勝負,FE腐向け,火焰纹章"
mosaic_censoring,3,898595,
hair_flower,0,153408,"背中,魅惑の背中,ぱっくり背中,せなか"
open_clothes,0,239149,"膣の,阴道性行为"
gradient_hair,0,168972,"モノクロ,モノクロ画,单色调"
ocean,0,316516,"枕,枕头,まくら,マクラ"
dutch_angle,0,93147,
bag,0,1629090,
uncensored,0,206757,"ロングヘアー,長髪,ロングヘア,黒髪ロング,金髪ロング,长发,長髪けもフレ,茶髪ロング,長い髪,長髪男子,銀髪ロング"
virtual_youtuber,0,142994,
white_flower,0,75355,黒シャツ
see-through_clothes,0,165642,"花,はな,フラワー,꽃,以花咏画,花と女の子"
green_hair,0,320198,"白ワンピ,白ワンピース"
window,0,80433,
side-tie_bikini_bottom,0,141529,
oral,0,1448937,"男の子,男,少年,男の娘,長髪男子,男子,boy,animeboy"
cleavage,0,232981,
medium_breasts,0,227678,
green_eyes,0,79908,"Fate,Fateシリーズ"
rose,0,75506,"猫耳,ネコミミ,ねこみみ,ネコ耳,ねこ耳,猫耳カチューシャ"
blue_sky,0,109425,魔女帽子
bell,0,83627,"丸子头,お団子,发髻,お団子ヘアー,おだんご"
pokemon,0,285985,"ノースリーブ,アメリカンスリーブ"
toes,0,1518705,"見返り,振り返り,振り向き,振り向く,見返り美人,回眸,回头看"
cape,0,887987,"下着,肌着,下着艦娘,白下着,胖次"
animal_ear_fluff,0,86640,"ジャボ,多褶领巾"
female_pubic_hair,0,140215,青シャツ
vocaloid,0,184210,"ドレス,ワンピース服,ワンピ,连衣裙,드레스"
blue_archive,0,74100,"恥じらい,恥,恥ずかしい,はずかしい,羞恥,赤面"
dated,0,125852,"鼠蹊部,またすじ,恥丘,鼠径部"
bra,0,83159,"バニーガール,バニースーツ,バニー,兔女郎,바니걸,メカバニー,bunnysuit"
twintails,0,789325,"チョーカー,颈圈,ちょーかー"
bed_sheet,0,274983,後ろ姿
petals,0,103538,"ワンサイドアップ,サイドアップ,ハーフアップ"
ahoge,0,135797,"閉口,口を閉じる"
3girls,0,72156,太眉
high_heels,0,322574,"学生服,女子高生,JK,DK,学校制服,制服裸足,せいふく,校服"
two-tone_hair,0,81298,"足,美脚"
umbrella,0,235005,"黒髪,黒髪ロング,黒髪ショート,黒髪ボブ,黑发,흑발,黒髪赤眼,黑髮赤眼,黑发赤眼,흑발적안,黑髮紅眼,黑发红眼"
wavy_hair,0,72223,"ウィンク,ウィンクX東方"
skindentation,0,181963,ネックレス
open_shirt,0,93241,"脸红,赤面,頬染め,///,紅潮"
white_shirt,0,507095,"オレンジ目,おれんじめ"
hair_bow,0,391147,"オリジナル,創作,原創,原创,看板娘,看板息子,自キャラ,オリキャラ,オリジナル艦娘,オリ刀剣,창작,oc,创作,うちの子,うちの娘,オリジナルキャラクター,自作キャラ,Оригинальный,Original,original_character,ออริจินอล,オリジナルフレンズ,オリフレ,原画,オリジナルキャラ,一次創作,創作男女,オリロボ,オリジナルウマ娘,オリソニ,オリメカ,オリジナルイラスト,오리지널,オリキャラ愛の会,ウチの子,自キャラクター,indie_anime,うちのこ,originalcharacter,オリギナル,自创,自創,おりじなる,original,OC,創作男子,my_oc,創作百合,自家孩子,original_art,創作キャラ,創作イラスト,originaldesign,原创插画,オリケモ,oc_artwork,oc_art,ocartwork,ocart,oc_tag,ocs,my_ocs"
ribbon,0,464376,緑髪
midriff,0,1067528,"ちびキャラ,ちび,デフォルメ,SD,SDイラスト,Q版,Q版造型,ちびきゃら,ミニキャラ,デフォルメエロ,SDキャラ,TDM,チビケモ"
sandals,0,144279,"ハメ撮り視点,POV,主観視点,一人称視点,自分視点,第一人称视角"
maid,0,152490,"影,影子"
hoodie,0,3608339,
swimsuit,0,458252,"リボン,리본,丝带,絲帶,缎带,紐タイ"
small_breasts,0,128341,"セックス,SEX,性交,性行為,キスハメ,中出し,挿入,トイレセックス"
stomach,0,286888,"茶色髪,小麦色髪,淡褐色髪"
