id,name,description,tags,version,template,author,subdomain,likes
Agents-MCP-Hackathon/AudioGrid,gradio_workflowbuilder,,,,,pngwn,elismasilva-gradio-tokenizertextbox,1
abidlabs/gradio_gptchatbot,gradio_carousel,,,,AudioMerger,MAIIARen,nseven-gradio-highlightcode,0
abidlabs/gradio_rich_textbox,gradio_fasta,,,,,JoPmt,paulguerrero-gradio-hdrimage,0
Wauplin/gradio_logsview,gradio_videogallery,,,,,freddyaboulton,paddy82-chatpdf,0
AbdullahIsaMarkus/gradio_medical_image_analyzer,gradio_overlay_video,Rerun viewer with Gradio,,0.0.1,,PhyscalX,simonduerr-gradio-molecule3d,1
elismasilva/gradio_videoslider,gradio_hellogradio,The roundtable for artificial minds,,,,Agents-MCP-Hackathon,simonduerr-gradio-cofoldinginput,0
jayavibhav/gradio_iframecomponent,gradio_mediagallery,,,,,simonduerr,andyrids-gradio-dataframe-download,85
edgargg/gradio_image_annotation,gradio_rerun,,,,SimpleTextbox,azettl,nymbo-gradio-hubquicksearch,0
elismasilva/gradio_bottombar,gradio_imagemeta,,,,,freddyaboulton,freddyaboulton-gradio-foliumtest,1
clement-pages/separation-pipeline-visualization,hf-model-comparisons,A Log component for Gradio which can easily show some log file in the interface.,,,,clement-pages,amithkk-gradio-textlabeler,0
kyamagu/gradio_bbox_annotator,gradio_codeanalysisviewer,,,,,freddyaboulton,zukuan-gradio-mycomponent3,5
simonduerr/gradio_molecule3d,PDFsummarizer,,,,,Ankush-LM,hbding-test,3
Agents-MCP-Hackathon/gradio_codeanalysisviewer,scope-studio,,,,,elismasilva,facebook-omnisealbench,1
freddyaboulton/gradio_test2,gradio_igv,,,,,Agents-MCP-Hackathon,nymbo-gradio-imageslider,13
PhyscalX/gradio_image_prompter,gradio_hubquicksearch,Integrate a panorama viewer with Pannellum.,,,,Nseven,santhoshkammari-gradio-ap-chat-ui,0
freddyaboulton/gradio_test3,gradio_textboxplus,,,,,PaulGuerrero,brokerrobin-gradio-pannellum,64
LennardZuendorf/gradio_iframe,gradio-notebook-template,Hello World for Gradio Component,,,,Agents-MCP-Hackathon,awacke1-aidatamaps,0
aliabid94/gradio_datetimerange,gradio_gptchatbot,,,,,santhoshkammari,radames-gradio-promptweighting,0
dawood/gradio_videogallery,gradio_hls_player,gradio designer,,,,hmb,princeta3011-agentic-workflow-bulider,17
HBDing/test,gradio_toggle,,"gradio-custom-component,custom-component-track,agents,code-analysis,agents-mcp-hackathon",,,lastmileai,k00b404-agentic-chatbot,9
K00B404/agentic_chatbot,gradio_msaplot,,,,,LennardZuendorf,rerun-gradio-rerun-viewer,17
awacke1/WebRTC-Gradio,gradio_workflowbuilder,,"gradio-custom-component,designer,drag and drop,custom designs",,,tungnguyen103,elismasilva-gradio-buttonplus,0
Nseven/gradio_highlightcode,gradio_htmlinjector,,,,,elismasilva,thietkeweb30s-gradio-agentchatbot,0
dawood/gradio_unifiedaudio,SimpleTextExtractFromPDF,,,,,brokerrobin,freddyaboulton-gradio-multimodalchatbot,9
andyrids/gradio_dataframe_download,gradio_json_markdown,,,,,elismasilva,elismasilva-gradio-creditspanel,0
Sor0ush/gradio_screenrecorder,gradio_datetimerange,,,,,jayavibhav,nazikus-pdf-qa,0
Agents-MCP-Hackathon/chartagent,gradio_codeanalysisviewer,,,,,lastmileai,awacke1-webrtc-gradio,4
freddyaboulton/gradio_foliumtest,gradio_rangeslider,,,0.0.10,,prathje,agents-mcp-hackathon-gradio-motioncanvasplayer,2
freddyaboulton/gradio_easytb,gradio_propertysheet,,,,Code,jayavibhav,gabriel-gradio-polygonannotator,20
freddyaboulton/gradio-webrtc,SimpleTextExtractFromPDFDemo,Component to enter protein and DNA sequences + small molecules for cofolding,,,,freddyaboulton,dolo650-qa-my-pdf,15
zukuan/gradio_mycomponent3,gradio_keyboardtextboxcomponent,,,,,pngwn,rickymagner-gradio-igv,8
lastmileai/gradio-notebook-template,separation-pipeline-visualization,,,,,elismasilva,dwancin-gradio-toggle,0
hugofloresgarcia/gradio_automationbus,gradio_renderer,,,,,drigoni,agents-mcp-hackathon-audiogrid,0
elismasilva/gradio_topbar,SOMbI1,,,,,truetekken,hugofloresgarcia-gradio-automationbus,0
PeepDaSlan9/B2BMGMT_gradio_unifiedaudio,AudioGrid,,,,,gsarti,wauplin-gradio-logsview,3
rerun/gradio-rerun-viewer,gradio-webrtc,,,,,abidlabs,freddyaboulton-gradio-test2,0
prathje/gradio_motioncanvasplayer,gradio_pannellum,Audio Grid - Gradio component for drag and drop audio file management and merging workflows,,,,clement-pages,elismasilva-gradio-htmlplus,3
Agents-MCP-Hackathon/SimpleTextExtractFromPDF,gradio_rich_textbox,,,,,BladeSzaSza,hellnear-gradio-model3dgscamera,1
radames/gradio_promptweighting,gradio_mymodel3d-v0.0.1,,,,,Wauplin,chenglu-she-gradio-log,0
princeta3011/Agentic_Workflow_bulider,gradio_medical_image_analyzer,A nicer view to show the Agentic code analyser outputs,,,,simonduerr,freddyaboulton-gradio-agentchatbot,0
elismasilva/gradio_htmlplus,gradio_chessboard,,"machine learning,reproducibility,visualization,gradio,gradio custom component",,,Sor0ush,agents-mcp-hackathon-gradio-overlay-video,1
simonduerr/gradio_cofoldinginput,gradio_imageslider_cssfix,,"gradio-custom-component,huggingface hub,hub,huggingface",,,radames,anshulchordiya-textmoodchecker,0
Gabriel/gradio_polygonannotator,Ask_PDF_anything,,"gradio-custom-component,audio",,,drigoni,peepdaslan9-b2bmgmt-gradio-unifiedaudio,0
Nymbo/gradio_imageslider,gradio_textwithattachments,,,,,hugofloresgarcia,iamtfrmza-ask-pdf-anything,0
HBDing/LayoutPainter,gradio_demotest,,,,,Agents-MCP-Hackathon,pngwn-gradio-msaplot,0
modelscope/modelscope-studio-beta,gradio_checkboxgroupmarkdown,,,,,paddy82,julien-c-gradio-hubquicksearch,0
elismasilva/gradio_taggrouphelper,gradio_promptweighting,,,,,hugofloresgarcia,aliceblue11-gradio-imageslider111,1
elismasilva/gradio_textboxplus,gradio_taggrouphelper,,"gradio-custom-component,multimodal data,visualization,machine learning,robotics,Rerun,rerun-viewer",,Fallback,jayavibhav,mrsyclq-gradio-rich-textbox,6
radames/gradio_huggingfacehub_search,gradio_motioncanvasplayer,,,0.0.4,Fallback,oxkitsune,dawood-gradio-videogallery,0
freddyaboulton/gradio_coolimage,modelscope-studio,,"machine learning,reproducibility,visualization,gradio,gradio custom component",,,elismasilva,thanhson28-gradio-image-annotation,1
freddyaboulton/gradio_leaderboard,gradio_consilium_roundtable,,,,,Agents-MCP-Hackathon,sourceoftruthdata-gradio-unifiedaudio,0
Chenglu-She/gradio_log,gradio_creditspanel,,,,,thanhson28,jayavibhav-gradio-workflowbuilder,6
AbdullahIsaMarkus/gradio_medical_image_analyzer_local,WebRTC-Gradio,,,,,nazikus,rebanpaul-pdfsummarizer,0
Wauplin/gradio_blurhashimage,LayoutPainter,,,,,dwancin,sombreros-sombi1,10
paddy82/chatpdf,gradio_calendar,,,,,Wauplin,798989d-gradio-workflowbuilder,5
LuminaPixel/gradio_chatagui,gradio_screenrecorder,,,,Fallback,HBDing,pngwn-gradio-imageslider,4
Jedijamez/gradio_awsbr_mmchatbot,gradio_rerun,,,,,toblab,freddyaboulton-gradio-richtextbox2,0
hugofloresgarcia/gradio_xyslider,gradio_workflowbuilder,,,,,beast2857,cocktailpeanut-gradio-logsview,2
Nymbo/gradio_rerun,gradio_chatagui,,,0.0.3,Textbox,elismasilva,czakop-gradio-chessboard,2
Ankush-LM/testwilldelete5,gradio_overlay_video,,,,,freddyaboulton,yelorix-gradio-vistimeline,2
Agents-MCP-Hackathon/gradio_motioncanvasplayer,gradio_pdf,,,,,crcdng,abidlabs-gradio-gptchatbot,12
brokerrobin/gradio_pannellum,Gradio-App-Designer,,,,,feiznouri,agents-mcp-hackathon-gradio-medical-image-analyzer,1
julien-c/gradio_hubquicksearch,gradio_unifiedaudio,,,,,Gabriel,freddyaboulton-gradio-pdf,0
freddyaboulton/gradio_folium,gradio_iframe,,,,,RobinsAIWorld,andrewlastmile-hf-model-comparisons,3
dwancin/gradio_toggle,gradio_markdownlabel,Python library for easily interacting with trained machine learning models,,,,K00B404,feiznouri-gradio-checkboxmarkdowngroup,13
MAIIARen/gradio_coolcanvas,gradio_spreadsheetcomponent,,,,SimpleTextbox,modelscope,modelscope-modelscope-studio-beta,7
RebirthMagex/gradio_rich_textbox,gradio_cofoldinginput,,,0.0.9,,freddyaboulton,awacke1-gradio-rerun,0
aliabid94/gradio_modal,gradio_gradiodesigner,,,,,santhoshkammari,freddyaboulton-gradio-easytb,1
freddyaboulton/gradio_datepicker,gradio_logsview,,,0.0.8,,Yelorix,azettl-gradio-consilium-roundtable,0
elismasilva/gradio_imagemeta,gradio_videoslider,,,,,Agents-MCP-Hackathon,bbo09-ask-pdf-test,0
