id,name,description,tags,version,template,author,subdomain,likes
freddyaboulton/gradio_test2,Ask_PDF_anything,,,,,AbdullahIsaMarkus,keshan-gradio-codeanalysisviewer,3
dolo650/QA_my_PDF,gradio_imageslider,Visualize logs in your Gradio app,,,Fallback,radames,azettl-gradio-consilium-roundtable,0
abidlabs/gradio_fasta,Agentic_Workflow_bulider,,,,,PeepDaSlan9,lennardzuendorf-gradio-iframe,1
K00B404/Ask_PDF_anything,AIDataMaps,A Log component for Gradio which can easily show some log file in the interface.,,0.0.3,,kamcio1989,simonduerr-gradio-cofoldinginput,0
freddyaboulton/gradio_demotest,gradio_coolimage,,,,,smajumdar,agents-mcp-hackathon-simpletextextractfrompdf,1
LennardZuendorf/gradio_iframe,gradio_rich_textbox,,"gradio-custom-component,huggingface hub,hub,huggingface",,,freddyaboulton,freddyaboulton-gradio-test3,1
Agents-MCP-Hackathon/gradio_chessboard,Ask_PDF_anything,,,,,facebook,clement-pages-separation-pipeline-visualization,0
anshulchordiya/textmoodchecker,gradio-rerun-viewer,Rerun viewer with Gradio,,,SimpleTextbox,pngwn,k00b404-ask-pdf-anything,0
Agents-MCP-Hackathon/gradio_screenrecorder,gradio_consilium_roundtable,,,,,Wauplin,jayavibhav-gradio-gradiodesigner,2
princeta3011/Agentic_Workflow_bulider,gradio_image_prompter,,,,,Agents-MCP-Hackathon,abidlabs-gradio-rich-textbox,5
aliabd/gradio_imagefeed,gradio_datetimerange,,,,,jayavibhav,jayavibhav-gradio-iframecomponent,0
Agents-MCP-Hackathon/gradio_motioncanvasplayer,WebRTC-Gradio,Integrate a panorama viewer with Pannellum.,,,,elismasilva,elismasilva-gradio-htmlinjector,1
elismasilva/gradio_livelog,gradio_videogallery,,,,,gsarti,jopmt-testng-component-from-builder,14
Mustafiz996/gradio_spreadsheetcomponent,gradio_agent_inspector,,,,,modelscope,elismasilva-gradio-dropdownplus,10
Agents-MCP-Hackathon/AudioGrid,gradio_molecule3d,,,,,Yelorix,k00b404-scope-studio,0
nazikus/pdf-qa,gradio_topbar,,,,,feiznouri,camilosegura-gradio-keyboardtextboxcomponent,1
Tonic/gradio_msaplot,gradio_htmlinjector,,,,,Wauplin,santhoshkammari-gradio-gradio-anthropic-chat-ui,1
simonduerr/gradio_cofoldinginput,gradio_propertysheet,,,,,lastmileai,paddy82-chatpdf,9
Agents-MCP-Hackathon/text-mood-checker-gradio-custom-component,gradio_folium,,,,SimpleTextbox,Agents-MCP-Hackathon,truetekken-gradio-pdf,30
freddyaboulton/gradio_pdf,gradio_hubquicksearch,,,,,Agents-MCP-Hackathon,chenglu-she-gradio-log,6
elismasilva/gradio_buttonplus,text-mood-checker-gradio-custom-component,,,,,freddyaboulton,abdullahisamarkus-gradio-medical-image-analyzer,0
awacke1/gradio_rerun,gradio_vistimeline,,,,,sourceoftruthdata,hmb-gradio-coolcanvas,5
toblab/gradio_highlightedtextlabeldefault,gradio_rerun,,,,,HBDing,dawood-gradio-videogallery,0
pngwn/gradio_imageslider,chartagent,The roundtable for artificial minds,,,,Agents-MCP-Hackathon,radames-gradio-promptweighting,0
freddyaboulton/gradio_mymodel3d-v0.0.1,gradio_screenrecorder,,,,,svjack,freddyaboulton-gradio-coolimage,0
dawood/gradio_videogallery,SimpleTextExtractFromPDF,,,,,elismasilva,jedijamez-gradio-awsbr-mmchatbot,3
santhoshkammari/gradio_ap_chat_ui,gradio_htmlplus,,,,Fallback,modelscope,radames-gradio-huggingfacehub-search,0
Agents-MCP-Hackathon/chartagent,gradio_myfirstcomponent,Gradio component for chessboard interaction,"gradio-custom-component,audio-merger,audio-processing",,,aliabid94,mrsyclq-gradio-rich-textbox,0
PaulGuerrero/gradio_hdrimage,gradio_imagefeed,,"gradio-custom-component,test",,,renceLaw515,awacke1-aidatamaps,3
jayavibhav/gradio_workflowbuilder,gradio_demotest,,,,,Sor0ush,abidlabs-gradio-gptchatbot,5
brokerrobin/gradio_pannellum,gradio_mycomponent3,,,,,PhyscalX,simonduerr-gradio-molecule3d,17
freddyaboulton/gradio_multimodalchatbot,test,,,0.0.4,,elismasilva,awacke1-gradio-rerun,2
jayavibhav/gradio_iframecomponent,textmoodchecker,,,0.0.1,,elismasilva,freddyaboulton-gradio-foliumtest,1
modelscope/modelscope-studio,gradio_imageslider_cssfix,,,,,elismasilva,nseven-gradio-highlightcode,3
Wauplin/gradio_logsview,gradio_imageslider,,,,,RayLee,rencelaw515-gradio-hls-player,0
Illia56/Ask_PDF_anything,gradio_modal,,,,,anshulchordiya,agents-mcp-hackathon-gradio-codeanalysisviewer,1
elismasilva/gradio_htmlplus,gradio_rich_textbox,,,,,freddyaboulton,freddyaboulton-gradio-webrtc,0
radames/gradio_rerun,gradio_huggingfacehub_search,,,,,hmb,wauplin-gradio-logsview,15
RayLee/gradio_markdownlabel,gradio_textboxplus,,,,,radames,drigoni-gradio-molgallery3d,1
Agents-MCP-Hackathon/gradio_medical_image_analyzer,gradio_creditspanel,,,,,Tonic,iamtfrmza-ask-pdf-anything,4
elismasilva/gradio_taggrouphelper,testng_component_from_builder,,,,,freddyaboulton,crlotwhite-gradio-pianoroll,1
lastmileai/gradio-notebook-quickstart,gradio_codeanalysisviewer,,,,,seq-to-pheno,pngwn-gradio-imageslider,12
K00B404/agentic_chatbot,gradio_fasta,,,,,simonduerr,edgargg-gradio-image-annotation,0
aliabid94/gradio_modal,gradio_textlabeler,,,,Image,azettl,amithkk-gradio-textlabeler,9
freddyaboulton/gradio_datepicker,gradio_chessboard,,,,,aliceblue11,freddyaboulton-gradio-calendar,0
svjack/gradio_imageslider,gradio_workflowbuilder,,,,,paddy82,radames-gradio-rerun,0
freddyaboulton/gradio_easytb,gradio_hubquicksearch,,,0.0.1,,Agents-MCP-Hackathon,agents-mcp-hackathon-text-mood-checker-gradio-cu-b7de4c9,1
freddyaboulton/gradio_textwithattachments,gradio_mediagallery,Rerun viewer with Gradio,,,,cocktailpeanut,freddyaboulton-gradio-datepicker-v0-0-1,0
kyamagu/gradio_bbox_annotator,gradio_leaderboard,AI-agent optimized medical image analysis component for Gradio with DICOM support,,,,Agents-MCP-Hackathon,feiznouri-gradio-checkboxgroupmarkdown,0
Jedijamez/gradio_awsbr_mmchatbot,gradio_renderer,,,0.0.4,,lastmileai,elismasilva-gradio-taggrouphelper,15
Ankush-LM/testwilldelete5,gradio_blurhashimage,,,,,freddyaboulton,aliceblue11-gradio-imageslider111,69
Agents-MCP-Hackathon/gradio_codeanalysisviewer,gradio_checkboxgroupmarkdown,,,,,simonduerr,hmb-gradio-carousel,0
thietkeweb30s/gradio_agentchatbot,gradio_molecule2d,,,,,oxkitsune,elismasilva-gradio-topbar,58
drigoni/gradio_molgallery3d,gradio_buttonplus,,,,,princeta3011,pngwn-gradio-imageslider-cssfix,0
Agents-MCP-Hackathon/SimpleTextExtractFromPDF,gradio_imageslider,,,,,K00B404,simonduerr-gradio-molecule2d,0
tungnguyen103/gradio_hellogradio,gradio_mymodel3d-v0.0.1,,,,,Chenglu-She,freddyaboulton-gradio-agentchatbot,1
sourceoftruthdata/gradio_unifiedaudio,gradio_hellogradio,,,,,rerun,kamcio1989-gradio-workflowbuilder,0
freddyaboulton/gradio_calendar,gradio_medical_image_analyzer_local,,,,,freddyaboulton,tungnguyen103-gradio-hellogradio,0
hugofloresgarcia/gradio_automationbus,gradio_overlay_video,Integrate a panorama viewer with Pannellum.,,0.1.0,,LuminaPixel,paulguerrero-gradio-hdrimage,0
Yelorix/gradio_vistimeline,gradio_dataframe_download,,,,,freddyaboulton,agents-mcp-hackathon-gradio-chessboard,3
pngwn/gradio_imageslider_cssfix,gradio_richtextbox2,,,,,HuggyMonkey,toblab-gradio-highlightedtextlabeldefault,0
JoPmt/testng_component_from_builder,QA_my_PDF,,,,,Mustafiz996,raylee-gradio-markdownlabel,0
Sombreros/SOMbI1,gradio_rerun,,,0.0.1,,HBDing,agents-mcp-hackathon-gradio-overlay-video,0
798989d/gradio_workflowbuilder,gradio_easytb,,,,,Nseven,freddyaboulton-gradio-test2,1
freddyaboulton/gradio_leaderboard,gradio_audiogrid,,,,MedicalImageAnalyzer,nazikus,mustafiz996-gradio-spreadsheetcomponent,2
abidlabs/gradio_highlightedcode,gradio_imageslider111,,,,,mrsyclq,wauplin-gradio-pannellum,3
awacke1/Gradio-PDF-Document-QA-PDF-UI,gradio_unifiedaudio,,,,,keshan,elismasilva-gradio-textboxplus,0
awacke1/WebRTC-Gradio,gradio_promptweighting,,,,,IAMTFRMZA,zukuan-gradio-mycomponent3,1
cocktailpeanut/gradio_logsview,gradio_keyboardtextboxcomponent,,,,,Nymbo,elismasilva-gradio-livelog,2
Nseven/gradio_highlightcode,gradio-webrtc,,,,,BBo09,kyamagu-gradio-bbox-annotator,3
elismasilva/gradio_textboxplus,gradio_logsview,,,,,elismasilva,pngwn-gradio-msaplot,0
santhoshkammari/gradio_gradio_anthropic_chat_ui,gradio_iframecomponent,,,,,pngwn,dawood-gradio-unifiedaudio,7
freddyaboulton/gradio_folium,gradio_polygonannotator,,,,,crcdng,thietkeweb30s-gradio-agentchatbot,1
BBo09/ASK_pdf_test,gradio_ap_chat_ui,,"gradio-custom-component,medical-imaging,ai-agents,image-analysis,dicom,veterinary,ct-scan,x-ray,fat-segmentation,medical-ai,hackathon-2025",,,aliabid94,elismasilva-gradio-imagemeta,0
LuminaPixel/gradio_chatagui,gradio_rerun,,,,AudioMerger,awacke1,nymbo-gradio-rerun,1
camilosegura/gradio_keyboardtextboxcomponent,gradio_workflowbuilder,,,0.0.3,,798989d,svjack-gradio-imageslider,11
crcdng/gradio_myfirstcomponent,gradio_rerun,,,,,AbdullahIsaMarkus,nymbo-gradio-imageslider,7
renceLaw515/gradio_hls_player,gradio_highlightcode,,,,,freddyaboulton,bbo09-ask-pdf-test,0
rickymagner/gradio_igv,gradio_msaplot,,,,,prathje,rebirthmagex-gradio-rich-textbox,12
elismasilva/gradio_imagemeta,AudioGrid,,,,,dwancin,prathje-gradio-motioncanvasplayer,0
facebook/omnisealbench,gradio-notebook-template,,,,,freddyaboulton,hellnear-gradio-model3dgscamera,12
RobinsAIWorld/gradio_pannellum,gradio_coolcanvas,,"gradio-custom-component,multimodal data,visualization,machine learning,robotics,Rerun,rerun-viewer",,,camilosegura,andyrids-gradio-dataframe-download,1
junhuac/gradio_renderer,gradio_overlay_video,,"machine learning,reproducibility,visualization,gradio,gradio custom component",,,freddyaboulton,elismasilva-gradio-mediagallery,8
pngwn/gradio_msaplot,Ask_PDF_anything,,,,Image,PaulGuerrero,rebanpaul-pdfsummarizer,10
Agents-MCP-Hackathon/gradio_workflowbuilder,gradio_rangeslider,gradio designer,,,SimpleTextbox,freddyaboulton,abidlabs-gradio-highlightedcode,1
Nymbo/gradio_imageslider,gradio_imageslider_cssfix,,,,,Wauplin,hmb-gradio-shinymodel3d,1
Wauplin/gradio_blurhashimage,gradio_unifiedaudio,,,,,awacke1,physcalx-gradio-image-prompter,3
nasirbloch323/chatpdf,chatpdf,,"gradio-custom-component,chess,chessboard,games",,,K00B404,yelorix-gradio-vistimeline,7
aliabid94/gradio_datetimerange,gradio_log,,,,,elismasilva,aemresafak-gradio-audiogrid,0
modelscope/modelscope-studio-beta,gradio_hdrimage,,,,,hellnear,hugofloresgarcia-gradio-automationbus,8
elismasilva/gradio_folderexplorer,gradio_hls_player,,,,SimpleTextbox,jayavibhav,tonic-gradio-msaplot,1
K00B404/scope-studio,agentic_chatbot,,"machine learning,reproducibility,visualization,gradio,gradio custom component",,,MAIIARen,awacke1-webrtc-gradio,4
freddyaboulton/gradio_coolimage,gradio_datepicker,,,,,nasirbloch323,agents-mcp-hackathon-audiogrid,1
AbdullahIsaMarkus/gradio_medical_image_analyzer,gradio_highlightedtextbox,,"gradio-custom-component,custom-component-track,roundtable,consilium",,,santhoshkammari,wauplin-gradio-blurhashimage,0
clement-pages/pyannote-speech-separation-pipeline,gradio_gradiodesigner,,,,,toblab,gsarti-gradio-highlightedtextbox,0
Agents-MCP-Hackathon/gradio_agent_inspector,gradio_spreadsheetcomponent,,,,,elismasilva,freddyaboulton-gradio-rangeslider,3
hugofloresgarcia/gradio_xyslider,gradio_pannellum,,"gradio-custom-component,audio",,,BladeSzaSza,elismasilva-gradio-videoslider,12
Nymbo/gradio_rerun,gradio_screenrecorder,Quick search HF Hub repos or users,,,,freddyaboulton,robinsaiworld-gradio-pannellum,6
kamcio1989/gradio_workflowbuilder,ASK_pdf_test,,"machine learning,reproducibility,visualization,gradio,gradio custom component",,,abidlabs,peepdaslan9-b2bmgmt-gradio-unifiedaudio,0
seq-to-pheno/zoonotica_orthologs,gradio_molgallery2d,,,,,czakop,anshulchordiya-textmoodchecker,3
freddyaboulton/gradio_rangeslider,gradio_pdf,,,,,Illia56,crcdng-gradio-myfirstcomponent,0
jayavibhav/gradio_gradiodesigner,gradio_videoslider,,gradio-custom-component,,,K00B404,modelscope-modelscope-studio,2
freddyaboulton/gradio_richtextbox2,scope-studio,A PianoRoll Component for Gradio.,,,SimpleTextbox,jayavibhav,freddyaboulton-gradio-folium,0
drigoni/gradio_molgallery2d,testwilldelete5,,,0.0.6,SimpleTextbox,brokerrobin,elismasilva-gradio-creditspanel,0
julien-c/gradio_hubquicksearch,zoonotica_orthologs,,,,,dawood,798989d-gradio-workflowbuilder,0
PeepDaSlan9/B2BMGMT_gradio_unifiedaudio,gradio_igv,,,0.0.2,,Sombreros,freddyaboulton-gradio-datepicker,2
crlotwhite/gradio_pianoroll,separation-pipeline-visualization,,"gradio-custom-component,huggingface hub,hub,huggingface",0.0.1,,elismasilva,princeta3011-agentic-workflow-bulider,0
feiznouri/gradio_checkboxmarkdowngroup,gradio_test2,,,,,dawood,freddyaboulton-gradio-pdf,0
rerun/gradio-rerun-viewer,gradio_workflowbuilder,,,,,hugofloresgarcia,k00b404-agentic-chatbot,2
lastmileai/gradio-notebook-template,gradio_automationbus,,,0.0.1,,LennardZuendorf,freddyaboulton-gradio-leaderboard,2
paddy82/chatpdf,PDFsummarizer,,,,,truetekken,b-aryan-gradio-imageslider-cssfix,26
hellnear/gradio_model3dgscamera,gradio_workflowbuilder,A nicer view to show the Agentic code analyser outputs,,,,andyrids,elismasilva-gradio-propertysheet,1
dwancin/gradio_toggle,gradio_datepicker-v0.0.1,,,,,Agents-MCP-Hackathon,hbding-test,0
HuggyMonkey/SimpleTextExtractFromPDFDemo,gradio_awsbr_mmchatbot,,,,,dolo650,freddyaboulton-gradio-demotest,2
prathje/gradio_motioncanvasplayer,gradio_chatagui,,,,,Nymbo,agents-mcp-hackathon-gradio-app-designer,0
Nymbo/gradio_hubquicksearch,gradio_msaplot,,gradio-custom-component,,Textbox,Agents-MCP-Hackathon,pngwn-gradio-pdf,33
czakop/gradio_chessboard,gradio_taggrouphelper,,,,,abidlabs,feiznouri-gradio-checkboxmarkdowngroup,0
elismasilva/gradio_creditspanel,gradio_carousel,,,,,Gabriel,sourceoftruthdata-gradio-unifiedaudio,0
elismasilva/gradio_bottombar,gradio_tokenizertextbox,,"gradio-custom-component,designer,drag and drop,custom designs",,,hugofloresgarcia,agents-mcp-hackathon-gradio-agent-inspector,0
oxkitsune/gradio_rerun,pdf-qa,,,,,Agents-MCP-Hackathon,seq-to-pheno-zoonotica-orthologs,6
Agents-MCP-Hackathon/gradio_overlay_video,pyannote-speech-separation-pipeline,,,,,elismasilva,dolo650-qa-my-pdf,0
abidlabs/gradio_gptchatbot,gradio_chessboard,,"machine learning,reproducibility,visualization,gradio,gradio custom component",,,Nymbo,elismasilva-gradio-buttonplus,0
b-aryan/gradio_imageslider_cssfix,gradio_markdownlabel,,"gradio-custom-component,multimodal data,visualization,machine learning,robotics,Rerun,rerun-viewer",,,junhuac,huggymonkey-simpletextextractfrompdfdemo,0
elismasilva/gradio_dropdownplus,gradio_model3dgscamera,,,,Code,aemresafak,hugofloresgarcia-gradio-xyslider,0
freddyaboulton/gradio_agentchatbot,gradio_xyslider,,,,,pngwn,maiiaren-gradio-coolcanvas,9
PhyscalX/gradio_image_prompter,gradio_gradio_anthropic_chat_ui,,,,,drigoni,rerun-gradio-rerun-viewer,4
HBDing/test,gradio_motioncanvasplayer,Component to enter protein and DNA sequences + small molecules for cofolding,,0.0.9,Image,feiznouri,,0
dawood/gradio_unifiedaudio,gradio_agentchatbot,,"gradio-custom-component,log,gradio_log,gradio_log_component,gradio_print_log",,,b-aryan,jayavibhav-gradio-workflowbuilder,0
aliceblue11/gradio_imageslider111,gradio_shinymodel3d,,,,,RobinsAIWorld,czakop-gradio-chessboard,1
Sor0ush/gradio_screenrecorder,gradio_json_markdown,,,,,elismasilva,freddyaboulton-gradio-richtextbox2,20
IAMTFRMZA/Ask_PDF_anything,gradio_medical_image_analyzer,,,,,simonduerr,thanhson28-gradio-image-annotation,0
keshan/gradio_codeanalysisviewer,hf-model-comparisons,,,,,freddyaboulton,robinsaiworld-gradio-workflowbuilder,1
hmb/gradio_shinymodel3d,modelscope-studio-beta,,,,,thietkeweb30s,nazikus-pdf-qa,0
RobinsAIWorld/gradio_workflowbuilder,modelscope-studio,,,,,hmb,freddyaboulton-gradio-mymodel3d-v0-0-1,4
freddyaboulton/gradio_foliumtest,gradio_highlightedtextlabeldefault,,,,,JoPmt,brokerrobin-gradio-pannellum,0
aemresafak/gradio_audiogrid,gradio_image_annotation,,,,,rickymagner,aliabid94-gradio-modal,0
azettl/gradio_consilium_roundtable,gradio_livelog,,,,,elismasilva,oxkitsune-gradio-rerun,1
andrewlastmile/hf-model-comparisons,gradio_bottombar,Python library for easily interacting with trained machine learning models,,0.0.10,,andrewlastmile,abidlabs-gradio-fasta,0
gsarti/gradio_highlightedtextbox,gradio_highlightedcode,Audio Grid - Gradio component for drag and drop audio file management and merging workflows,,,,pngwn,lastmileai-gradio-notebook-quickstart,8
freddyaboulton/gradio_test3,gradio_pdf,,,,Audio,elismasilva,illia56-ask-pdf-anything,0
