tag,category,count,alias
alternate_hairstyle,0,131626,"見返り,振り返り,振り向き,振り向く,見返り美人,回眸,回头看"
muscular,0,2903688,
sketch,0,78739,
fang,0,864066,"サイン,サイン入り,签名"
:3,0,165642,
sweater,0,291973,"オレンジ目,おれんじめ"
:o,0,426864,
aqua_hair,0,642669,付け襟
clothes_pull,0,96512,
green_hair,0,71624,椅子
headphones,0,109551,"ペニス,陰茎,陰莖,阴茎,男根,男性器,肉棒,魔羅,チンコ,ちんこ,おちんちん,黒チンポ,페니스,음경,남근,남성기,자지,좆,雞巴,鸡巴,dick,(∪)"
cum,0,209069,涙
kneeling,0,70629,"茶色髪,小麦色髪,淡褐色髪"
hug,0,96564,"イヤリング,耳飾り,耳飾"
open_clothes,0,363320,"ズボン,パンツルック"
cat_tail,0,386670,"ウィンク,ウィンクX東方"
petals,0,985368,カメラ目線
covered_navel,3,160161,"青ドレス,青いワンピース,青いワンピ"
plaid_skirt,3,89834,
pov,0,73339,ベル
hoodie,0,573399,
mask,0,320198,異色肌
eyelashes,0,197211,"武器,兵器"
beach,0,231413,
stomach,0,80553,ワンピース水着
hair_flower,0,91121,"獣娘,獣耳,けもみみ,ケモミミ,けものみみ,ケモ耳,獸耳,兽耳"
depth_of_field,0,204024,"衣装チェンジ,私服艦娘"
rose,0,149889,"鞄,かばん,カバン"
blue_shirt,0,81083,"センター分け,真ん中分け,中分刘海"
open_mouth,0,95943,"足,足フェチ"
twintails,0,79035,
hair_bun,0,458252,"勃起,剥けチン"
horns,0,97509,马赛克
red_eyes,0,206757,"手袋,裸手袋,手袋コキ,てぶくろ,장갑,手套"
frown,0,1409152,"果物,フルーツ,くだもの,水果"
collarbone,0,467351,"動物,动物,小动物,アニマル,兽,ヨツケモ,wildlife"
dutch_angle,0,127871,
chinese_clothes,0,132015,"ショートヘア,ショートカット,短髪,黒髪ショート,短发,단발"
phone,0,199350,
shirt_lift,0,191099,"スカート,裙,치마"
strapless,0,307276,
beret,0,464376,"カチューシャ,ヘアバンド,ヘッドドレス,猫耳カチューシャ,头箍,发箍"
socks,0,133465,"プリーツスカート,百褶裙"
multiple_views,0,156166,"ブルアカ,ブルーアーカイブ,ブルアカイラスト部,ブルーアーカイブイラコン,블루아카이브,블루아카,BlueArchive,蔚藍檔案,碧蓝档案,碧藍檔案,BA,ジョジョアーカイブ,蔚蓝档案"
clothes_lift,0,322560,馬耳
fake_animal_ears,0,153408,"翼,羽,翅,ウィング,翅膀,有翼,有翼人"
solo_focus,0,101258,狼耳
no_panties,0,76876,"馬娘,ウマ娘"
thighs,0,138154,"シーツ,ベッドシーツ"
