id,name,description,tags,version,template,author,subdomain,likes
freddyaboulton/gradio_mymodel3d-v0.0.1,gradio_checkboxgroupmarkdown,,,,,simonduerr,dwancin-gradio-toggle,1
clement-pages/pyannote-speech-separation-pipeline,gradio_screenrecorder,,,,SimpleTextbox,abidlabs,yelorix-gradio-vistimeline,15
feiznouri/gradio_checkboxmarkdowngroup,gradio_creditspanel,,,0.0.2,,K00B404,,2
freddyaboulton/gradio_datepicker-v0.0.1,text-mood-checker-gradio-custom-component,,"machine learning,reproducibility,visualization,gradio,gradio custom component",,,azettl,k00b404-agentic-chatbot,1
elismasilva/gradio_bottombar,Gradio-PDF-Document-QA-PDF-UI,,,,,svjack,hugofloresgarcia-gradio-xyslider,2
paddy82/chatpdf,gradio_codeanalysisviewer,,,,,freddyaboulton,abidlabs-gradio-highlightedcode,9
elismasilva/gradio_propertysheet,gradio_buttonplus,Rerun viewer with Gradio,,,,K00B404,anshulchordiya-textmoodchecker,8
elismasilva/gradio_videoslider,gradio_model3dgscamera,,,,,gsarti,agents-mcp-hackathon-gradio-workflowbuilder,3
elismasilva/gradio_buttonplus,gradio_highlightedcode,,,,,Agents-MCP-Hackathon,agents-mcp-hackathon-gradio-screenrecorder,3
renceLaw515/gradio_hls_player,gradio_overlay_video,,"gradio-custom-component,chess,chessboard,games",,,Wauplin,pngwn-gradio-imageslider-cssfix,0
abidlabs/gradio_gptchatbot,chatpdf,Component to enter protein and DNA sequences + small molecules for cofolding,,,,jayavibhav,iamtfrmza-ask-pdf-anything,0
modelscope/modelscope-studio-beta,gradio_multimodalchatbot,,"gradio-custom-component,huggingface hub,hub,huggingface",,,santhoshkammari,elismasilva-gradio-buttonplus,0
abidlabs/gradio_fasta,gradio_htmlplus,,"gradio-custom-component,logging,subprocess,process",,,sourceoftruthdata,elismasilva-gradio-dropdownplus,0
awacke1/WebRTC-Gradio,gradio_huggingfacehub_search,,,0.0.3,,abidlabs,elismasilva-gradio-videoslider,0
RobinsAIWorld/gradio_workflowbuilder,gradio_datepicker,,,,AudioMerger,crcdng,jopmt-testng-component-from-builder,2
freddyaboulton/gradio_demotest,gradio_pannellum,,,,,RebirthMagex,rerun-gradio-rerun-viewer,3
aliabd/gradio_imagefeed,gradio_msaplot,,,,,zukuan,paddy82-chatpdf,4
clement-pages/separation-pipeline-visualization,gradio_topbar,,,,,PaulGuerrero,toblab-gradio-highlightedtextlabeldefault,3
abidlabs/gradio_highlightedcode,gradio_highlightedtextbox,,,,,dawood,azettl-gradio-consilium-roundtable,3
freddyaboulton/gradio_datepicker,gradio_promptweighting,,,,,IAMTFRMZA,thanhson28-gradio-image-annotation,0
elismasilva/gradio_mediagallery,gradio_unifiedaudio,,,,,freddyaboulton,jedijamez-gradio-awsbr-mmchatbot,0
nasirbloch323/chatpdf,gradio_keyboardtextboxcomponent,,,0.0.1,,toblab,k00b404-ask-pdf-anything,1
