tag,category,count,alias
female_pubic_hair,0,100550,
half-closed_eyes,0,327693,"白手袋,白手套,白長手袋"
fate/grand_order,0,142994,"ペニス,陰茎,陰莖,阴茎,男根,男性器,肉棒,魔羅,チンコ,ちんこ,おちんちん,黒チンポ,페니스,음경,남근,남성기,자지,좆,雞巴,鸡巴,dick,(∪)"
armpits,0,396719,"タトゥー,刺青"
chair,0,109425,
stomach,0,1188777,
facial_mark,0,99421,
collar,0,720127,"足,美脚"
on_back,0,68990,"動物,动物,小动物,アニマル,兽,ヨツケモ,wildlife"
alternate_costume,0,213194,"NL,男女カプ,イナゴ男女カプ,ヘテロ,男の娘×女の子,異性愛"
lying,3,532440,
playboy_bunny,0,168972,
yellow_eyes,0,1906325,
looking_at_another,0,91284,"ブレスレット,腕輪,手镯"
pussy,3,110110,"衣装チェンジ,私服艦娘"
off_shoulder,0,83587,"オリジナル,創作,原創,原创,看板娘,看板息子,自キャラ,オリキャラ,オリジナル艦娘,オリ刀剣,창작,oc,创作,うちの子,うちの娘,オリジナルキャラクター,自作キャラ,Оригинальный,Original,original_character,ออริจินอล,オリジナルフレンズ,オリフレ,原画,オリジナルキャラ,一次創作,創作男女,オリロボ,オリジナルウマ娘,オリソニ,オリメカ,オリジナルイラスト,오리지널,オリキャラ愛の会,ウチの子,自キャラクター,indie_anime,うちのこ,originalcharacter,オリギナル,自创,自創,おりじなる,original,OC,創作男子,my_oc,創作百合,自家孩子,original_art,創作キャラ,創作イラスト,originaldesign,原创插画,オリケモ,oc_artwork,oc_art,ocartwork,ocart,oc_tag,ocs,my_ocs"
bell,0,101258,涙
speech_bubble,0,864066,"ハーフトップ,露腹短上衣,短款上衣"
small_breasts,0,229507,"キャットガール,猫系女子,猫耳娘,貓人,猫人,貓娘,猫娘"
fox_girl,0,4974288,"エプロン,えぷろん,围裙"
sideboob,0,322574,"勃起,剥けチン"
blue_eyes,0,144992,"黒ニーソックス,黒ニーソ,黒ニーハイ,黒ストッキング,黑丝"
lips,0,467351,"乳首,nipples,nipple"
horns,3,729208,"眼鏡,眼鏡っ娘,メガネ,めがね,眼镜,伊達眼鏡,안경,eyeglasses,spectacles,glasses"
black_bow,0,74100,
cloud,0,153408,
black_socks,0,1047308,"前屈み,前かがみ"
bare_shoulders,0,128021,"青ドレス,青いワンピース,青いワンピ"
thick_eyebrows,0,642669,"マスク,仮面,覆面,衛生マスク,サージカルマスク,防塵マスク,ガスマスク,面具,カラスマスク"
floral_print,0,83159,"碧蓝航线,碧藍航線,アズールレーン,AzurLane,舰B,艦B,アズレン,벽람항로,アズールレーン陣営,アズールレーン版深夜の真剣お絵かき60分一本勝負,パイズールレーン,KAN-SEN,アズレン漫画"
from_above,0,154861,"🧣,マフラー,围巾,围脖"
bikini,0,393426,ハイレグ
arms_up,0,110753,
blue_bow,0,274983,ベル
grin,0,227678,
black_hairband,0,285685,
white_thighhighs,0,1629090,"漫画,マンガ,漫畫,만화,漫畵"
from_side,0,128341,"オレンジ目,おれんじめ"
no_shoes,0,413261,"傘,伞,雨傘,雨伞"
glowing,0,351688,
sunglasses,0,149280,下を見る
cup,0,1273613,"八重歯,虎牙,犬齿"
