id,name,description,tags,version,template,author,subdomain,likes
aliceblue11/gradio_imageslider111,gradio_imagefeed,,,,,feiznouri,freddyaboulton-gradio-test3,0
aliabid94/gradio_datetimerange,SimpleTextExtractFromPDF,,"gradio-custom-component,audio-merger,audio-processing",,,LennardZuendorf,peepdaslan9-b2bmgmt-gradio-unifiedaudio,1
Nymbo/gradio_rerun,gradio_rangeslider,,"gradio-custom-component,multimodal data,visualization,machine learning,robotics,Rerun,rerun-viewer",,,Agents-MCP-Hackathon,maiiaren-gradio-coolcanvas,0
BBo09/ASK_pdf_test,gradio_json_markdown,,,,,798989d,agents-mcp-hackathon-gradio-codeanalysisviewer,0
awacke1/WebRTC-Gradio,gradio_rich_textbox,,"machine learning,reproducibility,visualization,gradio,gradio custom component",,,freddyaboulton,prathje-gradio-motioncanvasplayer,1
elismasilva/gradio_htmlplus,B2BMGMT_gradio_unifiedaudio,,,,,azettl,robinsaiworld-gradio-pannellum,4
Agents-MCP-Hackathon/gradio_motioncanvasplayer,gradio_spreadsheetcomponent,,,,,HBDing,agents-mcp-hackathon-gradio-workflowbuilder,2
freddyaboulton/gradio_calendar,gradio_imageslider_cssfix,,,,Image,thanhson28,radames-gradio-promptweighting,0
Agents-MCP-Hackathon/gradio_screenrecorder,gradio_taggrouphelper,,,,,freddyaboulton,rencelaw515-gradio-hls-player,0
elismasilva/gradio_htmlinjector,gradio_codeanalysisviewer,,,,,Mustafiz996,raylee-gradio-markdownlabel,0
elismasilva/gradio_livelog,gradio_workflowbuilder,,,,,jayavibhav,azettl-gradio-consilium-roundtable,1
freddyaboulton/gradio_multimodalchatbot,gradio_pianoroll,,,,,freddyaboulton,nazikus-pdf-qa,2
rickymagner/gradio_igv,gradio_imagemeta,Component to enter protein and DNA sequences + small molecules for cofolding,,,,Illia56,thanhson28-gradio-image-annotation,0
feiznouri/gradio_checkboxgroupmarkdown,gradio_imageslider,,,0.0.1,,NiklasvonM,pngwn-gradio-imageslider-cssfix,0
Jedijamez/gradio_awsbr_mmchatbot,gradio_gradio_anthropic_chat_ui,,,0.0.6,,renceLaw515,hbding-layoutpainter,0
AbdullahIsaMarkus/gradio_medical_image_analyzer_local,gradio_highlightcode,,,,,freddyaboulton,wauplin-gradio-blurhashimage,8
truetekken/gradio_pdf,chatpdf,,,0.0.3,,Wauplin,beast2857-gradio-imageslider,3
sourceoftruthdata/gradio_unifiedaudio,gradio_creditspanel,Quick search HF Hub repos or users,,,,rickymagner,agents-mcp-hackathon-gradio-overlay-video,14
PhyscalX/gradio_image_prompter,gradio_imageslider111,,,,Code,K00B404,wauplin-gradio-pannellum,3
andrewlastmile/hf-model-comparisons,gradio_foliumtest,,,,,IAMTFRMZA,elismasilva-gradio-htmlinjector,1
facebook/omnisealbench,gradio_pdf,,,,,K00B404,aliabid94-gradio-modal,1
K00B404/scope-studio,gradio_multimodalchatbot,,,,,radames,,10
awacke1/Gradio-PDF-Document-QA-PDF-UI,gradio_textwithattachments,,"gradio-custom-component,chess,chessboard,games",0.0.9,,awacke1,freddyaboulton-gradio-folium,0
Agents-MCP-Hackathon/gradio_workflowbuilder,gradio_rerun,,,,,kyamagu,k00b404-ask-pdf-anything,0
keshan/gradio_codeanalysisviewer,gradio_msaplot,,,,,simonduerr,thietkeweb30s-gradio-agentchatbot,0
NiklasvonM/gradio_tiff,gradio_cofoldinginput,,,0.0.1,,Agents-MCP-Hackathon,elismasilva-gradio-htmlplus,0
Agents-MCP-Hackathon/SimpleTextExtractFromPDF,gradio_medical_image_analyzer,,,,,pngwn,freddyaboulton-gradio-agentchatbot,26
b-aryan/gradio_imageslider_cssfix,gradio_topbar,,,,,julien-c,aemresafak-gradio-audiogrid,1
elismasilva/gradio_bottombar,gradio_dataframe_download,,,,,elismasilva,hbding-test,0
elismasilva/gradio_propertysheet,Ask_PDF_anything,,,,,simonduerr,agents-mcp-hackathon-simpletextextractfrompdf,0
Agents-MCP-Hackathon/chartagent,gradio_mycomponent3,,,,,freddyaboulton,huggymonkey-simpletextextractfrompdfdemo,1
pngwn/gradio_msaplot,hf-model-comparisons,,,,,aemresafak,awacke1-webrtc-gradio,0
hmb/gradio_coolcanvas,gradio_workflowbuilder,,,,,b-aryan,freddyaboulton-gradio-datepicker-v0-0-1,7
freddyaboulton/gradio_keyboardtextboxcomponent,Agentic_Workflow_bulider,,,,,jayavibhav,freddyaboulton-gradio-demotest,1
elismasilva/gradio_dropdownplus,gradio_coolcanvas,,,0.0.8,,Chenglu-She,smajumdar-gradio-json-markdown,0
RobinsAIWorld/gradio_pannellum,chatpdf,,"gradio-custom-component,custom-component-track,roundtable,consilium",,,cocktailpeanut,jayavibhav-gradio-gradiodesigner,0
elismasilva/gradio_taggrouphelper,Ask_PDF_anything,,"gradio-custom-component,designer,drag and drop,custom designs",,,PhyscalX,nseven-gradio-highlightcode,7
freddyaboulton/gradio_datepicker-v0.0.1,gradio_polygonannotator,,,,,pngwn,elismasilva-gradio-textboxplus,1
elismasilva/gradio_topbar,gradio_modal,,,,,nasirbloch323,physcalx-gradio-image-prompter,5
HuggyMonkey/SimpleTextExtractFromPDFDemo,gradio_chessboard,,,,,hugofloresgarcia,sourceoftruthdata-gradio-unifiedaudio,0
awacke1/AIDataMaps,modelscope-studio-beta,Hello World for Gradio Component,,,,freddyaboulton,elismasilva-gradio-folderexplorer,9
Wauplin/gradio_pannellum,gradio_model3dgscamera,,,,,K00B404,awacke1-gradio-pdf-document-qa-pdf-ui,0
zukuan/gradio_mycomponent3,gradio_iframecomponent,,,,,brokerrobin,gabriel-gradio-polygonannotator,32
kyamagu/gradio_bbox_annotator,gradio_hls_player,,,,Fallback,PaulGuerrero,k00b404-agentic-chatbot,8
elismasilva/gradio_buttonplus,gradio_fasta,,,,,freddyaboulton,jayavibhav-gradio-workflowbuilder,0
freddyaboulton/gradio_easytb,gradio_mediagallery,,"gradio-custom-component,audio",,,Nseven,clement-pages-pyannote-speech-separation-pipeline,0
oxkitsune/gradio_rerun,gradio_folium,,,,SimpleTextbox,RebirthMagex,modelscope-modelscope-studio,64
AbdullahIsaMarkus/gradio_medical_image_analyzer,scope-studio,,,,,freddyaboulton,modelscope-modelscope-studio-beta,0
clement-pages/pyannote-speech-separation-pipeline,gradio_carousel,,,,,dwancin,wauplin-gradio-logsview,0
elismasilva/gradio_imagemeta,gradio_pdf,,,,,modelscope,agents-mcp-hackathon-gradio-medical-image-analyzer,0
mrsyclq/gradio_rich_textbox,gradio_codeanalysisviewer,,,,Fallback,MAIIARen,amithkk-gradio-textlabeler,1
Agents-MCP-Hackathon/gradio_agent_inspector,gradio_motioncanvasplayer,,,,,seq-to-pheno,pngwn-gradio-imageslider,8
tungnguyen103/gradio_hellogradio,gradio_molecule2d,,gradio-custom-component,,,Sombreros,agents-mcp-hackathon-gradio-app-designer,6
kamcio1989/gradio_workflowbuilder,gradio_agentchatbot,Python library for easily interacting with trained machine learning models,"machine learning,reproducibility,visualization,gradio,gradio custom component",,,BladeSzaSza,elismasilva-gradio-tokenizertextbox,12
freddyaboulton/gradio_leaderboard,gradio_logsview,Visualize logs in your Gradio app,,,SimpleTextbox,hugofloresgarcia,nymbo-gradio-imageslider,0
renceLaw515/gradio_hls_player,gradio_awsbr_mmchatbot,,,,,Rebanpaul,dawood-gradio-videogallery,17
cocktailpeanut/gradio_logsview,chartagent,,"gradio-custom-component,test",0.1.0,,Wauplin,rickymagner-gradio-igv,1
Wauplin/gradio_logsview,gradio_igv,,,,,awacke1,gsarti-gradio-highlightedtextbox,4
abidlabs/gradio_highlightedcode,gradio-notebook-quickstart,,,,,andrewlastmile,agents-mcp-hackathon-gradio-chessboard,0
freddyaboulton/gradio_agentchatbot,gradio_dropdownplus,A Log component for Gradio which can easily show some log file in the interface.,,,,elismasilva,jedijamez-gradio-awsbr-mmchatbot,0
crcdng/gradio_myfirstcomponent,gradio_agent_inspector,,,,,rerun,aliabd-gradio-imagefeed,0
jayavibhav/gradio_workflowbuilder,gradio_videoslider,,,,,Yelorix,keshan-gradio-codeanalysisviewer,1
Ankush-LM/testwilldelete5,text-mood-checker-gradio-custom-component,,,,,Agents-MCP-Hackathon,lastmileai-gradio-notebook-quickstart,0
pngwn/gradio_pdf,gradio_textboxplus,,,,,elismasilva,k00b404-scope-studio,0
edgargg/gradio_image_annotation,gradio_richtextbox2,,,,,junhuac,santhoshkammari-gradio-gradio-anthropic-chat-ui,13
pngwn/gradio_imageslider,gradio_rich_textbox,,,,,abidlabs,nymbo-gradio-hubquicksearch,0
rerun/gradio-rerun-viewer,test,,,,,Agents-MCP-Hackathon,hugofloresgarcia-gradio-automationbus,7
awacke1/gradio_rerun,gradio_workflowbuilder,,,,,simonduerr,dawood-gradio-unifiedaudio,20
aliabd/gradio_imagefeed,gradio_shinymodel3d,,,,,elismasilva,elismasilva-gradio-buttonplus,14
thietkeweb30s/gradio_agentchatbot,gradio_motioncanvasplayer,,,,,gsarti,freddyaboulton-gradio-webrtc,2
beast2857/gradio_imageslider,gradio_renderer,,,,,hmb,paulguerrero-gradio-hdrimage,0
Agents-MCP-Hackathon/gradio_overlay_video,gradio_automationbus,,,,,Tonic,freddyaboulton-gradio-easytb,0
Agents-MCP-Hackathon/AudioGrid,pdf-qa,,,,,radames,hugofloresgarcia-gradio-xyslider,0
Yelorix/gradio_vistimeline,gradio_livelog,Python library for easily interacting with trained machine learning models,,,Fallback,abidlabs,bladeszasza-gradio-overlay-video,0
nasirbloch323/chatpdf,gradio_highlightedtextbox,,,,,Sor0ush,simonduerr-gradio-cofoldinginput,5
andyrids/gradio_dataframe_download,gradio_markdownlabel,,,0.0.3,Textbox,Agents-MCP-Hackathon,kamcio1989-gradio-workflowbuilder,0
Sombreros/SOMbI1,gradio_bottombar,,"gradio-custom-component,huggingface hub,hub,huggingface",,Image,aliabd,hmb-gradio-coolcanvas,0
freddyaboulton/gradio_foliumtest,gradio_consilium_roundtable,,,,,andyrids,luminapixel-gradio-chatagui,1
LuminaPixel/gradio_chatagui,gradio_molgallery3d,,,,,Nymbo,798989d-gradio-workflowbuilder,3
anshulchordiya/textmoodchecker,gradio_unifiedaudio,,,0.0.1,,crlotwhite,iamtfrmza-ask-pdf-anything,0
lastmileai/gradio-notebook-template,AIDataMaps,,,,SimpleTextbox,modelscope,elismasilva-gradio-topbar,0
elismasilva/gradio_videoslider,gradio_rerun,,,,,elismasilva,freddyaboulton-gradio-foliumtest,9
aemresafak/gradio_audiogrid,gradio_mymodel3d-v0.0.1,,,,AudioMerger,santhoshkammari,feiznouri-gradio-checkboxmarkdowngroup,1
santhoshkammari/gradio_gradio_anthropic_chat_ui,gradio_imageslider,,"gradio-custom-component,workflow,builder,editor",,,Gabriel,junhuac-gradio-renderer,1
elismasilva/gradio_mediagallery,SOMbI1,,,,,freddyaboulton,elismasilva-gradio-dropdownplus,6
smajumdar/gradio_json_markdown,gradio_logsview,,,,,hellnear,dolo650-qa-my-pdf,3
RobinsAIWorld/gradio_workflowbuilder,WebRTC-Gradio,,,,,elismasilva,agents-mcp-hackathon-audiogrid,1
freddyaboulton/gradio_textwithattachments,gradio_chessboard,,,,,Agents-MCP-Hackathon,yelorix-gradio-vistimeline,1
seq-to-pheno/zoonotica_orthologs,gradio_easytb,,,,SimpleTextbox,freddyaboulton,freddyaboulton-gradio-richtextbox2,0
feiznouri/gradio_checkboxmarkdowngroup,gradio_tokenizertextbox,,,,,pngwn,truetekken-gradio-pdf,0
paddy82/chatpdf,gradio_medical_image_analyzer,,,,,aliabid94,bbo09-ask-pdf-test,1
radames/gradio_promptweighting,gradio_pannellum,,,,,freddyaboulton,b-aryan-gradio-imageslider-cssfix,3
