tag,category,count,alias
leg_up,0,74742,
hair_ribbon,0,127810,紫髪
grey_eyes,0,77290,髪留め
animal,0,103538,"たくし上げ,たくし上げ黒ビキニ,シャツたくし上げ"
yuri,0,75449,"透け,透け透け,スケスケ,すけすけ,シースルー,濡れ透け,透けブラ,スケブラ,透けスカート"
blue_hair,0,104890,"メッシュ,挑染"
plaid_clothes,0,128021,"ポニーテール,ポニテ,黒髪ポニーテール,马尾,포니테일"
cum,0,154975,"上半身,中近景镜头"
sweat,0,143030,"獣娘,獣耳,けもみみ,ケモミミ,けものみみ,ケモ耳,獸耳,兽耳"
swept_bangs,0,97171,"へそ出し,へそだし,ヘソ出し,腹チラ,腹部,肚子"
light_brown_hair,0,272639,"チェックスカート,格子裙"
fate/grand_order,0,71624,紐ビキニ
lying,0,216567,"ハイソックス,ハイソ,黒ハイソックス,黒ハイソ,黒ハイ,白ハイソックス,白ハイソ,白ハイ,紺ハイソックス,紺ハイソ,紺ハイ"
midriff,3,146449,"輝く白い歯,露齿笑"
multicolored_hair,0,752769,"ブラジャー,ブラ,デカブラ,브래지어,브라,胸罩"
fox_girl,0,318181,"頭巾,후드,帽兜,フード"
holding_food,0,87320,レオタード
black_footwear,0,72356,"普通乳,普乳"
multiple_boys,0,186918,"極上の貧乳,ぺったんこ,大平原の小さな胸,無乳,ナイチチ,平らな胸,ツルペタ,つるぺた,平胸,まな板,flat-chested"
military,0,166635,"女の子,女性,少女,girl,おんなのこ,女子,소녀,女孩,姑娘,女,ガール,ガールズイラスト,animegirl"
short_sleeves,0,88846,"荊棘,薔薇,蔷薇,ばら,玫瑰,バラ,장미,roses"
ass,0,72156,"セックス,SEX,性交,性行為,キスハメ,中出し,挿入,トイレセックス"
white_hair,0,603931,"鎧,甲冑"
weapon,0,93940,
blonde_hair,0,102297,"茶髪,茶髪ロング,갈색머리"
military_uniform,0,197211,"鞄,かばん,カバン"
highleg,0,394069,"ツインテール,双马尾,雙馬尾,트윈테일,二つ結い,いいツインテールの日,ツインテ,金髪ツインテール,2つくくり"
night,0,68383,"握り,ラブ握り,牵手"
lips,0,97509,"ねこしっぽ,猫しっぽ,猫尻尾"
dutch_angle,0,660136,"セーラー服,水手服"
apron,0,70168,"膣の,阴道性行为"
looking_at_another,0,131631,ハイアングル
on_back,0,216752,"ソックス,靴下,生靴下,裸靴下"
maid,0,334900,"男の子,少年,男性,男子"
pov,0,138274,"マスク,仮面,覆面,衛生マスク,サージカルマスク,防塵マスク,ガスマスク,面具,カラスマスク"
orange_eyes,4,74215,"肛門,アヌス,尻の穴,縦割れアナル,尻穴"
torn_clothes,0,545271,"タートルネック,ハイネック,高领毛衣"
hair_intakes,0,590960,"リボンタイ,りぼんたい,ネックリボン,ねっくりぼん,紐タイ"
fingernails,0,89861,"空,天空"
detached_collar,0,68455,"天使の輪,天使の輪っか,光环,ヘイロー,へいろー"
standing_on_one_leg,0,107240,"傷跡,疤痕,疤"
white_bow,0,72223,
single_braid,0,120985,"腕带袖口,护腕"
squatting,0,386670,"♥,ハート,ハート形,爱心,红桃,<3"
pointy_ears,0,322574,"猫耳,ネコミミ,ねこみみ,ネコ耳,ねこ耳,猫耳カチューシャ"
fruit,0,83159,ネックレス
double_bun,0,720127,"野外,青姦,野外緊縛,室外,户外"
phone,0,145652,"ピンク髪,ピンク髪ロング,ピンクは淫乱"
tattoo,0,95943,
white_footwear,3,86640,"マニキュア,マニキュア液,指甲油,매니큐어"
medium_breasts,0,74754,"髪飾り,发饰"
neck_ribbon,0,887987,"パンティー,パンティ,パンツ,ぱんつ,高品質パンツ,お子様パンツ,剥ぎ取りたいパンツ,嫌パン,こどもぱんつ,女児ぱんつ"
kneehighs,0,234453,透けへそ
glasses,0,227678,"白ニーソックス,白ニーソ,白ニーハイ,白ストッキング,白スト,白丝袜"
armor,0,324777,長袖
blue_skirt,0,423188,"爪,손톱,指甲"
bra,0,491768,"ピアス,ボディピアス"
halterneck,0,125852,下を見る
soles,0,1409152,"ちびキャラ,ちび,デフォルメ,SD,SDイラスト,Q版,Q版造型,ちびきゃら,ミニキャラ,デフォルメエロ,SDキャラ,TDM,チビケモ"
drill_hair,0,91284,"コップ,カップ,杯子"
floating_hair,0,201113,銃
puffy_short_sleeves,0,394308,"🧣,マフラー,围巾,围脖"
