id,name,description,tags,version,template,author,subdomain,likes
freddyaboulton/gradio_datepicker,gradio_xyslider,A PianoRoll Component for Gradio.,,,,beast2857,agents-mcp-hackathon-chartagent,12
oxkitsune/gradio_rerun,gradio_dataframe_download,,,0.0.1,,modelscope,gabriel-gradio-polygonannotator,0
Agents-MCP-Hackathon/gradio_codeanalysisviewer,gradio_agentchatbot,A Log component for Gradio which can easily show some log file in the interface.,,,,AbdullahIsaMarkus,rencelaw515-gradio-hls-player,3
keshan/gradio_codeanalysisviewer,gradio_hubquicksearch,,,0.0.4,,camilosegura,hmb-gradio-coolcanvas,33
BladeSzaSza/gradio_overlay_video,gradio_overlay_video,,,0.0.1,,Agents-MCP-Hackathon,elismasilva-gradio-dropdownplus,0
tungnguyen103/gradio_hellogradio,gradio_hdrimage,gradio designer,,0.0.3,,Agents-MCP-Hackathon,crcdng-gradio-myfirstcomponent,1
beast2857/gradio_imageslider,gradio_log,,,,,RebirthMagex,robinsaiworld-gradio-workflowbuilder,3
clement-pages/pyannote-speech-separation-pipeline,gradio_chessboard,,,,,freddyaboulton,toblab-gradio-highlightedtextlabeldefault,1
freddyaboulton/gradio_keyboardtextboxcomponent,gradio_pannellum,,,,,HBDing,awacke1-aidatamaps,0
simonduerr/gradio_molecule3d,gradio_rerun,,,,SimpleTextbox,freddyaboulton,princeta3011-agentic-workflow-bulider,1
IAMTFRMZA/Ask_PDF_anything,gradio_richtextbox2,,,0.0.9,,rickymagner,modelscope-modelscope-studio,1
zukuan/gradio_mycomponent3,SOMbI1,,,,,awacke1,agents-mcp-hackathon-gradio-app-designer,30
HBDing/test,gradio_tokenizertextbox,,,0.0.3,,amithkk,hugofloresgarcia-gradio-automationbus,0
rickymagner/gradio_igv,gradio_carousel,,,,,cocktailpeanut,nseven-gradio-highlightcode,5
facebook/omnisealbench,separation-pipeline-visualization,,,,,K00B404,elismasilva-gradio-bottombar,2
elismasilva/gradio_topbar,gradio_imagefeed,,,,,pngwn,aemresafak-gradio-audiogrid,1
Agents-MCP-Hackathon/gradio_overlay_video,gradio_bottombar,,,0.0.4,Fallback,elismasilva,freddyaboulton-gradio-demotest,0
elismasilva/gradio_videoslider,gradio_hellogradio,AI-agent optimized medical image analysis component for Gradio with DICOM support,,,,anshulchordiya,k00b404-ask-pdf-anything,0
elismasilva/gradio_bottombar,gradio_textwithattachments,,,,,HuggyMonkey,freddyaboulton-gradio-agentchatbot,0
crcdng/gradio_myfirstcomponent,SimpleTextExtractFromPDFDemo,Python library for easily interacting with trained machine learning models,,,Image,aliabd,thietkeweb30s-gradio-agentchatbot,0
freddyaboulton/gradio-webrtc,LayoutPainter,,,,,mrsyclq,elismasilva-gradio-mediagallery,3
dawood/gradio_unifiedaudio,Gradio-PDF-Document-QA-PDF-UI,,,,,freddyaboulton,freddyaboulton-gradio-richtextbox2,0
AbdullahIsaMarkus/gradio_medical_image_analyzer,gradio_foliumtest,Rerun viewer with Gradio,"gradio-custom-component,custom-component-track,agents,code-analysis,agents-mcp-hackathon",,,junhuac,pngwn-gradio-imageslider-cssfix,8
Mustafiz996/gradio_spreadsheetcomponent,gradio_medical_image_analyzer,,,,,freddyaboulton,hmb-gradio-shinymodel3d,7
Wauplin/gradio_blurhashimage,gradio_modal,The roundtable for artificial minds,,,,freddyaboulton,feiznouri-gradio-checkboxgroupmarkdown,0
mrsyclq/gradio_rich_textbox,gradio_highlightedtextbox,,,,,dawood,robinsaiworld-gradio-pannellum,3
elismasilva/gradio_htmlplus,gradio_imageslider,,,,,paddy82,nazikus-pdf-qa,9
PeepDaSlan9/B2BMGMT_gradio_unifiedaudio,gradio_automationbus,,"gradio-custom-component,multimodal data,visualization,machine learning,robotics,Rerun,rerun-viewer",,,gsarti,hbding-layoutpainter,6
freddyaboulton/gradio_multimodalchatbot,Ask_PDF_anything,,,0.0.1,,tungnguyen103,hbding-test,2
kyamagu/gradio_bbox_annotator,gradio_promptweighting,,,,,smajumdar,agents-mcp-hackathon-audiogrid,2
drigoni/gradio_molgallery2d,gradio_hls_player,,,,,elismasilva,agents-mcp-hackathon-gradio-screenrecorder,0
modelscope/modelscope-studio-beta,gradio_pdf,,,,,freddyaboulton,rickymagner-gradio-igv,0
cocktailpeanut/gradio_logsview,gradio_shinymodel3d,,,,,elismasilva,radames-gradio-promptweighting,7
hellnear/gradio_model3dgscamera,AudioGrid,,,0.0.10,SimpleTextbox,Agents-MCP-Hackathon,abidlabs-gradio-fasta,0
freddyaboulton/gradio_test3,modelscope-studio,,,,,Agents-MCP-Hackathon,agents-mcp-hackathon-gradio-codeanalysisviewer,2
andyrids/gradio_dataframe_download,gradio_datetimerange,,,,,freddyaboulton,k00b404-scope-studio,1
BBo09/ASK_pdf_test,gradio_molecule3d,,,,,freddyaboulton,bladeszasza-gradio-overlay-video,0
RayLee/gradio_markdownlabel,Ask_PDF_anything,,,0.0.3,,aliabid94,freddyaboulton-gradio-calendar,14
