tag,category,count,alias
apron,0,104086,"馬娘,ウマ娘"
solo,3,199350,BB
from_side,0,160161,赤いスカート
feet,0,244931,"ソックス,靴下,生靴下,裸靴下"
dutch_angle,0,685847,"マニキュア,マニキュア液,指甲油,매니큐어"
blush,0,1188777,海
coat,0,91121,"ソックス足裏,生靴下"
soles,0,99411,"エプロン,えぷろん,围裙"
sash,0,267317,"サッシュ,현장,飾帶,饰带,条带"
bottomless,0,230370,
thick_eyebrows,0,789325,"腕带袖口,护腕"
wrist_cuffs,0,148306,"指抜きグローブ,无指手套"
arm_up,3,1409152,銃
sweatdrop,0,572334,"黒髪,黒髪ロング,黒髪ショート,黒髪ボブ,黑发,흑발,黒髪赤眼,黑髮赤眼,黑发赤眼,흑발적안,黑髮紅眼,黑发红眼"
white_shirt,0,154861,
comic,0,243263,黒ワンピ
fox_ears,0,233227,"黒ハイソックス,黒ソックス,黒生,黒靴下"
on_back,0,111089,"頭巾,후드,帽兜,フード"
teeth,0,99176,"葉,葉っぱ,木の葉"
artist_name,0,803763,タイトル回収
maid,0,124459,"野外,青姦,野外緊縛,室外,户外"
cup,0,138154,ノースリーブワンピース
cum_in_pussy,0,891679,"Fate,Fateシリーズ"
touhou,0,74297,"ポケモン,ポケモン擬人化,ポケモン人間絵,pkmn腐,ポケ擬,Pokemon,포켓몬,포켓몬스터,ポケモントレーナー版深夜の真剣お絵描き60分一本勝負,ポケモン×人間,ポケットモンスター,ポケモントレーナー,pocketmonsters,精灵宝可梦,ポケモン機械化,ポケモンイラスト,Pokémon,宝可梦,pkg版深夜の真剣お絵描き60分一本勝負,pokemonfanart,pkmn,ポケモンFA,星座タロット風ポケモン,ポケモンと生活,宝可梦图鉴,アニポケ,pkmn夢,pkmn百合"
blurry_background,0,189330,"青ドレス,青いワンピース,青いワンピ"
sitting,0,79035,"砂浜,ビーチ,すなはま,浜辺"
white_panties,3,75519,"足指,足の指"
animal,0,81871,"エルフ耳,尖耳朵,とんがり耳"
animal_ears,0,91284,"男の子,少年,男性,男子"
border,0,274983,
upper_body,0,172247,"袖だけ霊夢,袖だけ"
mask,0,202615,"ツートン,ツートーン,二色髪"
serafuku,0,92155,"木,樹,樹木,木本,じゅもく,き"
original,0,307276,狼耳
white_socks,0,1010004,"ボーカロイド,ボカロ,VOCALOID,博歌樂,术力口,術力口"
bare_legs,0,140932,"翠眼,緑眼,緑目"
sideboob,0,494991,
open_jacket,0,100180,"女の子,女性,少女,girl,おんなのこ,女子,소녀,女孩,姑娘,女,ガール,ガールズイラスト,animegirl"
high_heels,0,141426,"半眼,半目,眯眼,眯着眼睛,半闭着眼,はんめ"
hololive_english,0,101258,"被写界深度,피사계심도,虚化背景,虚化前景"
underboob,0,204024,
aqua_eyes,0,80568,"腋,脇,魅惑の腋,腋巫女,脇の下,腋下"
bright_pupils,0,179335,爱抚
blue_hair,0,75765,"グラデ髪,グラデヘアー,渐变色头发"
colored_inner_hair,0,83627,白ビキニ
white_background,0,78340,青いスカート
navel,0,99638,"太もも,ふともも,魅惑のふともも,魅惑の太もも,ふとももの罠,腿,極上のふともも,極上の太もも,撫で回したい太腿,大腿"
bed_sheet,0,197356,
uncensored,0,70710,"シャツ,襯衫,셔츠,衬衫,上衣"
profile,0,327693,"セミロング,ミディアムヘアー"
ahoge,0,166731,"首輪,项圈"
fire_emblem,0,311713,"オレンジ目,おれんじめ"
blonde_hair,0,108883,"👘,着物,和服"
looking_at_another,0,442296,マン毛
night,0,100100,涙
dated,0,1518705,"ロングヘアー,長髪,ロングヘア,黒髪ロング,金髪ロング,长发,長髪けもフレ,茶髪ロング,長い髪,長髪男子,銀髪ロング"
tears,0,257401,
wolf_ears,0,80628,"🧣,マフラー,围巾,围脖"
long_sleeves,0,82688,
from_behind,0,128341,"うさぎ耳,ウサギ耳,うさみみ,うさ耳,兎耳,ウサミミ,ウサ耳"
twintails,0,70454,"首傾げ,歪头"
2girls,0,116832,"おかっぱ,ボブカット,ボブ,黒髪ボブ,黒髪ボブカット,茶髪ボブ,赤髪ボブ,ショートボブ,エアリーボブ,前下がりボブ,マッシュルームカット,ワンレンボブ,前上がりボブ,おかっぱ男子"
yuri,0,1199644,黒目
hands_up,0,110753,"下着,肌着,下着艦娘,白下着,胖次"
pillow,0,1273613,"しかめっ面,・''・,皱眉"
jewelry,0,195974,"セーター,스웨터,毛衣,トレーナー,スウェット,スウェットシャツ,スエットシャツ"
erection,0,117669,
medium_hair,0,177417,"赤目,赤眼,赤い目,붉은눈,빨간눈,銀髪赤眼,銀髮赤眼,银发赤眼,은발적안,白髮紅眼,白发红眼,黒髪赤眼,黑髮赤眼,黑发赤眼,흑발적안,黑髮紅眼,黑发红眼"
grey_hair,0,138222,"ぶっともも,thickthighs"
glowing,0,77890,"鳥,擬鳥化,鳥ポケモン,鳥と女の子"
multiple_boys,0,76368,"へそ出し,へそだし,ヘソ出し,腹チラ,腹部,肚子"
yellow_eyes,0,480649,"開口,開いた口,口を開ける"
bodysuit,0,75424,"ネクタイ,领带"
maid_headdress,0,111085,"猫耳,ネコミミ,ねこみみ,ネコ耳,ねこ耳,猫耳カチューシャ"
umbrella,0,131631,"谷間ホール,奶窗"
character_name,3,360061,"ワンサイドアップ,サイドアップ,ハーフアップ"
light_brown_hair,0,436700,英語
zettai_ryouiki,0,3608339,レオタード
sleeveless_dress,0,72356,"群像,多女性"
arknights,0,721356,"ピース,ピースサイン,Vサイン,ブイサイン,ハメピス,フェラピス"
black_shorts,0,167060,"背中,魅惑の背中,ぱっくり背中,せなか"
pussy,0,82749,边框
arms_up,0,130621,"蝶ネクタイ,ボウタイ,領結,领结"
grey_background,0,153408,"♥,ハート,ハート形,爱心,红桃,<3"
azur_lane,3,1448937,"タトゥー,刺青"
fang,0,142767,"ピンク髪,ピンク髪ロング,ピンクは淫乱"
floral_print,0,226109,"百合,ユリ,レズ,社会人百合,レズレイプ,創作百合,オリジナル百合,sapphic,にょたゆり,ウマ娘百合ティーダービー,pkmn百合,백합,lesbian,wlw"
fate/grand_order,0,81298,"星形,星型,星,星星"
black_hairband,0,103884,
watermark,0,135797,"Honkai,崩坏,崩壊,逆熵,崩壞,붕괴"
bob_cut,0,73292,"ホルターネック,ホルタートップ,ホルタービキニ,颈挂式"
blue_dress,0,314253,"天使の輪,天使の輪っか,光环,ヘイロー,へいろー"
skindentation,0,90601,
groin,0,109425,"イヤリング,耳飾り,耳飾"
horse_ears,0,179204,"武器,兵器"
embarrassed,0,143905,緑髪
thigh_gap,0,143555,
see-through_clothes,0,152490,"脸红,赤面,頬染め,///,紅潮"
red_ribbon,0,383478,"黒スト,黒ストッキング,黑丝,黒タイツ"
