id,name,description,tags,version,template,author,subdomain,likes
dawood/gradio_unifiedaudio,gradio_easytb,,,0.0.1,,freddyaboulton,elismasilva-gradio-videoslider,1
elismasilva/gradio_tokenizertextbox,gradio_pianoroll,Hello World for Gradio Component,,0.0.1,,Sor0ush,iamtfrmza-ask-pdf-anything,1
aliceblue11/gradio_imageslider111,B2BMGMT_gradio_unifiedaudio,,,,,Agents-MCP-Hackathon,elismasilva-gradio-topbar,0
awacke1/Gradio-PDF-Document-QA-PDF-UI,Gradio-App-Designer,,"gradio-custom-component,multimodal data,visualization,machine learning,robotics,Rerun,rerun-viewer",,Image,Chenglu-She,crcdng-gradio-myfirstcomponent,0
elismasilva/gradio_propertysheet,gradio_medical_image_analyzer_local,,,,,RobinsAIWorld,physcalx-gradio-image-prompter,1
freddyaboulton/gradio_pdf,pdf-qa,,,,,Agents-MCP-Hackathon,gsarti-gradio-highlightedtextbox,11
Mustafiz996/gradio_spreadsheetcomponent,gradio_hubquicksearch,,"gradio-custom-component,workflow,builder,editor",,,elismasilva,jayavibhav-gradio-gradiodesigner,8
beast2857/gradio_imageslider,gradio_ap_chat_ui,,,0.0.1,,tungnguyen103,andrewlastmile-hf-model-comparisons,0
thietkeweb30s/gradio_agentchatbot,gradio_hubquicksearch,,,0.0.1,SimpleTextbox,jayavibhav,freddyaboulton-gradio-test3,0
Agents-MCP-Hackathon/Gradio-App-Designer,zoonotica_orthologs,,,0.0.3,,andyrids,hugofloresgarcia-gradio-automationbus,3
Jedijamez/gradio_awsbr_mmchatbot,gradio_textlabeler,,,,,PhyscalX,kamcio1989-gradio-workflowbuilder,0
svjack/gradio_imageslider,gradio_cofoldinginput,Visualize logs in your Gradio app,,,,dwancin,nazikus-pdf-qa,26
HBDing/test,gradio_codeanalysisviewer,,,,,drigoni,agents-mcp-hackathon-chartagent,1
feiznouri/gradio_checkboxgroupmarkdown,gradio_rangeslider,,,,,awacke1,pngwn-gradio-imageslider-cssfix,0
facebook/omnisealbench,SimpleTextExtractFromPDF,,,,,RobinsAIWorld,freddyaboulton-gradio-folium,9
Agents-MCP-Hackathon/gradio_chessboard,gradio_foliumtest,Audio Grid - Gradio component for drag and drop audio file management and merging workflows,,,SimpleTextbox,modelscope,aliabd-gradio-imagefeed,13
drigoni/gradio_molgallery3d,gradio_propertysheet,,,0.0.1,,jayavibhav,abidlabs-gradio-fasta,3
elismasilva/gradio_htmlplus,gradio_xyslider,,,,,Nymbo,robinsaiworld-gradio-pannellum,0
Agents-MCP-Hackathon/gradio_workflowbuilder,gradio_buttonplus,,"gradio-custom-component,multimodal data,visualization,machine learning,robotics,Rerun,rerun-viewer",,,edgargg,rebanpaul-pdfsummarizer,0
dolo650/QA_my_PDF,gradio_iframecomponent,,,0.0.4,,gsarti,anshulchordiya-textmoodchecker,2
IAMTFRMZA/Ask_PDF_anything,gradio_logsview,,,0.0.9,,Wauplin,nasirbloch323-chatpdf,1
elismasilva/gradio_mediagallery,gradio_livelog,,,0.0.4,,elismasilva,radames-gradio-huggingfacehub-search,0
Ankush-LM/testwilldelete5,gradio_dropdownplus,,,,,freddyaboulton,drigoni-gradio-molgallery2d,0
elismasilva/gradio_livelog,gradio_medical_image_analyzer,,,,,aliabid94,luminapixel-gradio-chatagui,24
kyamagu/gradio_bbox_annotator,gradio_workflowbuilder,,,,,abidlabs,illia56-ask-pdf-anything,1
RayLee/gradio_markdownlabel,gradio_highlightedtextlabeldefault,,,,Fallback,Ankush-LM,crlotwhite-gradio-pianoroll,0
elismasilva/gradio_htmlinjector,separation-pipeline-visualization,The roundtable for artificial minds,,,,Agents-MCP-Hackathon,aliceblue11-gradio-imageslider111,0
