id,name,description,tags,version,template,author,subdomain,likes
RobinsAIWorld/gradio_workflowbuilder,gradio_log,,,,,beast2857,awacke1-aidatamaps,5
PhyscalX/gradio_image_prompter,gradio_molgallery2d,,,,,aliabid94,amithkk-gradio-textlabeler,10
pngwn/gradio_imageslider,SOMbI1,,,,Fallback,freddyaboulton,azettl-gradio-consilium-roundtable,0
abidlabs/gradio_highlightedcode,gradio_htmlinjector,,,,,santhoshkammari,modelscope-modelscope-studio-beta,17
freddyaboulton/gradio_calendar,gradio_easytb,,"gradio-custom-component,chess,chessboard,games",,,Nymbo,gsarti-gradio-highlightedtextbox,2
LennardZuendorf/gradio_iframe,test,,"machine learning,reproducibility,visualization,gradio,gradio custom component",,,abidlabs,nymbo-gradio-rerun,0
simonduerr/gradio_molecule3d,gradio_dropdownplus,,,,,jayavibhav,freddyaboulton-gradio-test3,0
hmb/gradio_shinymodel3d,gradio_datepicker,,,,,simonduerr,freddyaboulton-gradio-easytb,0
elismasilva/gradio_dropdownplus,gradio_json_markdown,,gradio-custom-component,0.0.4,,simonduerr,agents-mcp-hackathon-text-mood-checker-gradio-cu-b7de4c9,7
simonduerr/gradio_cofoldinginput,gradio_pdf,,"gradio-custom-component,workflow,builder,editor",0.0.1,,PhyscalX,798989d-gradio-workflowbuilder,5
Illia56/Ask_PDF_anything,gradio_msaplot,,,,,elismasilva,mustafiz996-gradio-spreadsheetcomponent,3
aemresafak/gradio_audiogrid,gradio_rerun,,,,,elismasilva,iamtfrmza-ask-pdf-anything,2
elismasilva/gradio_topbar,gradio_medical_image_analyzer,,,,,HBDing,freddyaboulton-gradio-richtextbox2,0
aliabid94/gradio_datetimerange,gradio_spreadsheetcomponent,Quick search HF Hub repos or users,,,,lastmileai,k00b404-scope-studio,1
freddyaboulton/gradio_coolimage,gradio_hdrimage,,,,SimpleTextbox,truetekken,toblab-gradio-highlightedtextlabeldefault,7
Nymbo/gradio_imageslider,gradio_pannellum,,,,MedicalImageAnalyzer,elismasilva,elismasilva-gradio-folderexplorer,1
amithkk/gradio_textlabeler,gradio_pdf,,,0.0.3,,Nymbo,elismasilva-gradio-creditspanel,12
prathje/gradio_motioncanvasplayer,gradio_checkboxmarkdowngroup,,"gradio-custom-component,multimodal data,visualization,machine learning,robotics,Rerun,rerun-viewer",,,hellnear,agents-mcp-hackathon-gradio-codeanalysisviewer,17
hugofloresgarcia/gradio_xyslider,omnisealbench,,,0.0.3,,freddyaboulton,tungnguyen103-gradio-hellogradio,9
