id,name,description,tags,version,template,author,subdomain,likes
elismasilva/gradio_imagemeta,gradio_screenrecorder,,,,,elismasilva,k00b404-agentic-chatbot,0
798989d/gradio_workflowbuilder,gradio_audiogrid,,,,,PaulGuerrero,agents-mcp-hackathon-gradio-chessboard,0
Nymbo/gradio_rerun,gradio_image_prompter,,,,,beast2857,nymbo-gradio-hubquicksearch,0
beast2857/gradio_imageslider,gradio_chessboard,,"gradio-custom-component,log,gradio_log,gradio_log_component,gradio_print_log",,,hugofloresgarcia,gsarti-gradio-highlightedtextbox,4
Nymbo/gradio_hubquicksearch,gradio_dropdownplus,,,0.0.8,,elismasilva,simonduerr-gradio-molecule3d,1
Nseven/gradio_highlightcode,gradio_medical_image_analyzer,,,,,drigoni,gabriel-gradio-polygonannotator,1
Agents-MCP-Hackathon/gradio_chessboard,gradio_highlightedtextbox,,,,,aliabid94,huggymonkey-simpletextextractfrompdfdemo,0
BladeSzaSza/gradio_overlay_video,gradio_leaderboard,Integrate a panorama viewer with Pannellum.,,,SimpleTextbox,Ankush-LM,cocktailpeanut-gradio-logsview,0
simonduerr/gradio_cofoldinginput,gradio_checkboxmarkdowngroup,,"gradio-custom-component,test",,,PeepDaSlan9,abdullahisamarkus-gradio-medical-image-analyzer,2
Agents-MCP-Hackathon/Gradio-App-Designer,pdf-qa,,,,,radames,rerun-gradio-rerun-viewer,4
RobinsAIWorld/gradio_pannellum,gradio_modal,,,,,AbdullahIsaMarkus,elismasilva-gradio-dropdownplus,0
K00B404/scope-studio,gradio_vistimeline,A PianoRoll Component for Gradio.,,,,Wauplin,hugofloresgarcia-gradio-xyslider,3
hugofloresgarcia/gradio_xyslider,gradio_htmlinjector,,,,,Agents-MCP-Hackathon,bladeszasza-gradio-overlay-video,0
drigoni/gradio_molgallery2d,gradio_medical_image_analyzer_local,,,,,azettl,yelorix-gradio-vistimeline,0
PeepDaSlan9/B2BMGMT_gradio_unifiedaudio,gradio_imageslider,,,,Fallback,RobinsAIWorld,hmb-gradio-carousel,2
camilosegura/gradio_keyboardtextboxcomponent,gradio_unifiedaudio,,"machine learning,reproducibility,visualization,gradio,gradio custom component",,,tungnguyen103,elismasilva-gradio-htmlplus,5
awacke1/WebRTC-Gradio,SOMbI1,,,,,sourceoftruthdata,feiznouri-gradio-checkboxmarkdowngroup,3
freddyaboulton/gradio_test2,gradio_awsbr_mmchatbot,Python library for easily interacting with trained machine learning models,,,,RayLee,hmb-gradio-coolcanvas,26
Agents-MCP-Hackathon/gradio_workflowbuilder,gradio_htmlplus,Visualize logs in your Gradio app,,,,K00B404,hmb-gradio-shinymodel3d,0
Wauplin/gradio_logsview,gradio_motioncanvasplayer,,,,,dawood,agents-mcp-hackathon-gradio-codeanalysisviewer,0
aliabid94/gradio_modal,gradio_demotest,,,0.0.1,Fallback,dolo650,agents-mcp-hackathon-gradio-medical-image-analyzer,3
jayavibhav/gradio_gradiodesigner,gradio_igv,,,,,gsarti,hbding-test,1
freddyaboulton/gradio_agentchatbot,gradio_gradio_anthropic_chat_ui,,,,,elismasilva,truetekken-gradio-pdf,7
abidlabs/gradio_gptchatbot,gradio_molecule3d,,"gradio-custom-component,huggingface hub,hub,huggingface",,,hmb,jopmt-testng-component-from-builder,1
RayLee/gradio_markdownlabel,gradio_automationbus,,,,,jayavibhav,freddyaboulton-gradio-foliumtest,10
jayavibhav/gradio_iframecomponent,gradio_workflowbuilder,,,,,abidlabs,freddyaboulton-gradio-coolimage,0
abidlabs/gradio_highlightedcode,SimpleTextExtractFromPDFDemo,,,0.0.3,,Agents-MCP-Hackathon,smajumdar-gradio-json-markdown,7
keshan/gradio_codeanalysisviewer,gradio_imageslider_cssfix,,,,,freddyaboulton,modelscope-modelscope-studio,3
freddyaboulton/gradio_easytb,gradio_textwithattachments,,,,,feiznouri,agents-mcp-hackathon-gradio-screenrecorder,33
Tonic/gradio_msaplot,gradio_coolcanvas,,gradio-custom-component,0.0.2,,simonduerr,luminapixel-gradio-chatagui,8
czakop/gradio_chessboard,gradio_checkboxgroupmarkdown,,,,SimpleTextbox,Agents-MCP-Hackathon,rebirthmagex-gradio-rich-textbox,0
elismasilva/gradio_taggrouphelper,gradio-notebook-quickstart,,,,,junhuac,anshulchordiya-textmoodchecker,2
