tag,category,count,alias
twin_braids,0,836973,"恥じらい,恥,恥ずかしい,はずかしい,羞恥,赤面"
wolf_ears,0,126630,ベル
wrist_cuffs,0,139710,"バーチャルユーチューバー,バーチャルYouTuber,Vtuber,Vチューバー,バーチャルシンガー,バーチャルSinger,バーチャルライバー,VLiver,Vライバー,バーチャルストリーマー,VStreamer,虚拟主播,虛擬主播,虚拟YouTuber,虛擬YouTuber,虚拟UP主,虛擬UP主,VUP,香港vtuber,hkvtuber,台灣vtuber,버츄얼유튜버,버츄얼YouTuber,버튜버,버츄버,버츄얼,KRVTuber,KR_VTuber,Vtuber準備中,新人Vtuber,新人Vチューバー,Vtuberはじめました,おはようVtuber,vtb,VTuver,新人Vtuver,VirtualYouTuber,ENVtuber,VtuberID,PHVtuber,VtuberES,VTuberFR,VTubers,vtuberfanart,vtuberart,vtuber_fanart,vSinger,virtualsinger,virtual_singer,pngtuber"
tongue,0,108241,"バニーガール,バニースーツ,バニー,兔女郎,바니걸,メカバニー,bunnysuit"
v-shaped_eyebrows,0,135870,"鳥,擬鳥化,鳥ポケモン,鳥と女の子"
hair_ribbon,0,160161,白黒
black_bow,0,239149,"舌,舌責め"
sitting,0,206690,"服ビリ,尻破れ"
legs,0,167060,"白手袋,白手套,白長手袋"
high_heels,0,100100,
witch_hat,0,3157499,
fate_(series),0,2535113,"はいてない,ノーパン"
anus,0,170957,"金玉,睾丸,キンタマ,揉みしだきたい玉,ふぐり,裏玉,玉責め"
shadow,0,1906325,BB
ponytail,0,864539,"砂浜,ビーチ,すなはま,浜辺"
skirt,0,74100,本
black_hair,0,952699,"電話,电话"
groping,0,177977,"東方,東方project,東方プロジェクト,东方,东方project,東方妖時計,동방,東方MMD,東方うごイラ,東方グラマラス,東方ショタ化,東方好きな人RT,東方版もうひとつの深夜の真剣お絵描き60分一本勝負,東方黄金水,東方緊縛画,東方モータリゼーション,東方対魔忍"
sash,0,76740,"昼間,daytime,昼,ひる"
hair_flower,0,87320,"ミニスカ,ミニスカート,ミニスカ巫女,미니스커트,迷你裙,超短裙,ミニスカポリス"
military,0,109551,"FGO,FateGO,FateGrandOrder,Fate/GrandOrder,Fate/Grand_Order,Cosmos_in_the_Lostbelt,Fate/GrandOrder(腐),FGO夢,Fate/GO"
jewelry,0,128101,赤いスカート
multiple_girls,0,322574,"頭巾,후드,帽兜,フード"
panties,0,75051,
horse_girl,0,291973,茶目
blue_dress,0,179335,"花,はな,フラワー,꽃,以花咏画,花と女の子"
arknights,0,78739,"爱液,愛液,マン汁"
sword,0,223413,"ウィンク,ウィンクX東方"
lying,0,189330,オレンジ髪
signature,0,191932,タイトル回収
bodysuit,0,197211,"絶対領域,絕對領域,绝对领域,절대영역"
flat_chest,0,143905,"袖だけ霊夢,袖だけ"
blue_skirt,0,111089,舌出し
black_bikini,0,138154,"笑い,スマイル,笑顔,笑顏,守りたい、この笑顔,笑,笑容,微笑み,微笑,微笑む,미소,守りたいこの笑顔"
sparkle,0,137913,"ノースリーブ,アメリカンスリーブ"
breasts,0,233227,"おまんこ,女性器,pussy,屄,グロマン,膣,女性生殖器,女阴,まんこ"
no_panties,0,168972,"横顔,侧脸,侧面"
hetero,0,423188,
gradient_background,0,116832,"ノーブラ,つけてない"
scrunchie,0,107240,
white_bikini,0,137838,"乳首,nipples,nipple"
covered_nipples,0,113891,"チョーカー,颈圈,ちょーかー"
swimsuit,0,259949,"明日方舟,アークナイツ,명일방주,Arknights,ArknightsFanArt,アークナイツバトルイラコン"
blue_bow,0,77464,"眼鏡,眼鏡っ娘,メガネ,めがね,眼镜,伊達眼鏡,안경,eyeglasses,spectacles,glasses"
plaid_clothes,0,153408,付け襟
vest,0,121989,"仰向け,仰臥"
looking_back,0,1190764,"下着,肌着,下着艦娘,白下着,胖次"
white_thighhighs,0,1188777,"片目隠れ,片目隠し"
3girls,0,191099,
demon_horns,0,154861,"学生服,女子高生,JK,DK,学校制服,制服裸足,せいふく,校服"
:d,0,139896,"黒ニーソックス,黒ニーソ,黒ニーハイ,黒ストッキング,黑丝"
on_bed,0,143030,"蝶ネクタイ,ボウタイ,領結,领结"
hand_up,3,79453,
