tag,category,count,alias
v-shaped_eyebrows,0,153971,青シャツ
aqua_hair,0,82749,"裸,ヌード,裸ニーソ,裸手袋,裸体,裸靴下,袖だけ霊夢,袖だけ,全裸群像,裸ランドセル,生まれたままの姿(産まれたままの姿)全裸(ヌード),すっぽんぽん,裸帽子,裸立ち絵"
tail,0,244931,
cosplay,0,193268,
cameltoe,0,68383,"おっぱい,極上の乳,大艦巨乳主義,オッパイ,美乳,おっぱいがいっぱい,乳神様,天乳,胸,boobs,胸がぱんぱかぱーん,九九艦爆乳,ダイヤモンドバスト,このおっぱいで聖女は無理でしょ,乳,いいおっぱいの日,乳房,유방,着衣巨乳,tits,どや乳,なのぱい,boob,tit,titties,titty,breast,oppai,boobies,歐派"
dark_skin,0,199350,"アイドルマスターシンデレラガールズ,シンデレラガールズ,デレマス,モバマス,imas_cg"
teeth,0,179204,"超ロングヘア,超长发"
bracelet,0,1409152,"ショートヘア,ショートカット,短髪,黒髪ショート,短发,단발"
shadow,0,274983,"眼鏡,眼鏡っ娘,メガネ,めがね,眼镜,伊達眼鏡,안경,eyeglasses,spectacles,glasses"
double_bun,0,108883,"コップ,カップ,杯子"
blue_hair,0,148306,
signature,0,192932,"お尻,尻,尻神様,極上の尻,おしり,ねじ込みたい尻,巨尻,顔を埋めたい尻,魅惑の尻,撫で回したい尻,椅子尻,いいおしりの日,かわいいおしり,爆尻,生尻,プリケツ,撫で回したいお尻,けつね,揉みしだきたい尻,原尻"
frills,0,979176,"blue_eyes,碧眼,青い目,藍眼睛,蓝眼睛,파란눈,金髪碧眼,金髮碧眼,金发碧眼,금발벽안,銀髪碧眼,銀髮碧眼,银发碧眼,은발벽안"
frilled_dress,0,83627,"半ズボン,短パン,ショートパンツ"
black_hairband,0,573399,
red_hair,0,80628,"ビキニ,ビキニ水着,エロビキニ,剥ぎ取りたいビキニ,比基尼,豹柄ビキニ"
necktie,0,106790,"サッシュ,현장,飾帶,饰带,条带"
loli,0,134014,虚化背景
testicles,3,97220,
saliva,0,101258,"絶対領域,絕對領域,绝对领域,절대영역"
english_text,0,75355,黒手袋
pubic_hair,0,68860,"セーター,스웨터,毛衣,トレーナー,スウェット,スウェットシャツ,スエットシャツ"
beret,0,566348,"片足立ち,单腿站立,单脚站立"
black_bikini,0,163612,"化粧,化妆,メイク"
maid_headdress,0,228700,涙
tree,0,282746,ワンピース水着
playboy_bunny,0,103442,"エルフ耳,尖耳朵,とんがり耳"
clothes_lift,0,80553,
nail_polish,0,490146,"ハグ,拥抱"
stomach,0,436700,
vest,0,985368,"翠眼,緑眼,緑目"
jacket,0,87446,"ニーソックス,ニーソ,ニーハイソックス,ニーハイ,サイハイソックス,过膝袜,长筒袜,大腿袜"
capelet,0,267648,ベッドの上
monochrome,0,202615,"まつげ,睫毛"
groin,0,69949,"開脚,M字開脚,エロ蹲踞,V字開脚,张开双腿"
heart-shaped_pupils,0,1906325,"ポケモン×ポケモン,ポケモン×人間,pokemon"
scar,0,227950,"半眼,半目,眯眼,眯着眼睛,半闭着眼,はんめ"
barefoot,0,76876,"学生服,女子高生,JK,DK,学校制服,制服裸足,せいふく,校服"
alternate_costume,0,898595,
hair_bow,0,75506,コスプレ
petals,0,1190764,爱抚
red_bow,0,91615,"金玉,睾丸,キンタマ,揉みしだきたい玉,ふぐり,裏玉,玉責め"
2girls,0,145652,"ウェーブヘア,ウェービーヘア"
flower,0,182490,
white_jacket,0,261614,
black_dress,0,588991,
shirt,0,72356,"猫口,ω"
wavy_hair,0,149889,"傷跡,疤痕,疤"
tears,0,80568,
one-piece_swimsuit,0,428906,紐ビキニ
hug,0,108765,"たくし上げ,たくし上げ黒ビキニ,シャツたくし上げ"
character_name,0,166635,花柄
piercing,0,68990,たくし上げ
sunglasses,0,239444,"見返り,振り返り,振り向き,振り向く,見返り美人,回眸,回头看"
open_jacket,0,73428,"初音ミク,初音未来,初音未來,miku_monday,mikumonday,ミクの日,hatsunemiku,初音ミクイラスト,miku,ミク,hatsumemiku,mikuhatsune,miku_hatsune,vocaloid_miku"
profile,0,157726,"オリジナル,創作,原創,原创,看板娘,看板息子,自キャラ,オリキャラ,オリジナル艦娘,オリ刀剣,창작,oc,创作,うちの子,うちの娘,オリジナルキャラクター,自作キャラ,Оригинальный,Original,original_character,ออริจินอล,オリジナルフレンズ,オリフレ,原画,オリジナルキャラ,一次創作,創作男女,オリロボ,オリジナルウマ娘,オリソニ,オリメカ,オリジナルイラスト,오리지널,オリキャラ愛の会,ウチの子,自キャラクター,indie_anime,うちのこ,originalcharacter,オリギナル,自创,自創,おりじなる,original,OC,創作男子,my_oc,創作百合,自家孩子,original_art,創作キャラ,創作イラスト,originaldesign,原创插画,オリケモ,oc_artwork,oc_art,ocartwork,ocart,oc_tag,ocs,my_ocs"
ahoge,0,929898,"セーラー服,水手服"
white_shirt,0,115104,"筋肉,筋肉質,玉つき筋肉ショタ"
groping,0,112638,サングラス
short_shorts,3,233070,"リボン,리본,丝带,絲帶,缎带,紐タイ"
grey_background,0,572334,英語
sitting,0,413261,
shorts,3,78073,"ソックス足裏,生靴下"
black_hat,0,185722,"グラデ髪,グラデヘアー,渐变色头发"
arms_behind_back,3,105127,"全身,全身絵,全景镜头"
1girl,0,76740,ベッド
depth_of_field,0,167209,オフショルダー
detached_sleeves,0,442296,"枕,枕头,まくら,マクラ"
phone,0,892521,白背景
bed_sheet,0,104086,"無表情,平然,无表情"
black_eyes,0,155933,"白手袋,白手套,白長手袋"
medium_hair,0,142767,"透け,透け透け,スケスケ,すけすけ,シースルー,濡れ透け,透けブラ,スケブラ,透けスカート"
orange_hair,0,341732,"巨乳,美巨乳,大きな乳房,豊乳,着衣巨乳,デカァァァァァいッ説明不要!!,巨乳化,圧倒的胸囲,거유,big_boobs,bigboobs,bigbreasts,big_breast,large_breasts,big_tits,bigtits"
night,0,2535113,"頭巾,후드,帽兜,フード"
brown_footwear,0,97509,"褐色,褐色肌,色黒"
sketch,0,110477,"バーチャルユーチューバー,バーチャルYouTuber,Vtuber,Vチューバー,バーチャルシンガー,バーチャルSinger,バーチャルライバー,VLiver,Vライバー,バーチャルストリーマー,VStreamer,虚拟主播,虛擬主播,虚拟YouTuber,虛擬YouTuber,虚拟UP主,虛擬UP主,VUP,香港vtuber,hkvtuber,台灣vtuber,버츄얼유튜버,버츄얼YouTuber,버튜버,버츄버,버츄얼,KRVTuber,KR_VTuber,Vtuber準備中,新人Vtuber,新人Vチューバー,Vtuberはじめました,おはようVtuber,vtb,VTuver,新人Vtuver,VirtualYouTuber,ENVtuber,VtuberID,PHVtuber,VtuberES,VTuberFR,VTubers,vtuberfanart,vtuberart,vtuber_fanart,vSinger,virtualsinger,virtual_singer,pngtuber"
green_hair,0,142994,"足,足フェチ"
heterochromia,0,229507,"胸ポチ,勃起乳首,透け乳首,浮き乳首"
feet,0,318181,"鎖骨,빗장뼈,锁骨"
neck_ribbon,0,651387,"腋,脇,魅惑の腋,腋巫女,脇の下,腋下"
blush,0,196245,舌出し
black_pants,0,92155,
holding_sword,0,77890,"下着,肌着,下着艦娘,白下着,胖次"
detached_collar,0,206534,"ブルアカ,ブルーアーカイブ,ブルアカイラスト部,ブルーアーカイブイラコン,블루아카이브,블루아카,BlueArchive,蔚藍檔案,碧蓝档案,碧藍檔案,BA,ジョジョアーカイブ,蔚蓝档案"
white_flower,0,108241,"肛門,アヌス,尻の穴,縦割れアナル,尻穴"
hair_ornament,0,190173,レオタード
shiny_skin,0,109551,"ホロライブ,ホロライブプロダクション,ホロライブゲーマーズ,ホロライブファンタジー,ホログラ,hololive,hololewd"
ass,0,70098,マン毛
witch_hat,0,113257,
long_hair,0,311713,"極上の貧乳,ぺったんこ,大平原の小さな胸,無乳,ナイチチ,平らな胸,ツルペタ,つるぺた,平胸,まな板,flat-chested"
animal,0,206690,"リング,戒指,指輪"
erection,0,173369,"しかめっ面,・''・,皱眉"
purple_eyes,0,344961,灰色の瞳
turtleneck,0,121616,"チョーカー,颈圈,ちょーかー"
grey_eyes,0,80433,"ソロ,solo,ひとり"
no_panties,0,222127,"ぼかし,ぼやけた,模糊"
hair_between_eyes,0,100180,"ベレー,贝雷帽"
white_footwear,0,423188,"しっぽ,尻尾,もふりたい尻尾,尾巴"
frown,0,68455,"付け耳,つけ耳,けもみみ(偽)"
bare_shoulders,0,91121,"髪型チェンジ,非常态发型"
fingernails,0,4005860,"蹲踞,エロ蹲踞,しゃがみ,スクワット,蹲,蹲着"
vocaloid,0,685847,"インテーク,进气口发型,排气孔"
coat,0,81298,"鎧,甲冑"
alternate_hairstyle,0,766897,"野外,青姦,野外緊縛,室外,户外"
chain,0,88994,"パンティー,パンティ,パンツ,ぱんつ,高品質パンツ,お子様パンツ,剥ぎ取りたいパンツ,嫌パン,こどもぱんつ,女児ぱんつ"
on_back,0,148991,"黄色眼,黄色目,黄眼,金眼,金目"
cum_in_pussy,0,148539,
light_brown_hair,0,78340,"ツートン,ツートーン,二色髪"
pantyhose,0,224966,
black_shorts,0,137838,絶対空域
bodysuit,0,79035,
male_focus,0,106465,"汗,汗だく"
underboob,0,217408,
multiple_girls,0,467351,赤いスカート
legs,0,75765,"ポケモン,ポケモン擬人化,ポケモン人間絵,pkmn腐,ポケ擬,Pokemon,포켓몬,포켓몬스터,ポケモントレーナー版深夜の真剣お絵描き60分一本勝負,ポケモン×人間,ポケットモンスター,ポケモントレーナー,pocketmonsters,精灵宝可梦,ポケモン機械化,ポケモンイラスト,Pokémon,宝可梦,pkg版深夜の真剣お絵描き60分一本勝負,pokemonfanart,pkmn,ポケモンFA,星座タロット風ポケモン,ポケモンと生活,宝可梦图鉴,アニポケ,pkmn夢,pkmn百合"
honkai_(series),0,198998,"金髪,金髮,金发,금발,金髪碧眼,金髮碧眼,金发碧眼,금발벽안,金髪ロング,金髪ツインテール,ブロンド"
greyscale,0,453578,
upper_body,0,125197,"サンダル,凉鞋,涼鞋,신발"
red_dress,0,234453,"靴,くつ,鞋子,신발"
black_gloves,0,85988,
hetero,0,91457,"白ワンピ,白ワンピース"
3girls,0,76186,"白パンツ,白パン,白いパンツ"
gloves,0,90601,
black_panties,0,120919,"裸足,素足,裸足裏,制服裸足,裸足男子"
ring,0,183362,"チェックスカート,格子裙"
bed,0,159920,白ビキニ
speech_bubble,0,201113,"寝そべり,寝そべる,横臥,横になる,寝転がる,うつぶせ,うつ伏せ"
shoes,0,200528,"バニーガール,バニースーツ,バニー,兔女郎,바니걸,メカバニー,bunnysuit"
smile,0,91967,"ダッチアングル,倾斜角度"
half-closed_eyes,3,133465,"萌え袖,萌袖"
hololive_english,0,322632,"背中,魅惑の背中,ぱっくり背中,せなか"
braid,0,145773,"リボンタイ,りぼんたい,ネックリボン,ねっくりぼん,紐タイ"
lips,0,92545,"ドレス,ワンピース服,ワンピ,连衣裙,드레스"
purple_hair,0,100326,"茶髪,茶髪ロング,갈색머리"
fang,0,134244,"セックス,SEX,性交,性行為,キスハメ,中出し,挿入,トイレセックス"
black_shirt,0,78739,タイトル回収
rabbit_ears,0,141529,
looking_at_another,0,135797,
blue_eyes,0,676176,"窓,窓辺,窗户"
blue_sky,0,126630,"FGO,FateGO,FateGrandOrder,Fate/GrandOrder,Fate/Grand_Order,Cosmos_in_the_Lostbelt,Fate/GrandOrder(腐),FGO夢,Fate/GO"
floating_hair,0,120985,ツーサイドアップ
brown_eyes,0,864539,
short_hair,0,118910,"水着,エロ水着,水着艦娘,泳装,수영복,泳衣,水著,剥ぎ取りたい水着"
expressionless,0,789325,"原神,原神project,원신,gnsnプラス,Genshin,Yuanshen,genshinimpactfanart,GenshinImpact,gnsn夢,Genshinfanart,原神同人,gnsn,GenshinImpact5ꓸ0,原尻,genshintwt"
