id,name,description,tags,version,template,author,subdomain,likes
rerun/gradio-rerun-viewer,gradio_agentchatbot,,,,SimpleTextbox,Mustafiz996,elismasilva-gradio-htmlplus,12
MAIIARen/gradio_coolcanvas,gradio_hubquicksearch,,,,,tungnguyen103,agents-mcp-hackathon-gradio-agent-inspector,1
AbdullahIsaMarkus/gradio_medical_image_analyzer_local,text-mood-checker-gradio-custom-component,,,0.0.3,,pngwn,brokerrobin-gradio-pannellum,0
HBDing/LayoutPainter,gradio_gptchatbot,,,,,freddyaboulton,agents-mcp-hackathon-gradio-codeanalysisviewer,1
IAMTFRMZA/Ask_PDF_anything,chatpdf,,,,,rerun,bladeszasza-gradio-overlay-video,0
pngwn/gradio_pdf,gradio_bottombar,,,,,Nymbo,huggymonkey-simpletextextractfrompdfdemo,0
truetekken/gradio_pdf,gradio_automationbus,,"gradio-custom-component,multimodal data,visualization,machine learning,robotics,Rerun,rerun-viewer",,,nazikus,sourceoftruthdata-gradio-unifiedaudio,0
aliabd/gradio_imagefeed,gradio_logsview,,,,SimpleTextbox,clement-pages,sor0ush-gradio-screenrecorder,20
Agents-MCP-Hackathon/gradio_motioncanvasplayer,gradio_model3dgscamera,,gradio-custom-component,,,Agents-MCP-Hackathon,camilosegura-gradio-keyboardtextboxcomponent,0
Agents-MCP-Hackathon/gradio_medical_image_analyzer,gradio_mymodel3d-v0.0.1,,gradio-custom-component,,,keshan,simonduerr-gradio-molecule3d,0
K00B404/Ask_PDF_anything,gradio_keyboardtextboxcomponent,,,,Fallback,andyrids,drigoni-gradio-molgallery2d,9
radames/gradio_rerun,gradio_textwithattachments,,,,,HBDing,hbding-test,0
elismasilva/gradio_livelog,gradio_htmlinjector,,,,,798989d,elismasilva-gradio-bottombar,13
jayavibhav/gradio_gradiodesigner,gradio_hdrimage,gradio designer,,,,elismasilva,hugofloresgarcia-gradio-automationbus,0
Nymbo/gradio_imageslider,gradio_rerun,,,,,svjack,agents-mcp-hackathon-gradio-motioncanvasplayer,1
Agents-MCP-Hackathon/gradio_screenrecorder,gradio_codeanalysisviewer,,,,,princeta3011,agents-mcp-hackathon-gradio-workflowbuilder,0
K00B404/scope-studio,Agentic_Workflow_bulider,,,,,LennardZuendorf,freddyaboulton-gradio-webrtc,0
Agents-MCP-Hackathon/gradio_overlay_video,Gradio-App-Designer,,,,,freddyaboulton,maiiaren-gradio-coolcanvas,0
pngwn/gradio_msaplot,gradio_workflowbuilder,,,,,elismasilva,truetekken-gradio-pdf,10
freddyaboulton/gradio_richtextbox2,gradio_datetimerange,,,,,hmb,aliabid94-gradio-modal,17
freddyaboulton/gradio_demotest,gradio_pannellum,,,,,Rebanpaul,freddyaboulton-gradio-coolimage,1
modelscope/modelscope-studio-beta,gradio_foliumtest,,,,,julien-c,santhoshkammari-gradio-ap-chat-ui,1
hmb/gradio_carousel,gradio_imageslider,Audio Grid - Gradio component for drag and drop audio file management and merging workflows,,,,amithkk,azettl-gradio-consilium-roundtable,9
lastmileai/gradio-notebook-quickstart,separation-pipeline-visualization,,,,,smajumdar,drigoni-gradio-molgallery3d,7
mrsyclq/gradio_rich_textbox,gradio_checkboxgroupmarkdown,,,,,Illia56,radames-gradio-rerun,10
camilosegura/gradio_keyboardtextboxcomponent,WebRTC-Gradio,,,,,elismasilva,awacke1-gradio-pdf-document-qa-pdf-ui,0
radames/gradio_huggingfacehub_search,gradio-rerun-viewer,,,,,renceLaw515,crcdng-gradio-myfirstcomponent,1
junhuac/gradio_renderer,gradio_pannellum,,,,,abidlabs,sombreros-sombi1,1
Agents-MCP-Hackathon/Gradio-App-Designer,gradio_gradiodesigner,,"gradio-custom-component,custom-component-track,roundtable,consilium",0.0.1,,freddyaboulton,gabriel-gradio-polygonannotator,0
freddyaboulton/gradio_leaderboard,gradio_molecule2d,,,,,brokerrobin,freddyaboulton-gradio-agentchatbot,0
feiznouri/gradio_checkboxmarkdowngroup,gradio_folderexplorer,,,,,hmb,freddyaboulton-gradio-rangeslider,1
elismasilva/gradio_folderexplorer,SOMbI1,Quick search HF Hub repos or users,,,,freddyaboulton,abidlabs-gradio-highlightedcode,1
freddyaboulton/gradio_textwithattachments,gradio_dataframe_download,,,,,camilosegura,abidlabs-gradio-gptchatbot,1
freddyaboulton/gradio_datepicker-v0.0.1,gradio_imageslider,,,,,Agents-MCP-Hackathon,awacke1-gradio-rerun,12
freddyaboulton/gradio_coolimage,gradio_audiogrid,,"machine learning,reproducibility,visualization,gradio,gradio custom component",,AudioMerger,BladeSzaSza,freddyaboulton-gradio-folium,5
sourceoftruthdata/gradio_unifiedaudio,modelscope-studio-beta,,,,,dawood,clement-pages-separation-pipeline-visualization,0
santhoshkammari/gradio_ap_chat_ui,gradio_unifiedaudio,Gradio component for chessboard interaction,,,,elismasilva,princeta3011-agentic-workflow-bulider,0
Rebanpaul/PDFsummarizer,AudioGrid,,,0.0.1,,elismasilva,simonduerr-gradio-cofoldinginput,0
awacke1/AIDataMaps,gradio_workflowbuilder,,"machine learning,reproducibility,visualization,gradio,gradio custom component",,,freddyaboulton,pngwn-gradio-msaplot,0
Gabriel/gradio_polygonannotator,scope-studio,,"gradio-custom-component,medical-imaging,ai-agents,image-analysis,dicom,veterinary,ct-scan,x-ray,fat-segmentation,medical-ai,hackathon-2025",,Fallback,aliabid94,svjack-gradio-imageslider,0
princeta3011/Agentic_Workflow_bulider,hf-model-comparisons,,,,,elismasilva,freddyaboulton-gradio-datepicker,8
