id,name,description,tags,version,template,author,subdomain,likes
awacke1/WebRTC-Gradio,gradio_workflowbuilder,,,,,aliabd,maiiaren-gradio-coolcanvas,0
RobinsAIWorld/gradio_pannellum,gradio_datepicker-v0.0.1,,"gradio-custom-component,multimodal data,visualization,machine learning,robotics,Rerun,rerun-viewer",,,freddyaboulton,freddyaboulton-gradio-datepicker,1
anshulchordiya/textmoodchecker,gradio_textboxplus,,,,,Mustafiz996,freddyaboulton-gradio-leaderboard,0
awacke1/AIDataMaps,test,,gradio-custom-component,,,freddyaboulton,radames-gradio-huggingfacehub-search,13
hugofloresgarcia/gradio_xyslider,SOMbI1,gradio designer,,,,jayavibhav,gsarti-gradio-highlightedtextbox,0
elismasilva/gradio_htmlinjector,gradio_mymodel3d-v0.0.1,,,,,camilosegura,drigoni-gradio-molgallery2d,1
princeta3011/Agentic_Workflow_bulider,gradio_blurhashimage,,,,,AbdullahIsaMarkus,julien-c-gradio-hubquicksearch,8
nazikus/pdf-qa,Ask_PDF_anything,,,0.0.2,,prathje,zukuan-gradio-mycomponent3,69
elismasilva/gradio_folderexplorer,gradio_checkboxmarkdowngroup,,,,,HBDing,hmb-gradio-coolcanvas,17
elismasilva/gradio_buttonplus,gradio_agent_inspector,,"gradio-custom-component,custom-component-track,roundtable,consilium",,,elismasilva,ankush-lm-testwilldelete5,0
aemresafak/gradio_audiogrid,AIDataMaps,,,,Fallback,freddyaboulton,agents-mcp-hackathon-gradio-overlay-video,0
elismasilva/gradio_taggrouphelper,gradio_htmlinjector,Integrate a panorama viewer with Pannellum.,"gradio-custom-component,medical-imaging,ai-agents,image-analysis,dicom,veterinary,ct-scan,x-ray,fat-segmentation,medical-ai,hackathon-2025",,,Agents-MCP-Hackathon,radames-gradio-rerun,2
freddyaboulton/gradio_leaderboard,gradio_pianoroll,,,,,junhuac,elismasilva-gradio-imagemeta,7
Jedijamez/gradio_awsbr_mmchatbot,gradio_bottombar,,,,,nasirbloch323,b-aryan-gradio-imageslider-cssfix,4
