tag,category,count,alias
smile,0,90706,"ジャケット,上着,夹克"
black_thighhighs,0,177977,ネッカチーフ
hair_ribbon,0,103538,"閉口,口を閉じる"
collared_shirt,0,277743,"寝そべり,寝そべる,横臥,横になる,寝転がる,うつぶせ,うつ伏せ"
pubic_hair,0,155933,
hatsune_miku,0,126602,"まつげ,睫毛"
necklace,3,322632,"花びら,花吹雪,桜吹雪,花瓣"
dark_skin,0,69949,
sailor_collar,0,898595,
pokemon,0,642669,魔女帽子
white_bow,0,71624,黒シャツ
halo,0,1147531,"しかめっ面,・''・,皱眉"
hair_over_one_eye,0,121616,赤いスカート
twin_braids,0,143186,"ミニスカ,ミニスカート,ミニスカ巫女,미니스커트,迷你裙,超短裙,ミニスカポリス"
looking_back,0,86939,脇見せのポーズ
long_sleeves,0,244931,"横顔,侧脸,侧面"
star_(symbol),0,109551,
fingernails,0,227678,
holding_food,0,720127,"超ロングヘア,超长发"
turtleneck,0,128021,
fruit,0,588991,"ボディスーツ,ぴっちりスーツ,ボディースーツ,艦ラバー,ラバースーツ,全身タイツ,ピッチリスーツ,连体紧身衣,紧身衣"
comic,0,235005,"軍事,ミリタリー,軍用機,軍人"
cum_in_pussy,0,204024,"白パンツ,白パン,白いパンツ"
school_uniform,0,507095,"お団子頭,お団子"
oral,0,80433,
black_socks,0,1116912,太眉
bed_sheet,0,685847,"赤目,赤眼,赤い目,붉은눈,빨간눈,銀髪赤眼,銀髮赤眼,银发赤眼,은발적안,白髮紅眼,白发红眼,黒髪赤眼,黑髮赤眼,黑发赤眼,흑발적안,黑髮紅眼,黑发红眼"
frills,0,1273613,"握り,ラブ握り,牵手"
braid,0,1199644,ベッド
black_skirt,0,363320,马赛克
sweater,0,70629,日付
solo,0,96512,"サッシュ,현장,飾帶,饰带,条带"
blue_hair,0,789325,"部屋,室内,屋内,インテリア"
kantai_collection,0,225622,血
leotard,0,97070,"♥,ハート,ハート形,爱心,红桃,<3"
bandages,0,1629090,"白ワンピ,白ワンピース"
white_skirt,0,177937,
crop_top,0,394308,"ウマ娘,ウマ娘プリティーダービー,赛马娘,賽馬娘,马娘,馬娘,우마무스메,말딸,Umamusume,フォロワーさんからイメージもらって自分をウマ娘化する,ウマ娘ガンダムダービー,北斗の拳ニンジン味,ウマ娘モータリゼーション,闪耀优俊少女,闪耀!优俊少女,优骏少女,グラップラー馬姫,ウマ娘百合ティーダービー"
standing,0,197356,"帽子,裸帽子"
strapless,0,1190764,"翠眼,緑眼,緑目"
tail,0,99176,"目がハート,目にハート,ハート目,心形瞳孔"
barefoot,0,124459,ハイアングル
cat_ears,0,175849,"谷間ホール,奶窗"
cup,3,523624,"首傾げ,歪头"
side-tie_bikini_bottom,0,91671,"腋,脇,魅惑の腋,腋巫女,脇の下,腋下"
fangs,0,309695,"リボンタイ,りぼんたい,ネックリボン,ねっくりぼん,紐タイ"
cowboy_shot,0,89834,
sleeveless,0,113608,
heart,0,193268,付け襟
fox_ears,0,133465,"半眼,半目,眯眼,眯着眼睛,半闭着眼,はんめ"
puffy_sleeves,0,864539,
red_ribbon,0,76430,"ぼかし,ぼやけた,模糊"
looking_to_the_side,0,77525,"ニーソックス,ニーソ,ニーハイソックス,ニーハイ,サイハイソックス,过膝袜,长筒袜,大腿袜"
shiny_skin,0,206757,
purple_hair,0,199350,"いいスジしてる,メコスジ,すじ,スジ,骆驼趾,도끼자국,キャメルトゥ,まんすじ"
cleavage_cutout,0,201113,"白ソックス,白ハイソックス,白ハイソ,白靴下"
monochrome,0,75299,"巨乳,美巨乳,大きな乳房,豊乳,着衣巨乳,デカァァァァァいッ説明不要!!,巨乳化,圧倒的胸囲,거유,big_boobs,bigboobs,bigbreasts,big_breast,large_breasts,big_tits,bigtits"
fate_(series),0,75858,"初音ミク,初音未来,初音未來,miku_monday,mikumonday,ミクの日,hatsunemiku,初音ミクイラスト,miku,ミク,hatsumemiku,mikuhatsune,miku_hatsune,vocaloid_miku"
thick_eyebrows,0,198998,"ハーフトップ,露腹短上衣,短款上衣"
v-shaped_eyebrows,0,318181,
2boys,0,80553,
open_clothes,0,80986,"黒ニーソックス,黒ニーソ,黒ニーハイ,黒ストッキング,黑丝"
detached_sleeves,0,68610,涙
drill_hair,3,891679,"ノーブラ,つけてない"
thigh_boots,0,267648,"ハメ撮り視点,POV,主観視点,一人称視点,自分視点,第一人称视角"
thigh_strap,0,87320,"エルフ耳,尖耳朵,とんがり耳"
sleeveless_dress,0,138154,"ベルト,腰带"
hololive,0,175161,"グラデ髪,グラデヘアー,渐变色头发"
arms_up,0,1448937,"もみあげ,横髪,サイドヘア,边落,耳前侧发,鬓发"
blue_archive,3,534129,"ブーツ,長靴,裸ブーツ"
yellow_eyes,0,75051,セカコス
ascot,0,283318,"裸足,素足,裸足裏,制服裸足,裸足男子"
horse_ears,0,76740,"マニキュア,マニキュア液,指甲油,매니큐어"
blurry_background,0,128101,"勃起,剥けチン"
groping,0,97509,"足,足フェチ"
wings,0,83803,青いスカート
character_name,0,231466,披肩
neck_ribbon,3,142994,"無修正,uncensored"
arknights,0,144124,"天使の輪,天使の輪っか,光环,ヘイロー,へいろー"
short_hair,0,81083,"砂浜,ビーチ,すなはま,浜辺"
penis,0,125197,"ホワイトブリム,女仆头饰"
ponytail,0,235573,
from_above,0,261614,
frilled_dress,0,68383,
depth_of_field,0,130442,透かし
arm_up,0,128341,黒ワンピ
frown,0,406119,"陰毛,阴毛,음모,生えかけ,ロリ陰毛,パイパン差分希望,ヘアヌード,アンダーヘア"
skindentation,0,91457,"割座,ぺたん座り,女の子座り,アヒル座り,鸭子坐"
uncensored,0,95943,"黒パン,黒パンツ"
blue_shirt,0,73292,マン毛
socks,0,224621,"セックス,SEX,性交,性行為,キスハメ,中出し,挿入,トイレセックス"
gloves,0,320198,
bar_censor,0,107240,
vaginal,0,75449,"学生服,女子高生,JK,DK,学校制服,制服裸足,せいふく,校服"
original,0,91192,"雲,くも"
white_gloves,0,179335,"座る,座り,椅子尻"
animal_ears,0,183476,"セーラー襟,セーラーカラー,セーラー水着,水手领"
buttons,0,367026,"たかみよこがお,よこがおフレンズ"
black_hairband,0,138274,
red_skirt,0,1188777,銃
loli,0,74887,虚化背景
animal,0,132015,
bright_pupils,0,191008,
black_eyes,0,143555,"茶色髪,小麦色髪,淡褐色髪"
blue_background,0,130621,爱抚
vest,0,228700,紐ビキニ
military_uniform,0,467351,"肛門,アヌス,尻の穴,縦割れアナル,尻穴"
bodysuit,0,78092,"枕,枕头,まくら,マクラ"
sandals,0,213290,"漫画,マンガ,漫畫,만화,漫畵"
holding_weapon,0,167209,"片足立ち,单腿站立,单脚站立"
clothes_lift,0,360630,
cameltoe,0,109425,
hood,0,120831,"狐耳,きつね耳,キツネ耳,きつねみみ"
parted_bangs,0,442296,"ソックス足裏,生靴下"
