id,name,description,tags,version,template,author,subdomain,likes
freddyaboulton/gradio_richtextbox2,gradio_msaplot,Gradio component for chessboard interaction,,,,andrewlastmile,hugofloresgarcia-gradio-automationbus,4
pngwn/gradio_imageslider_cssfix,gradio_videoslider,,,,,elismasilva,freddyaboulton-gradio-multimodalchatbot,1
hmb/gradio_coolcanvas,gradio_propertysheet,,,,Fallback,elismasilva,dawood-gradio-videogallery,0
rerun/gradio-rerun-viewer,gradio_calendar,,,,,Agents-MCP-Hackathon,rebanpaul-pdfsummarizer,0
HuggyMonkey/SimpleTextExtractFromPDFDemo,AudioGrid,,,0.0.1,,crcdng,jayavibhav-gradio-gradiodesigner,1
abidlabs/gradio_rich_textbox,gradio_huggingfacehub_search,,,,,keshan,rickymagner-gradio-igv,12
HBDing/LayoutPainter,agentic_chatbot,,"gradio-custom-component,multimodal data,visualization,machine learning,robotics,Rerun,rerun-viewer",,,pngwn,elismasilva-gradio-bottombar,1
b-aryan/gradio_imageslider_cssfix,gradio_workflowbuilder,,,,,tungnguyen103,k00b404-ask-pdf-anything,0
thanhson28/gradio_image_annotation,gradio_logsview,,,,,gsarti,agents-mcp-hackathon-audiogrid,3
dwancin/gradio_toggle,gradio_chatagui,,,,,Nymbo,princeta3011-agentic-workflow-bulider,3
clement-pages/pyannote-speech-separation-pipeline,Ask_PDF_anything,,,,,camilosegura,bbo09-ask-pdf-test,4
seq-to-pheno/zoonotica_orthologs,textmoodchecker,,"gradio-custom-component,medical-imaging,ai-agents,image-analysis,dicom,veterinary,ct-scan,x-ray,fat-segmentation,medical-ai,hackathon-2025",,,awacke1,edgargg-gradio-image-annotation,13
dawood/gradio_videogallery,gradio_cofoldinginput,workflow builder,,,,freddyaboulton,freddyaboulton-gradio-test2,0
jayavibhav/gradio_iframecomponent,gradio_taggrouphelper,,,,,aliceblue11,nymbo-gradio-rerun,1
thietkeweb30s/gradio_agentchatbot,gradio_automationbus,,,,,freddyaboulton,798989d-gradio-workflowbuilder,0
modelscope/modelscope-studio-beta,test,,"machine learning,reproducibility,visualization,gradio,gradio custom component",,,elismasilva,crlotwhite-gradio-pianoroll,0
Chenglu-She/gradio_log,gradio_rangeslider,,,,,elismasilva,peepdaslan9-b2bmgmt-gradio-unifiedaudio,0
santhoshkammari/gradio_ap_chat_ui,gradio_datepicker,,,,Code,Tonic,prathje-gradio-motioncanvasplayer,5
elismasilva/gradio_dropdownplus,gradio_polygonannotator,,,,,Wauplin,yelorix-gradio-vistimeline,1
freddyaboulton/gradio_easytb,gradio_toggle,,"gradio-custom-component,audio",,,santhoshkammari,agents-mcp-hackathon-text-mood-checker-gradio-cu-b7de4c9,1
crcdng/gradio_myfirstcomponent,gradio-notebook-template,,,0.0.1,,svjack,santhoshkammari-gradio-ap-chat-ui,0
princeta3011/Agentic_Workflow_bulider,gradio_hubquicksearch,,,,,aemresafak,elismasilva-gradio-livelog,0
Sombreros/SOMbI1,SimpleTextExtractFromPDFDemo,,,,,elismasilva,elismasilva-gradio-htmlplus,1
awacke1/WebRTC-Gradio,testng_component_from_builder,,,,SimpleTextbox,LennardZuendorf,oxkitsune-gradio-rerun,8
Sor0ush/gradio_screenrecorder,gradio_screenrecorder,Python library for easily interacting with trained machine learning models,,,,LuminaPixel,jayavibhav-gradio-iframecomponent,1
Nymbo/gradio_imageslider,gradio_rerun,,,0.0.4,,elismasilva,julien-c-gradio-hubquicksearch,7
prathje/gradio_motioncanvasplayer,gradio_msaplot,,,,,hellnear,freddyaboulton-gradio-textwithattachments,0
Nseven/gradio_highlightcode,gradio_molecule3d,A Log component for Gradio which can easily show some log file in the interface.,,,,Gabriel,ankush-lm-testwilldelete5,0
drigoni/gradio_molgallery3d,gradio_iframe,,,,,abidlabs,b-aryan-gradio-imageslider-cssfix,9
LuminaPixel/gradio_chatagui,gradio_pdf,,,,,Sor0ush,huggymonkey-simpletextextractfrompdfdemo,0
PhyscalX/gradio_image_prompter,gradio_pannellum,,,0.0.10,,drigoni,abdullahisamarkus-gradio-medical-image-analyzer-local,1
jayavibhav/gradio_workflowbuilder,gradio_motioncanvasplayer,,,,,aliabid94,wauplin-gradio-logsview,0
elismasilva/gradio_textboxplus,gradio_molgallery3d,,,,,freddyaboulton,freddyaboulton-gradio-calendar,0
Wauplin/gradio_logsview,gradio_dropdownplus,,gradio-custom-component,,,lastmileai,modelscope-modelscope-studio-beta,64
hugofloresgarcia/gradio_automationbus,LayoutPainter,gradio designer,,,,IAMTFRMZA,keshan-gradio-codeanalysisviewer,0
RayLee/gradio_markdownlabel,gradio_foliumtest,,,,MedicalImageAnalyzer,Ankush-LM,mustafiz996-gradio-spreadsheetcomponent,3
freddyaboulton/gradio_rangeslider,gradio_markdownlabel,,,,,Illia56,freddyaboulton-gradio-easytb,15
sourceoftruthdata/gradio_unifiedaudio,gradio_textwithattachments,The roundtable for artificial minds,"machine learning,reproducibility,visualization,gradio,gradio custom component",,Image,freddyaboulton,abidlabs-gradio-rich-textbox,0
nasirbloch323/chatpdf,gradio_folium,,,,,simonduerr,awacke1-webrtc-gradio,33
elismasilva/gradio_tokenizertextbox,gradio_multimodalchatbot,,,,,elismasilva,nymbo-gradio-imageslider,0
freddyaboulton/gradio_leaderboard,gradio_gptchatbot,,,,,hugofloresgarcia,nseven-gradio-highlightcode,12
freddyaboulton/gradio_datepicker,gradio_rerun,,,,,awacke1,radames-gradio-promptweighting,2
nazikus/pdf-qa,gradio_leaderboard,,,0.0.1,,elismasilva,pngwn-gradio-pdf,24
HBDing/test,gradio_highlightedtextlabeldefault,,,0.0.1,,hmb,agents-mcp-hackathon-simpletextextractfrompdf,2
paddy82/chatpdf,gradio_motioncanvasplayer,,,,,elismasilva,jopmt-testng-component-from-builder,3
kyamagu/gradio_bbox_annotator,ASK_pdf_test,,,,,freddyaboulton,kamcio1989-gradio-workflowbuilder,0
JoPmt/testng_component_from_builder,gradio_iframecomponent,,,,,hmb,abidlabs-gradio-fasta,0
Gabriel/gradio_polygonannotator,gradio_datetimerange,,,0.0.1,,Agents-MCP-Hackathon,facebook-omnisealbench,0
tungnguyen103/gradio_hellogradio,gradio_xyslider,,,,,dawood,hmb-gradio-coolcanvas,0
freddyaboulton/gradio_demotest,gradio_keyboardtextboxcomponent,,,,,prathje,anshulchordiya-textmoodchecker,1
freddyaboulton/gradio_calendar,gradio_rerun,,,0.0.1,,Agents-MCP-Hackathon,elismasilva-gradio-buttonplus,3
czakop/gradio_chessboard,Ask_PDF_anything,,,,,Rebanpaul,elismasilva-gradio-topbar,0
rickymagner/gradio_igv,gradio_carousel,,,,SimpleTextbox,brokerrobin,maiiaren-gradio-coolcanvas,2
freddyaboulton/gradio_multimodalchatbot,gradio_htmlinjector,,,,,feiznouri,freddyaboulton-gradio-agentchatbot,10
freddyaboulton/gradio_test2,Ask_PDF_anything,,,,Fallback,sourceoftruthdata,chenglu-she-gradio-log,1
