tag,category,count,alias
pussy,0,99176,
ring,0,261614,"腕带袖口,护腕"
blunt_bangs,0,104086,"袖だけ霊夢,袖だけ"
skindentation,0,532440,"傷跡,疤痕,疤"
feet,0,199350,"帯,kimono_obi,kimono_belt,束带"
parted_bangs,0,267648,"ファイアーエムブレム,ガチホモエムブレム,FE,FireEmblem,FE版深夜の真剣お絵描き60分一本勝負,FE腐向け,火焰纹章"
wavy_hair,0,327693,"チョーカー,颈圈,ちょーかー"
neck_ribbon,0,87446,
thick_thighs,0,80683,"角,角娘,角っ子,有角人,角っ娘"
genshin_impact,0,96564,
open_jacket,0,91284,"絶対領域,絕對領域,绝对领域,절대영역"
nail_polish,0,428906,"下腹,お腹,おなか,いいおなかの日"
brown_eyes,3,206690,
blue_sky,0,76298,"しっぽ,尻尾,もふりたい尻尾,尾巴"
hair_bow,0,224966,カメラ目線
monochrome,0,231466,"センター分け,真ん中分け,中分刘海"
bird,0,175161,"ビキニ,ビキニ水着,エロビキニ,剥ぎ取りたいビキニ,比基尼,豹柄ビキニ"
expressionless,0,282746,"釦,鈕扣,纽扣,扣子,단추,鈕"
ass,0,149280,
leaf,0,156166,"おまんこ,女性器,pussy,屄,グロマン,膣,女性生殖器,女阴,まんこ"
highleg,0,195974,たくし上げ
indoors,0,71624,
collarbone,0,216567,"ドレス,ワンピース服,ワンピ,连衣裙,드레스"
uncensored,0,228700,"瞑目,闭眼"
tattoo,0,280627,
bracelet,0,603931,ハイアングル
hug,0,140192,"背中,魅惑の背中,ぱっくり背中,せなか"
mask,0,70454,紫髪
collar,0,115104,
teeth,0,141426,"ホルターネック,ホルタートップ,ホルタービキニ,颈挂式"
headphones,0,223413,
border,0,109146,"悪魔っ娘,悪魔娘,サキュバス,succubus,悪魔っ子,悪魔,ロリサキュバス"
sweat,0,77890,"剣,大刀,刀剣,グレートソード,大剣,女剣士,劍,miekka,espada,pedang,Schwert,miecz,меч,svärd,swaard"
character_name,3,155933,
blonde_hair,0,256895,
leg_up,0,458252,
green_hair,0,70812,"生まれたままの姿(産まれたままの姿)全裸(ヌード),すっぽんぽん,裸帽子,全裸,完全裸,髪飾り以外完全裸"
cosplay,3,86868,"足,足フェチ"
frilled_dress,3,74297,
sleeveless_shirt,3,138222,"髪型チェンジ,非常态发型"
azur_lane,0,74100,"白ワンピ,白ワンピース"
muscular,0,227678,"軍事,ミリタリー,軍用機,軍人"
grin,0,111089,"青空,蒼空,青い空,蒼天,蒼穹,碧空,蓝天"
honkai_(series),0,663616,
phone,0,464629,"まつげ,睫毛"
cum_on_body,0,952699,"エプロン,えぷろん,围裙"
white_shirt,0,259949,"片足立ち,单腿站立,单脚站立"
black_jacket,0,73428,
eyelashes,0,135870,英語
bag,0,573399,"♥,ハート,ハート形,爱心,红桃,<3"
two-tone_hair,0,75765,"鳥,擬鳥化,鳥ポケモン,鳥と女の子"
hair_intakes,3,87624,"茶色髪,小麦色髪,淡褐色髪"
