tag,category,count,alias
hood,0,89861,"Honkai,崩坏,崩壊,逆熵,崩壞,붕괴"
greyscale,0,291973,
clothes_lift,0,80628,"鎖,くさり,チェーン,チェイン,链条"
pantyhose,0,77525,"茶髪,茶髪ロング,갈색머리"
fur_trim,0,145773,"半ズボン,短パン,ショートパンツ"
floral_print,0,678547,
from_below,0,283318,"ベレー,贝雷帽"
white_bikini,0,78073,"ソックス足裏,生靴下"
legs,0,86726,"蝶ネクタイ,ボウタイ,領結,领结"
open_mouth,0,109551,
1girl,0,231413,
blurry,0,233070,"翼,羽,翅,ウィング,翅膀,有翼,有翼人"
grey_background,3,104890,
hair_bow,0,128341,"透け,透け透け,スケスケ,すけすけ,シースルー,濡れ透け,透けブラ,スケブラ,透けスカート"
white_dress,0,69949,
puffy_short_sleeves,0,137913,"花びら,花吹雪,桜吹雪,花瓣"
beach,0,111089,"Yシャツ,ワイシャツ,裸Yシャツ,正装衬衫,西装衬衫,衬衫"
thigh_strap,0,309695,
fangs,0,140932,"ドレス,ワンピース服,ワンピ,连衣裙,드레스"
short_shorts,0,106343,"指抜きグローブ,无指手套"
shorts,0,79526,"うさぎ耳,ウサギ耳,うさみみ,うさ耳,兎耳,ウサミミ,ウサ耳"
animal_ears,0,138154,本
sparkle,0,76186,多色髪
pokemon,0,100100,"肩出し,ベアトップ,露肩装,露肩"
groping,0,320198,
large_breasts,0,391147,
gloves,0,186918,
torn_clothes,0,334900,"荊棘,薔薇,蔷薇,ばら,玫瑰,バラ,장미,roses"
hatsune_miku,0,227950,"パンティー,パンティ,パンツ,ぱんつ,高品質パンツ,お子様パンツ,剥ぎ取りたいパンツ,嫌パン,こどもぱんつ,女児ぱんつ"
wide_sleeves,0,74297,前から見えるお尻
arknights,0,272639,"ビキニ,ビキニ水着,エロビキニ,剥ぎ取りたいビキニ,比基尼,豹柄ビキニ"
jewelry,0,660136,"おかっぱ,ボブカット,ボブ,黒髪ボブ,黒髪ボブカット,茶髪ボブ,赤髪ボブ,ショートボブ,エアリーボブ,前下がりボブ,マッシュルームカット,ワンレンボブ,前上がりボブ,おかっぱ男子"
off_shoulder,0,233937,"窓,窓辺,窗户"
pink_hair,0,76368,"閉口,口を閉じる"
fox_girl,0,239444,"hololiveEnglish,ホロライブEN,HololiveMyth,HololiveEN,holocouncil,holoEN,ホロライブEnglish"
oral,0,135797,黒手袋
tears,0,130442,"汗,汗だく"
bare_arms,4,360061,"葉,葉っぱ,木の葉"
cloud,0,121616,"ホワイトブリム,女仆头饰"
shirt_lift,0,282746,"ホルターネック,ホルタートップ,ホルタービキニ,颈挂式"
thick_thighs,0,86405,渐变色背景
blue_archive,3,76298,"縦ロール,ドリルヘアー"
flower,0,75506,
cleavage_cutout,0,80433,"悪魔っ娘,悪魔娘,サキュバス,succubus,悪魔っ子,悪魔,ロリサキュバス"
artist_name,0,170957,"武器,兵器"
arms_up,0,101012,
thighhighs,0,138274,後ろ姿
bed,0,86964,"木,樹,樹木,木本,じゅもく,き"
black_gloves,0,121989,"濡れ,濡れる,びしょ濡れ,びしょびしょ"
white_bow,0,393426,"包帯,眼帯,绷带,包扎"
sweat,0,423188,"足裏,裸足裏,ソックス足裏,足の裏"
